mid,code,libelle_officiel,chapitre,niveau,type_noeud,source,table_attache,texte,texte_divergent,patron,classe_proposee,destination_proposee,motif,peremption_suspecte,peremption_motif,version_regle
381,F22,Troubles délirants persistants,V,3,categorie,G,GLOSSAIRE,"Comprend de troubles divers, caractérisés uniquement, ou essentiellement, par la présence d'idées délirantes persistantes et ne pouvant être classés parmi les troubles organiques, schizophréniques ou affectifs. Quand la durée d'un trouble délirant est inférieure à quelques mois, il doit être classé, au moins temporairement, en F23.-",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
382,F22.0,Trouble délirant,V,4,sous_categorie,G,GLOSSAIRE,"Trouble caractérisé par la survenue d'une idée délirante unique ou d'un ensemble d'idées délirantes apparentées, habituellement persistantes, parfois  durant toute la vie. Le contenu de l'idée ou des idées délirantes est très variable. La présence d'hallucinations auditives (voix) manifestes et persistantes, de symptômes schizophréniques tels que des idées délirantes d'influence ou un émoussement net des affects, ou la mise en évidence d'une affection cérébrale, sont incompatibles avec le diagnostic. Toutefois, la présence d'hallucinations auditives, en particulier chez les sujets âgés, survenant de façon irrégulière ou transitoire, ne permet pas d'éliminer ce diagnostic, à condition qu'il ne s'agisse pas d'hallucinations typiquement schizophréniques et qu'elles ne dominent pas le tableau clinique.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
383,F22.8,Autres troubles délirants persistants,V,4,sous_categorie,G,GLOSSAIRE,Troubles dans lesquels l'idée ou les idées délirantes sont accompagnées d'hallucinations auditives persistantes à type de voix ou de symptômes schizophréniques qui ne justifient pas un diagnostic de schizophrénie (F20.-).,false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
384,F23,Troubles psychotiques aigus et transitoires,V,3,categorie,G,GLOSSAIRE,"Groupe hétérogène de troubles caractérisés par la survenue aiguë de symptômes psychotiques tels que des idées délirantes, des hallucinations, des perturbations des perceptions et par une désorganisation massive du comportement normal. Une survenue aiguë est définie comme étant l'apparition, allant crescendo, d'un tableau clinique manifestement pathologique, en deux semaines au plus. Ces troubles ne comportent aucun élément en faveur d'une étiologie organique. Ils s'accompagnent souvent d'une perplexité ou d'une hébétude, mais les perturbations de l'orientation dans le temps, dans l'espace, et quant à la personne, ne sont pas suffisamment persistantes ou graves pour répondre aux critères d'un delirium d'origine organique (F05.-). En général, ces troubles guérissent complètement en moins de quelques mois, souvent en quelques semaines ou jours. Le diagnostic doit être modifié si le trouble persiste. Le trouble peut être associé à un facteur aigu de stress, c'est-à-dire habituellement à des événements stressants survenus une ou deux semaines avant le début du trouble.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
385,F23.0,"Trouble psychotique aigu polymorphe, sans symptômes schizophréniques",V,4,sous_categorie,G,GLOSSAIRE,"Trouble psychotique aigu, comportant des hallucinations, des idées délirantes ou des perturbations des perceptions manifestes, mais très variables, changeant de jour en jour, voire d'heure en heure. Il existe souvent un bouleversement émotionnel s'accompagnant de sentiments intenses et transitoires de bonheur ou d'extase, d'anxiété ou d'irritabilité. Le polymorphisme et l'instabilité sont caractéristiques du tableau clinique. Les caractéristiques psychotiques ne répondent pas aux critères de la schizophrénie (F20.-). Ces troubles ont souvent un début brutal, se développent rapidement en l'espace de quelques jours et disparaissent souvent rapidement, sans rechutes. Quand les symptômes persistent, le diagnostic doit être modifié pour celui de trouble délirant persistant (F22.-).",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
386,F23.1,"Trouble psychotique aigu polymorphe, avec symptômes schizophréniques",V,4,sous_categorie,G,GLOSSAIRE,"Trouble psychotique aigu caractérisé par la présence du tableau clinique polymorphe et instable décrit sous F23.0; malgré l'instabilité du tableau clinique, certains symptômes typiquement schizophréniques sont présents la plupart du temps. Quand les symptômes schizophréniques persistent, le diagnostic doit être modifié pour celui de schizophrénie (F20.-).",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
387,F23.2,Trouble psychotique aigu d'allure schizophrénique,V,4,sous_categorie,G,GLOSSAIRE,"Trouble psychotique aigu, caractérisé par la présence de symptômes psychotiques relativement stables, justifiant un diagnostic de schizophrénie, mais persistant moins d'un mois. Les caractéristiques polymorphes instables décrites en F23.0 sont absentes. Quand les symptômes schizophréniques persistent, le diagnostic doit être modifié pour celui de schizophrénie (F20.-).",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
388,F23.3,"Autre trouble psychotique aigu, essentiellement délirant",V,4,sous_categorie,G,GLOSSAIRE,"Trouble psychotique aigu, caractérisé par la présence au premier plan du tableau clinique d'idées délirantes ou d'hallucinations relativement stables, mais ne justifiant pas un diagnostic de schizophrénie (F20.-). Quand les idées délirantes persistent, le diagnostic doit être modifié pour celui de trouble délirant persistant (F22.-).",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
390,F23.8,Autres troubles psychotiques aigus et transitoires,V,4,sous_categorie,G,GLOSSAIRE,"Autres troubles psychotiques aigus précisés, ne comportant aucun élément en faveur d'une étiologie organique, et ne justifiant pas un classement en F23.0-F23.3.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
389,F24,Trouble délirant induit,V,3,categorie,G,GLOSSAIRE,Trouble délirant partagé par au moins deux personnes liées très étroitement entre elles sur le plan émotionnel. Un seul des partenaires présente un trouble psychotique authentique; les idées délirantes sont induites chez l'autre (les autres) et disparaissent habituellement en cas de séparation des partenaires.,false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
391,F25,Troubles schizoaffectifs,V,3,categorie,G,GLOSSAIRE,"Troubles épisodiques, dans lesquels des symptômes affectifs et des symptômes schizophréniques sont conjointement au premier plan de la symptomatologie, mais ne justifient pas un diagnostic ni de schizophrénie, ni d'épisode dépressif ou maniaque. Les affections au cours desquelles des symptômes affectifs sont surajoutés à une maladie schizophrénique pré-existante, ou vont de pair ou alternent avec des troubles délirants persistants d'un type différent, sont classés sous F20-F29. La présence de symptômes psychotiques non congruents à l'humeur, au cours des troubles affectifs, ne justifie pas un diagnostic de trouble schizo-affectif.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
392,F25.0,"Trouble schizoaffectif, type maniaque",V,4,sous_categorie,G,GLOSSAIRE,"Trouble dans lequel des symptômes schizophréniques et des symptômes maniaques sont conjointement au premier plan de la symptomatologie au cours d'un même épisode de la maladie, l'épisode pathologique ne justifiant ainsi un diagnostic ni de schizophrénie ni d'épisode maniaque. Cette catégorie doit être utilisée pour classer un épisode isolé et le trouble récurrent dont la plupart des épisodes sont des épisodes schizo-affectifs, type maniaque.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
393,F25.1,"Trouble schizoaffectif, type dépressif",V,4,sous_categorie,G,GLOSSAIRE,"Trouble dans lequel des symptômes schizophréniques et des symptômes dépressifs sont conjointement au premier plan de la symptomatologie au cours d'un même épisode de la maladie, l'épisode pathologique ne justifiant ainsi un diagnostic ni de schizophrénie ni d'épisode dépressif. Cette catégorie doit être utilisée pour classer un épisode isolé et le trouble récurrent dont la plupart des épisodes sont des épisodes schizo-affectifs, type dépressif.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
394,F28,Autres troubles psychotiques non organiques,V,3,categorie,G,GLOSSAIRE,"Troubles délirants ou hallucinatoires ne justifiant pas un diagnostic de schizophrénie (F20.-), de trouble délirant persistant (F22.-), de trouble psychotique aigu et transitoire (F23.-), d'épisode maniaque, type psychotique (F30.2) ou d'épisode dépressif grave, type psychotique (F32.3).",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
396,F30,Épisode maniaque,V,3,categorie,G,GLOSSAIRE,"Toutes les subdivisions de cette catégorie s'appliquent exclusivement à un épisode isolé. Un épisode hypomaniaque ou maniaque survenant chez un sujet ayant présenté un ou plusieurs épisodes affectifs dans le passé (dépressif, hypomaniaque, maniaque, ou mixte) doit conduire à un diagnostic de trouble affectif bipolaire (F31.-).",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
397,F30.0,Hypomanie,V,4,sous_categorie,G,GLOSSAIRE,"Trouble caractérisé par la présence d'une élévation légère, mais persistante, de l'humeur, de l'énergie et de l'activité, associée habituellement à un sentiment intense de bien-être et d'efficacité physique et psychique. Il existe souvent une augmentation de la sociabilité, du désir de parler, de la familiarité, ou de l'énergie sexuelle et une réduction du besoin de sommeil; ces symptômes ne sont toutefois pas assez marqués pour entraver le fonctionnement professionnel ou pour entraîner un rejet social. L'euphorie et la sociabilité sont parfois remplacées par une irritabilité ou des attitudes vaniteuses ou grossières. Les perturbations de l'humeur et du comportement ne sont pas accompagnées d'hallucinations ou d'idées délirantes.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
398,F30.1,Manie sans symptômes psychotiques,V,4,sous_categorie,G,GLOSSAIRE,"Présence d'une élévation de l'humeur hors de proportion avec la situation du sujet, pouvant aller d'une jovialité insouciante à une agitation pratiquement incontrôlable. Cette élation s'accompagne d'une augmentation d'énergie, entraînant une hyperactivité, un désir de parler, et une réduction du besoin de sommeil. L'attention ne peut être soutenue et il existe souvent une distractibilité importante. Le sujet présente souvent une augmentation de l'estime de soi avec idées de grandeur et surestimation de ses capacités. La levée des inhibitions sociales normales peut entraîner des conduites imprudentes, déraisonnables, inappropriées ou déplacées.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
399,F30.2,Manie avec symptômes psychotiques,V,4,sous_categorie,G,GLOSSAIRE,"Présence, associée au tableau clinique décrit en F30.1, d'idées délirantes (habituellement de grandeur) ou d'hallucinations (habituellement à type de voix parlant directement au sujet), ou d'une agitation, d'une activité motrice excessive et d'une fuite des idées d'une gravité telle que le sujet devient incompréhensible ou hors d'état de communiquer normalement.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
400,F31,Trouble affectif bipolaire,V,3,categorie,G,GLOSSAIRE,"Trouble caractérisé par deux ou plusieurs épisodes au cours desquels l'humeur et le niveau d'activité du sujet sont profondément perturbés, tantôt dans le sens d'une élévation de l'humeur et d'une augmentation de l'énergie et de l'activité (hypomanie ou manie), tantôt dans le sens d'un abaissement de l'humeur et d'une réduction de l'énergie et de l'activité (dépression). Les épisodes récurrents d'hypomanie ou de manie sont classés comme bipolaires.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
401,F31.0,"Trouble affectif bipolaire, épisode actuel hypomaniaque",V,4,sous_categorie,G,GLOSSAIRE,"Le sujet est actuellement hypomaniaque, et a eu, dans le passé, au moins un autre épisode affectif (hypomaniaque, maniaque, dépressif, ou mixte).",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
402,F31.1,"Trouble affectif bipolaire, épisode actuel maniaque sans symptômes psychotiques",V,4,sous_categorie,G,GLOSSAIRE,"Le sujet est actuellement maniaque, sans symptômes psychotiques (comme sous F30.1), et a eu, dans le passé, au moins un autre épisode affectif (hypomaniaque, maniaque, dépressif, ou mixte).",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
403,F31.2,"Trouble affectif bipolaire, épisode actuel maniaque avec symptômes psychotiques",V,4,sous_categorie,G,GLOSSAIRE,"Le sujet est actuellement maniaque, avec symptômes psychotiques (comme sous F30.2), et a eu, dans le passé, au moins un autre épisode affectif (hypomaniaque, maniaque, dépressif, ou mixte).",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
404,F31.3,"Trouble affectif bipolaire, épisode actuel de dépression légère ou moyenne",V,4,sous_categorie,G,GLOSSAIRE,"Le sujet est actuellement déprimé, comme au cours d'un épisode dépressif d'intensité légère ou moyenne (F32.0 ou F32.1), et a eu, dans le passé, au moins un épisode hypomaniaque, maniaque ou mixte bien documenté.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
405,F31.4,"Trouble affectif bipolaire, épisode actuel de dépression sévère sans symptômes psychotiques",V,4,sous_categorie,G,GLOSSAIRE,"Le sujet est actuellement déprimé, comme au cours d'un épisode dépressif d'intensité sévère sans symptômes psychotiques (F32.2), et a eu, dans le passé, au moins un épisode hypomaniaque, maniaque ou mixte bien documenté.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
406,F31.5,"Trouble affectif bipolaire, épisode actuel de dépression sévère avec symptômes psychotiques",V,4,sous_categorie,G,GLOSSAIRE,"Le sujet est actuellement déprimé, comme au cours d'un épisode dépressif d'intensité sévère avec symptômes psychotiques (F32.3), et a eu, dans le passé, au moins un épisode hypomaniaque, maniaque ou mixte bien documenté.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
407,F31.6,"Trouble affectif bipolaire, épisode actuel mixte",V,4,sous_categorie,G,GLOSSAIRE,"Le sujet a eu, dans le passé, au moins un épisode hypomaniaque, maniaque, dépressif ou mixte bien documenté, et l'épisode actuel est caractérisé soit par la présence simultanée de symptômes maniaques et dépressifs, soit par une alternance rapide de symptômes maniaques et dépressifs.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
408,F31.7,"Trouble affectif bipolaire, actuellement en rémission",V,4,sous_categorie,G,GLOSSAIRE,"Le sujet a eu, dans le passé, au moins un épisode hypomaniaque, maniaque ou mixte bien documenté, et au moins un autre épisode affectif (hypomaniaque, maniaque, dépressif ou mixte), mais sans aucune perturbation significative de l'humeur, ni actuellement, ni au cours des derniers mois. Les rémissions sous traitement prophylactique doivent être classées ici.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
409,F32,Épisodes dépressifs,V,3,categorie,G,GLOSSAIRE,"Dans les épisodes typiques de chacun des trois degrés de dépression : léger, moyen ou sévère, le sujet présente un abaissement de l'humeur, une réduction de l'énergie et une diminution de l'activité. Il existe une altération de la capacité à éprouver du plaisir, une perte d'intérêt, une diminution de l'aptitude à se concentrer, associées couramment à une fatigue importante, même après un effort minime. On observe habituellement des troubles du sommeil, et une diminution de l'appétit. Il existe presque toujours une diminution de l'estime de soi et de la confiance en soi et, fréquemment, des idées de culpabilité ou de dévalorisation, même dans les formes légères. L'humeur dépressive ne varie guère d'un jour à l'autre ou selon les circonstances, et peut s'accompagner de symptômes dits ""somatiques"", par exemple d'une perte d'intérêt ou de plaisir, d'un réveil matinal précoce, plusieurs heures avant l'heure habituelle, d'une aggravation matinale de la dépression, d'un ralentissement psychomoteur important, d'une agitation, d'une perte d'appétit, d'une perte de poids et d'une perte de la libido. Le nombre et la sévérité des symptômes permettent de déterminer trois degrés de sévérité d'un épisode dépressif : léger, moyen et sévère.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
410,F32.0,Épisode dépressif léger,V,4,sous_categorie,G,GLOSSAIRE,"Au moins deux ou trois des symptômes cités plus haut sont habituellement présents. Ces symptômes s'accompagnent généralement d'un sentiment de détresse, mais le sujet reste, le plus souvent, capable de poursuivre la plupart de ses activités.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
411,F32.1,Épisode dépressif moyen,V,4,sous_categorie,G,GLOSSAIRE,Au moins quatre des symptômes cités plus haut sont habituellement présents et le sujet éprouve des difficultés considérables à poursuivre ses activités usuelles.,false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
412,F32.2,Épisode dépressif sévère sans symptômes psychotiques,V,4,sous_categorie,G,GLOSSAIRE,"Episode dépressif dans lequel plusieurs des symptômes dépressifs mentionnés ci-dessus, concernant typiquement une perte de l'estime de soi et des idées de dévalorisation ou de culpabilité, sont marqués et pénibles. Les idées et les gestes suicidaires sont fréquents et plusieurs symptômes ""somatiques"" sont habituellement présents.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
413,F32.3,Épisode dépressif sévère avec symptômes psychotiques,V,4,sous_categorie,G,GLOSSAIRE,"Episode dépressif correspondant à la description d'un épisode dépressif sévère (F32.2) mais s'accompagnant, par ailleurs, d'hallucinations, d'idées délirantes, ou d'un ralentissement psychomoteur ou d'une stupeur d'une gravité telle que les activités sociales habituelles sont impossibles; il peut exister un danger vital en raison d'un suicide, d'une déshydratation ou d'une dénutrition. Les hallucinations et les idées délirantes peuvent être congruentes ou non congruentes à l'humeur.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
414,F33,Trouble dépressif récurrent,V,3,categorie,G,GLOSSAIRE,"Trouble caractérisé par la survenue répétée d'épisodes dépressifs correspondant à la description d'un tel épisode (F32.-), en l'absence de tout antécédent d'épisodes indépendants d'exaltation de l'humeur et d'augmentation de l'énergie (manie). Le trouble peut toutefois comporter de brefs épisodes caractérisés par une légère élévation de l'humeur et une augmentation de l'activité (hypomanie), succédant immédiatement à un épisode dépressif, et parfois déclenchés par un traitement antidépresseur. Les formes graves du trouble dépressif récurrent (F33.2 et F33.3) présentent de nombreux points communs avec des concepts antérieurs comme ceux de dépression maniaco-dépressive, de mélancolie, de dépression vitale et de dépression endogène. Le premier épisode peut survenir à n'importe quel âge, de l'enfance à la vieillesse, le début peut être aigu ou insidieux et la durée peut varier de quelques semaines à de nombreux mois. Le risque de survenue d'un épisode maniaque ne peut jamais être complètement écarté chez un patient présentant un trouble dépressif récurrent, quel que soit le nombre d'épisodes dépressifs déjà survenus. Si un tel épisode maniaque se produit, le diagnostic doit être changé pour celui de trouble affectif bipolaire (F31.-).",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
415,F33.0,"Trouble dépressif récurrent, épisode actuel léger",V,4,sous_categorie,G,GLOSSAIRE,"Trouble caractérisé par la survenue répétée d'épisodes dépressifs, l'épisode actuel étant léger (F32.0), en l'absence de tout antécédent de manie.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
416,F33.1,"Trouble dépressif récurrent, épisode actuel moyen",V,4,sous_categorie,G,GLOSSAIRE,"Trouble caractérisé par la survenue répétée d'épisodes dépressifs, l'épisode actuel étant moyen (F32.1), en l'absence de tout antécédent de manie.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
417,F33.2,"Trouble dépressif récurrent, épisode actuel sévère sans symptômes psychotiques",V,4,sous_categorie,G,GLOSSAIRE,"Trouble caractérisé par la survenue répétée d'épisodes dépressifs, l'épisode actuel étant sévère, sans symptômes psychotiques (F32.2), en l'absence de tout antécédent de manie.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
418,F33.3,"Trouble dépressif récurrent, épisode actuel sévère avec symptômes psychotiques",V,4,sous_categorie,G,GLOSSAIRE,"Trouble caractérisé par la survenue répétée d'épisodes dépressifs, l'épisode actuel étant sévère, avec symptômes psychotiques (F32.3), en l'absence de tout épisode précédent de manie.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
419,F33.4,"Trouble dépressif récurrent, actuellement en rémission",V,4,sous_categorie,G,GLOSSAIRE,"Le sujet a eu, dans le passé, au moins deux épisodes dépressifs répondant aux descriptions données en F33.0, F33.1, F33.2, F33.3, mais ne présente aucun symptôme dépressif depuis plusieurs mois.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
420,F34,Troubles de l'humeur [affectifs] persistants,V,3,categorie,G,GLOSSAIRE,"Troubles de l'humeur persistants et habituellement fluctuants, dans lesquels la plupart des épisodes individuels ne sont pas suffisamment sévères pour justifier un diagnostic d'épisode hypomaniaque ou d'épisode dépressif léger. Toutefois, étant donné qu'ils persistent pendant des années et parfois pendant la plus grande partie de la vie adulte du sujet, ils entraînent une souffrance et une incapacité considérables. Dans certains cas, des épisodes maniaques ou dépressifs récurrents ou isolés peuvent se surajouter à un état affectif persistant.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
421,F34.0,Cyclothymie,V,4,sous_categorie,G,GLOSSAIRE,"Instabilité persistante de l'humeur, comportant de nombreuses périodes de dépression ou d'exaltation légère (hypomanie), mais dont aucune n'est suffisamment sévère ou prolongée pour justifier un diagnostic de trouble affectif bipolaire (F31.-) ou de trouble dépressif récurrent (F33.-). Le trouble se rencontre fréquemment dans la famille de sujets ayant un trouble affectif bipolaire et certains sujets cyclothymiques sont eux-mêmes atteints ultérieurement d'un trouble affectif bipolaire.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
422,F34.1,Dysthymie,V,4,sous_categorie,G,GLOSSAIRE,"Abaissement chronique de l'humeur, persistant au moins plusieurs années, mais dont la sévérité est insuffisante, ou dont la durée des différents épisodes est trop brève, pour justifier un diagnostic de trouble dépressif récurrent, sévère, moyen ou léger (F33.-).",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
423,F38,Autres troubles de l'humeur [affectifs],V,3,categorie,G,GLOSSAIRE,"Tous les autres troubles de l'humeur dont la sévérité ou la durée est insuffisante pour justifier un classement en F30, F31, F32, F33, F34.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
424,F40,Troubles anxieux phobiques,V,3,categorie,G,GLOSSAIRE,"Groupe de troubles dans lesquels une anxiété est déclenchée, exclusivement ou essentiellement, par certaines situations bien précises sans dangerosité actuelle. Ces situations sont de ce fait typiquement évitées ou endurées avec appréhension. Les préoccupations du sujet peuvent être centrées sur des symptômes individuels tels que des palpitations ou une impression d'évanouissement et aboutissent souvent à une peur de mourir, de perdre le contrôle de soi ou de devenir fou. La simple évocation d'une situation phobogène déclenche habituellement une anxiété anticipatoire. L'anxiété phobique est souvent associée à une dépression. Pour déterminer s'il convient de faire deux diagnostics (anxiété phobique et épisode dépressif), ou un seul (anxiété phobique ou épisode dépressif), il faut tenir compte de l'ordre de survenue des troubles et des mesures thérapeutiques au moment de l'examen.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
425,F40.0,Agoraphobie,V,4,sous_categorie,G,GLOSSAIRE,"Groupe relativement bien défini de phobies concernant la crainte de quitter son domicile, la peur des magasins, des foules et des endroits publics, ou la peur de voyager seul en train, en autobus ou en avion. La présence d'un trouble panique est fréquente au cours des épisodes actuels ou antérieurs d'agoraphobie. Parmi les caractéristiques associées, on retrouve souvent des symptômes dépressifs ou obsessionnels, ainsi que des phobies sociales. Les conduites d'évitement sont souvent au premier plan de la symptomatologie et certains agoraphobes n'éprouvent que peu d'anxiété, car ils parviennent à éviter les situations phobogènes.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
426,F40.1,Phobies sociales,V,4,sous_categorie,G,GLOSSAIRE,"Crainte d'être dévisagé par d'autres personnes, entraînant un évitement des situations d'interaction sociale. Les phobies sociales envahissantes s'accompagnent habituellement d'une perte de l'estime de soi et d'une peur d'être critiqué. Les phobies sociales peuvent se manifester par un rougissement, un tremblement des mains, des nausées ou un besoin urgent d'uriner, le patient étant parfois convaincu que l'une ou l'autre de ces manifestations secondaires constitue le problème primaire. Les symptômes peuvent évoluer vers des attaques de panique.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
427,F40.2,Phobies spécifiques (isolées),V,4,sous_categorie,G,GLOSSAIRE,"Phobies limitées à des situations très spécifiques comme la proximité de certains animaux, les endroits élevés, les orages, l'obscurité, les voyages en avion, les espaces clos, l'utilisation des toilettes publiques, la prise de certains aliments, les soins dentaires, le sang ou les blessures. Bien que limitée, la situation phobogène peut déclencher, quand le sujet y est exposé, un état de panique, comme dans l'agoraphobie ou la phobie sociale.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
428,F41,Autres troubles anxieux,V,3,categorie,G,GLOSSAIRE,"Troubles caractérisés essentiellement par la présence de manifestations anxieuses qui ne sont pas déclenchées exclusivement par l'exposition à une situation déterminée. Ils peuvent s'accompagner de symptômes dépressifs ou obsessionnels, ainsi que de certaines manifestations traduisant une anxiété phobique, ces manifestations étant toutefois manifestement secondaires ou peu sévères.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
429,F41.0,Trouble panique [anxiété épisodique paroxystique],V,4,sous_categorie,G,GLOSSAIRE,"Les caractéristiques essentielles de ce trouble sont des attaques récurrentes d'anxiété sévère (attaques de panique), ne survenant pas exclusivement dans une situation particulière ou dans des circonstances déterminées, et dont la survenue est, de ce fait, imprévisible. Comme dans d'autres troubles anxieux, les symptômes essentiels concernent la survenue brutale de palpitations, de douleurs thoraciques, de sensations d'étouffement, d'étourdissements et de sentiments d'irréalité (dépersonnalisation ou déréalisation). Il existe par ailleurs souvent aussi une peur secondaire de mourir, de perdre le contrôle de soi ou de devenir fou. On ne doit pas faire un diagnostic principal de trouble panique quand le sujet présente un trouble dépressif au moment de la survenue des attaques de panique; les attaques de panique sont, dans ce cas, probablement secondaires à la dépression.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
430,F41.1,Anxiété généralisée,V,4,sous_categorie,G,GLOSSAIRE,"Anxiété généralisée et persistante qui ne survient pas exclusivement, ni même de façon préférentielle, dans une situation déterminée (l'anxiété est ""flottante""). Les symptômes essentiels sont variables, mais le patient se plaint de nervosité permanente, de tremblements, de tension musculaire, de transpiration, d'un sentiment de ""tête vide"", de palpitations, d'étourdissements et d'une gêne épigastrique. Par ailleurs, le sujet a souvent peur que lui-même ou l'un de ses proches tombe malade ou ait un accident.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
431,F41.2,Trouble anxieux et dépressif mixte,V,4,sous_categorie,G,GLOSSAIRE,"Cette catégorie doit être utilisée quand le sujet présente à la fois des symptômes anxieux et des symptômes dépressifs, sans prédominance nette des uns ou des autres et sans que l'intensité des uns ou des autres soit suffisante pour justifier un diagnostic séparé. Quand des symptômes anxieux et dépressifs sont présents simultanément avec une intensité suffisante pour justifier des diagnostics séparés, les deux diagnostics doivent être notés et on ne fait pas un diagnostic de trouble anxieux et dépressif mixte.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
432,F41.3,Autres troubles anxieux mixtes,V,4,sous_categorie,G,GLOSSAIRE,"Symptômes anxieux s'accompagnant de caractéristiques d'autres troubles cités en F42, F43, F44, F45, F48. Aucun symptôme, considéré séparément, n'est suffisamment grave pour justifier un diagnostic.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
