mid,code,libelle_officiel,chapitre,niveau,type_noeud,source,table_attache,texte,texte_divergent,patron,classe_proposee,destination_proposee,motif,peremption_suspecte,peremption_motif,version_regle
320,F13.5,"Troubles mentaux et du comportement liés à l'utilisation de sédatifs ou d'hypnotiques - "" Trouble psychotique """,V,4,sous_categorie,G,GLOSSAIRE,"Ensemble de phénomènes psychotiques survenant durant ou immédiatement après la consommation d'une substance psycho-active, qui ne peuvent être entièrement expliqués par une intoxication aiguë et qui n'entrent pas dans le cadre d'un syndrome de sevrage. Ce trouble se caractérise par la présence d'hallucinations (typiquement auditives, mais souvent également polysensorielles), d'une distorsion des perceptions, d'idées délirantes (souvent de type paranoïaque ou persécutoire), de perturbations psychomotrices (agitation ou stupeur), et d'un affect anormal, pouvant aller d'une peur intense à l'extase. Les fonctions élémentaires ne sont habituellement pas touchées, mais il peut exister un certain degré d'obnubilation de la conscience, n'atteignant toutefois jamais le caractère d'une confusion grave.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
321,F13.6,"Troubles mentaux et du comportement liés à l'utilisation de sédatifs ou d'hypnotiques - "" Syndrome amnésique """,V,4,sous_categorie,G,GLOSSAIRE,"Syndrome dominé par la présence de troubles chroniques de la mémoire (faits récents et anciens). La mémoire immédiate est habituellement préservée et la mémoire récente est plus sévèrement perturbée que la mémoire des faits anciens. Il y a habituellement des perturbations manifestes de la perception du temps et de la chronologie des événements, ainsi que des difficultés à apprendre des matières nouvelles. Le syndrome peut comporter une fabulation intense. Les autres fonctions cognitives sont d'habitude relativement préservées et les troubles mnésiques sont sans commune mesure avec les autres perturbations.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
322,F13.7,"Troubles mentaux et du comportement liés à l'utilisation de sédatifs ou d'hypnotiques - "" Trouble résiduel ou psychotique de survenue tardive """,V,4,sous_categorie,G,GLOSSAIRE,"Etat dans lequel les modifications, induites par les substances psycho-actives, des cognitions, des affects, de la personnalité ou du comportement persistent au-delà de la période où l'on estime que la substance psycho-active a des effets directs. La survenue de la perturbation doit être directement liée à la consommation de la substance. Les cas où le début du trouble est retardé par rapport à un (des) épisode(s) d'abus d'une substance psycho-active ne doivent être notés ici que s'il existe des arguments clairs et précis permettant d'attribuer le trouble aux effets résiduels de la substance. Les flashbacks peuvent être différenciés d'un état psychotique, en partie parce qu'ils sont épisodiques et souvent de courte durée, et en partie parce qu'ils reproduisent des expériences antérieures liées à l'alcool ou à d'autres substances psycho-actives.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
323,F14.0,"Troubles mentaux et du comportement liés à l'utilisation de cocaïne - "" Intoxication aigüe """,V,4,sous_categorie,G,GLOSSAIRE,"Etat consécutif à la prise d'une substance psycho-active et entraînant des perturbations de la conscience, des facultés cognitives, de la perception, de l'affect ou du comportement, ou d'autres fonctions et réponses psychophysiologiques. Les perturbations sont directement liées aux effets pharmacologiques aigus de la substance consommée, et disparaissent avec le temps, avec guérison complète, sauf dans les cas ayant entraîné des lésions organiques ou d'autres complications. Parmi les complications, on peut citer : les traumatismes, les fausses routes avec inhalation de vomissements, le delirium, le coma, les convulsions et d'autres complications médicales. La nature de ces complications dépend de la catégorie pharmacologique de la substance consommée et de son mode d'administration.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
324,F14.1,"Troubles mentaux et du comportement liés à l'utilisation de cocaïne - "" Utilisation nocive pour la santé """,V,4,sous_categorie,G,GLOSSAIRE,Mode de consommation d'une substance psycho-active qui est préjudiciable à la santé. Les complications peuvent être physiques (par exemple hépatite consécutive à des injections de substances psycho-actives par le sujet lui-même) ou psychiques (par exemple épisodes dépressifs secondaires à une forte consommation d'alcool).,false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
325,F14.2,"Troubles mentaux et du comportement liés à l'utilisation de cocaïne - "" Syndrome de dépendance """,V,4,sous_categorie,G,GLOSSAIRE,"Ensemble de phénomènes comportementaux, cognitifs et physiologiques survenant à la suite d'une consommation répétée d'une substance psycho-active, typiquement associés à un désir puissant de prendre la drogue, à une difficulté à contrôler la consommation, à une poursuite de la consommation malgré des conséquences nocives, à un désinvestissement progressif des autres activités et obligations au profit de la consommation de cette drogue, à une tolérance accrue, et, parfois, à un syndrome de sevrage physique. Le syndrome de dépendance peut concerner une substance psycho-active spécifique (par exemple le tabac, l'alcool ou le diazépam), une catégorie de substances (par exemple les substances opiacées), ou un ensemble plus vaste de substances psycho-actives pharmacologiquement différentes.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
326,F14.3,"Troubles mentaux et du comportement liés à l'utilisation de cocaïne - "" Syndrome de sevrage """,V,4,sous_categorie,G,GLOSSAIRE,Ensemble de symptômes qui se regroupent de diverses manières et dont la gravité est variable; ils surviennent lors d'un sevrage complet ou partiel d'une substance psycho-active consommée de façon prolongée. La survenue et l'évolution du syndrome de sevrage sont limitées dans le temps et dépendent de la catégorie et de la dose de la substance psycho-active consommée immédiatement avant l'arrêt ou la réduction de la consommation. Le syndrome de sevrage peut se compliquer de convulsions.,false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
327,F14.4,"Troubles mentaux et du comportement liés à l'utilisation de cocaïne - "" Syndrome de sevrage avec délirium """,V,4,sous_categorie,G,GLOSSAIRE,"Etat dans lequel le syndrome de sevrage décrit sous le quatrième chiffre .3 se complique d'un delirium (voir les critères de F05.-). Cet état peut également comporter des convulsions. Lorsque des facteurs organiques jouent également un rôle dans cette étiologie, l'état doit être classé en F05.8.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
328,F14.5,"Troubles mentaux et du comportement liés à l'utilisation de cocaïne - "" Trouble psychotique """,V,4,sous_categorie,G,GLOSSAIRE,"Ensemble de phénomènes psychotiques survenant durant ou immédiatement après la consommation d'une substance psycho-active, qui ne peuvent être entièrement expliqués par une intoxication aiguë et qui n'entrent pas dans le cadre d'un syndrome de sevrage. Ce trouble se caractérise par la présence d'hallucinations (typiquement auditives, mais souvent également polysensorielles), d'une distorsion des perceptions, d'idées délirantes (souvent de type paranoïaque ou persécutoire), de perturbations psychomotrices (agitation ou stupeur), et d'un affect anormal, pouvant aller d'une peur intense à l'extase. Les fonctions élémentaires ne sont habituellement pas touchées, mais il peut exister un certain degré d'obnubilation de la conscience, n'atteignant toutefois jamais le caractère d'une confusion grave.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
329,F14.6,"Troubles mentaux et du comportement liés à l'utilisation de cocaïne - "" Syndrome amnésique """,V,4,sous_categorie,G,GLOSSAIRE,"Syndrome dominé par la présence de troubles chroniques de la mémoire (faits récents et anciens). La mémoire immédiate est habituellement préservée et la mémoire récente est plus sévèrement perturbée que la mémoire des faits anciens. Il y a habituellement des perturbations manifestes de la perception du temps et de la chronologie des événements, ainsi que des difficultés à apprendre des matières nouvelles. Le syndrome peut comporter une fabulation intense. Les autres fonctions cognitives sont d'habitude relativement préservées et les troubles mnésiques sont sans commune mesure avec les autres perturbations.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
330,F14.7,"Troubles mentaux et du comportement liés à l'utilisation de cocaïne - "" Trouble résiduel ou psychotique de survenue tardive """,V,4,sous_categorie,G,GLOSSAIRE,"Etat dans lequel les modifications, induites par les substances psycho-actives, des cognitions, des affects, de la personnalité ou du comportement persistent au-delà de la période où l'on estime que la substance psycho-active a des effets directs. La survenue de la perturbation doit être directement liée à la consommation de la substance. Les cas où le début du trouble est retardé par rapport à un (des) épisode(s) d'abus d'une substance psycho-active ne doivent être notés ici que s'il existe des arguments clairs et précis permettant d'attribuer le trouble aux effets résiduels de la substance. Les flashbacks peuvent être différenciés d'un état psychotique, en partie parce qu'ils sont épisodiques et souvent de courte durée, et en partie parce qu'ils reproduisent des expériences antérieures liées à l'alcool ou à d'autres substances psycho-actives.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
331,F15.0,"Troubles mentaux et du comportement liés à l'utilisation d'autres stimulants, y compris la caféine - "" Intoxication aigüe """,V,4,sous_categorie,G,GLOSSAIRE,"Etat consécutif à la prise d'une substance psycho-active et entraînant des perturbations de la conscience, des facultés cognitives, de la perception, de l'affect ou du comportement, ou d'autres fonctions et réponses psychophysiologiques. Les perturbations sont directement liées aux effets pharmacologiques aigus de la substance consommée, et disparaissent avec le temps, avec guérison complète, sauf dans les cas ayant entraîné des lésions organiques ou d'autres complications. Parmi les complications, on peut citer : les traumatismes, les fausses routes avec inhalation de vomissements, le delirium, le coma, les convulsions et d'autres complications médicales. La nature de ces complications dépend de la catégorie pharmacologique de la substance consommée et de son mode d'administration.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
332,F15.1,"Troubles mentaux et du comportement liés à l'utilisation d'autres stimulants, y compris la caféine - "" Utilisation nocive pour la santé """,V,4,sous_categorie,G,GLOSSAIRE,Mode de consommation d'une substance psycho-active qui est préjudiciable à la santé. Les complications peuvent être physiques (par exemple hépatite consécutive à des injections de substances psycho-actives par le sujet lui-même) ou psychiques (par exemple épisodes dépressifs secondaires à une forte consommation d'alcool).,false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
333,F15.2,"Troubles mentaux et du comportement liés à l'utilisation d'autres stimulants, y compris la caféine - "" Syndrome de dépendance """,V,4,sous_categorie,G,GLOSSAIRE,"Ensemble de phénomènes comportementaux, cognitifs et physiologiques survenant à la suite d'une consommation répétée d'une substance psycho-active, typiquement associés à un désir puissant de prendre la drogue, à une difficulté à contrôler la consommation, à une poursuite de la consommation malgré des conséquences nocives, à un désinvestissement progressif des autres activités et obligations au profit de la consommation de cette drogue, à une tolérance accrue, et, parfois, à un syndrome de sevrage physique. Le syndrome de dépendance peut concerner une substance psycho-active spécifique (par exemple le tabac, l'alcool ou le diazépam), une catégorie de substances (par exemple les substances opiacées), ou un ensemble plus vaste de substances psycho-actives pharmacologiquement différentes.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
334,F15.3,"Troubles mentaux et du comportement liés à l'utilisation d'autres stimulants, y compris la caféine - "" Syndrome de sevrage """,V,4,sous_categorie,G,GLOSSAIRE,Ensemble de symptômes qui se regroupent de diverses manières et dont la gravité est variable; ils surviennent lors d'un sevrage complet ou partiel d'une substance psycho-active consommée de façon prolongée. La survenue et l'évolution du syndrome de sevrage sont limitées dans le temps et dépendent de la catégorie et de la dose de la substance psycho-active consommée immédiatement avant l'arrêt ou la réduction de la consommation. Le syndrome de sevrage peut se compliquer de convulsions.,false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
335,F15.4,"Troubles mentaux et du comportement liés à l'utilisation d'autres stimulants, y compris la caféine - "" Syndrome de sevrage avec délirium """,V,4,sous_categorie,G,GLOSSAIRE,"Etat dans lequel le syndrome de sevrage décrit sous le quatrième chiffre .3 se complique d'un delirium (voir les critères de F05.-). Cet état peut également comporter des convulsions. Lorsque des facteurs organiques jouent également un rôle dans cette étiologie, l'état doit être classé en F05.8.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
336,F15.5,"Troubles mentaux et du comportement liés à l'utilisation d'autres stimulants, y compris la caféine - "" Trouble psychotique """,V,4,sous_categorie,G,GLOSSAIRE,"Ensemble de phénomènes psychotiques survenant durant ou immédiatement après la consommation d'une substance psycho-active, qui ne peuvent être entièrement expliqués par une intoxication aiguë et qui n'entrent pas dans le cadre d'un syndrome de sevrage. Ce trouble se caractérise par la présence d'hallucinations (typiquement auditives, mais souvent également polysensorielles), d'une distorsion des perceptions, d'idées délirantes (souvent de type paranoïaque ou persécutoire), de perturbations psychomotrices (agitation ou stupeur), et d'un affect anormal, pouvant aller d'une peur intense à l'extase. Les fonctions élémentaires ne sont habituellement pas touchées, mais il peut exister un certain degré d'obnubilation de la conscience, n'atteignant toutefois jamais le caractère d'une confusion grave.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
337,F15.6,"Troubles mentaux et du comportement liés à l'utilisation d'autres stimulants, y compris la caféine - "" Syndrome amnésique """,V,4,sous_categorie,G,GLOSSAIRE,"Syndrome dominé par la présence de troubles chroniques de la mémoire (faits récents et anciens). La mémoire immédiate est habituellement préservée et la mémoire récente est plus sévèrement perturbée que la mémoire des faits anciens. Il y a habituellement des perturbations manifestes de la perception du temps et de la chronologie des événements, ainsi que des difficultés à apprendre des matières nouvelles. Le syndrome peut comporter une fabulation intense. Les autres fonctions cognitives sont d'habitude relativement préservées et les troubles mnésiques sont sans commune mesure avec les autres perturbations.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
338,F15.7,"Troubles mentaux et du comportement liés à l'utilisation d'autres stimulants, y compris la caféine - "" Trouble résiduel ou psychotique de survenue tardive """,V,4,sous_categorie,G,GLOSSAIRE,"Etat dans lequel les modifications, induites par les substances psycho-actives, des cognitions, des affects, de la personnalité ou du comportement persistent au-delà de la période où l'on estime que la substance psycho-active a des effets directs. La survenue de la perturbation doit être directement liée à la consommation de la substance. Les cas où le début du trouble est retardé par rapport à un (des) épisode(s) d'abus d'une substance psycho-active ne doivent être notés ici que s'il existe des arguments clairs et précis permettant d'attribuer le trouble aux effets résiduels de la substance. Les flashbacks peuvent être différenciés d'un état psychotique, en partie parce qu'ils sont épisodiques et souvent de courte durée, et en partie parce qu'ils reproduisent des expériences antérieures liées à l'alcool ou à d'autres substances psycho-actives.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
339,F16.0,"Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes - "" Intoxication aigüe """,V,4,sous_categorie,G,GLOSSAIRE,"Etat consécutif à la prise d'une substance psycho-active et entraînant des perturbations de la conscience, des facultés cognitives, de la perception, de l'affect ou du comportement, ou d'autres fonctions et réponses psychophysiologiques. Les perturbations sont directement liées aux effets pharmacologiques aigus de la substance consommée, et disparaissent avec le temps, avec guérison complète, sauf dans les cas ayant entraîné des lésions organiques ou d'autres complications. Parmi les complications, on peut citer : les traumatismes, les fausses routes avec inhalation de vomissements, le delirium, le coma, les convulsions et d'autres complications médicales. La nature de ces complications dépend de la catégorie pharmacologique de la substance consommée et de son mode d'administration.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
340,F16.1,"Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes - "" Utilisation nocive pour la santé """,V,4,sous_categorie,G,GLOSSAIRE,Mode de consommation d'une substance psycho-active qui est préjudiciable à la santé. Les complications peuvent être physiques (par exemple hépatite consécutive à des injections de substances psycho-actives par le sujet lui-même) ou psychiques (par exemple épisodes dépressifs secondaires à une forte consommation d'alcool).,false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
341,F16.2,"Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes - "" Syndrome de dépendance """,V,4,sous_categorie,G,GLOSSAIRE,"Ensemble de phénomènes comportementaux, cognitifs et physiologiques survenant à la suite d'une consommation répétée d'une substance psycho-active, typiquement associés à un désir puissant de prendre la drogue, à une difficulté à contrôler la consommation, à une poursuite de la consommation malgré des conséquences nocives, à un désinvestissement progressif des autres activités et obligations au profit de la consommation de cette drogue, à une tolérance accrue, et, parfois, à un syndrome de sevrage physique. Le syndrome de dépendance peut concerner une substance psycho-active spécifique (par exemple le tabac, l'alcool ou le diazépam), une catégorie de substances (par exemple les substances opiacées), ou un ensemble plus vaste de substances psycho-actives pharmacologiquement différentes.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
342,F16.3,"Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes - "" Syndrome de sevrage """,V,4,sous_categorie,G,GLOSSAIRE,Ensemble de symptômes qui se regroupent de diverses manières et dont la gravité est variable; ils surviennent lors d'un sevrage complet ou partiel d'une substance psycho-active consommée de façon prolongée. La survenue et l'évolution du syndrome de sevrage sont limitées dans le temps et dépendent de la catégorie et de la dose de la substance psycho-active consommée immédiatement avant l'arrêt ou la réduction de la consommation. Le syndrome de sevrage peut se compliquer de convulsions.,false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
343,F16.4,"Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes - "" Syndrome de sevrage avec délirium """,V,4,sous_categorie,G,GLOSSAIRE,"Etat dans lequel le syndrome de sevrage décrit sous le quatrième chiffre .3 se complique d'un delirium (voir les critères de F05.-). Cet état peut également comporter des convulsions. Lorsque des facteurs organiques jouent également un rôle dans cette étiologie, l'état doit être classé en F05.8.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
344,F16.5,"Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes - "" Trouble psychotique """,V,4,sous_categorie,G,GLOSSAIRE,"Ensemble de phénomènes psychotiques survenant durant ou immédiatement après la consommation d'une substance psycho-active, qui ne peuvent être entièrement expliqués par une intoxication aiguë et qui n'entrent pas dans le cadre d'un syndrome de sevrage. Ce trouble se caractérise par la présence d'hallucinations (typiquement auditives, mais souvent également polysensorielles), d'une distorsion des perceptions, d'idées délirantes (souvent de type paranoïaque ou persécutoire), de perturbations psychomotrices (agitation ou stupeur), et d'un affect anormal, pouvant aller d'une peur intense à l'extase. Les fonctions élémentaires ne sont habituellement pas touchées, mais il peut exister un certain degré d'obnubilation de la conscience, n'atteignant toutefois jamais le caractère d'une confusion grave.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
345,F16.6,"Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes - "" Syndrome amnésique """,V,4,sous_categorie,G,GLOSSAIRE,"Syndrome dominé par la présence de troubles chroniques de la mémoire (faits récents et anciens). La mémoire immédiate est habituellement préservée et la mémoire récente est plus sévèrement perturbée que la mémoire des faits anciens. Il y a habituellement des perturbations manifestes de la perception du temps et de la chronologie des événements, ainsi que des difficultés à apprendre des matières nouvelles. Le syndrome peut comporter une fabulation intense. Les autres fonctions cognitives sont d'habitude relativement préservées et les troubles mnésiques sont sans commune mesure avec les autres perturbations.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
346,F16.7,"Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes - "" Trouble résiduel ou psychotique de survenue tardive """,V,4,sous_categorie,G,GLOSSAIRE,"Etat dans lequel les modifications, induites par les substances psycho-actives, des cognitions, des affects, de la personnalité ou du comportement persistent au-delà de la période où l'on estime que la substance psycho-active a des effets directs. La survenue de la perturbation doit être directement liée à la consommation de la substance. Les cas où le début du trouble est retardé par rapport à un (des) épisode(s) d'abus d'une substance psycho-active ne doivent être notés ici que s'il existe des arguments clairs et précis permettant d'attribuer le trouble aux effets résiduels de la substance. Les flashbacks peuvent être différenciés d'un état psychotique, en partie parce qu'ils sont épisodiques et souvent de courte durée, et en partie parce qu'ils reproduisent des expériences antérieures liées à l'alcool ou à d'autres substances psycho-actives.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
347,F17.0,"Troubles mentaux et du comportement liés à l'utilisation de tabac - "" Intoxication aigüe """,V,4,sous_categorie,G,GLOSSAIRE,"Etat consécutif à la prise d'une substance psycho-active et entraînant des perturbations de la conscience, des facultés cognitives, de la perception, de l'affect ou du comportement, ou d'autres fonctions et réponses psychophysiologiques. Les perturbations sont directement liées aux effets pharmacologiques aigus de la substance consommée, et disparaissent avec le temps, avec guérison complète, sauf dans les cas ayant entraîné des lésions organiques ou d'autres complications. Parmi les complications, on peut citer : les traumatismes, les fausses routes avec inhalation de vomissements, le delirium, le coma, les convulsions et d'autres complications médicales. La nature de ces complications dépend de la catégorie pharmacologique de la substance consommée et de son mode d'administration.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
348,F17.1,"Troubles mentaux et du comportement liés à l'utilisation de tabac - "" Utilisation nocive pour la santé """,V,4,sous_categorie,G,GLOSSAIRE,Mode de consommation d'une substance psycho-active qui est préjudiciable à la santé. Les complications peuvent être physiques (par exemple hépatite consécutive à des injections de substances psycho-actives par le sujet lui-même) ou psychiques (par exemple épisodes dépressifs secondaires à une forte consommation d'alcool).,false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
349,F17.2,"Troubles mentaux et du comportement liés à l'utilisation de tabac - "" Syndrome de dépendance """,V,4,sous_categorie,G,GLOSSAIRE,"Ensemble de phénomènes comportementaux, cognitifs et physiologiques survenant à la suite d'une consommation répétée d'une substance psycho-active, typiquement associés à un désir puissant de prendre la drogue, à une difficulté à contrôler la consommation, à une poursuite de la consommation malgré des conséquences nocives, à un désinvestissement progressif des autres activités et obligations au profit de la consommation de cette drogue, à une tolérance accrue, et, parfois, à un syndrome de sevrage physique. Le syndrome de dépendance peut concerner une substance psycho-active spécifique (par exemple le tabac, l'alcool ou le diazépam), une catégorie de substances (par exemple les substances opiacées), ou un ensemble plus vaste de substances psycho-actives pharmacologiquement différentes.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
350,F17.3,"Troubles mentaux et du comportement liés à l'utilisation de tabac - "" Syndrome de sevrage """,V,4,sous_categorie,G,GLOSSAIRE,Ensemble de symptômes qui se regroupent de diverses manières et dont la gravité est variable; ils surviennent lors d'un sevrage complet ou partiel d'une substance psycho-active consommée de façon prolongée. La survenue et l'évolution du syndrome de sevrage sont limitées dans le temps et dépendent de la catégorie et de la dose de la substance psycho-active consommée immédiatement avant l'arrêt ou la réduction de la consommation. Le syndrome de sevrage peut se compliquer de convulsions.,false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
351,F17.4,"Troubles mentaux et du comportement liés à l'utilisation de tabac - "" Syndrome de sevrage avec délirium """,V,4,sous_categorie,G,GLOSSAIRE,"Etat dans lequel le syndrome de sevrage décrit sous le quatrième chiffre .3 se complique d'un delirium (voir les critères de F05.-). Cet état peut également comporter des convulsions. Lorsque des facteurs organiques jouent également un rôle dans cette étiologie, l'état doit être classé en F05.8.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
352,F17.5,"Troubles mentaux et du comportement liés à l'utilisation de tabac - "" Trouble psychotique """,V,4,sous_categorie,G,GLOSSAIRE,"Ensemble de phénomènes psychotiques survenant durant ou immédiatement après la consommation d'une substance psycho-active, qui ne peuvent être entièrement expliqués par une intoxication aiguë et qui n'entrent pas dans le cadre d'un syndrome de sevrage. Ce trouble se caractérise par la présence d'hallucinations (typiquement auditives, mais souvent également polysensorielles), d'une distorsion des perceptions, d'idées délirantes (souvent de type paranoïaque ou persécutoire), de perturbations psychomotrices (agitation ou stupeur), et d'un affect anormal, pouvant aller d'une peur intense à l'extase. Les fonctions élémentaires ne sont habituellement pas touchées, mais il peut exister un certain degré d'obnubilation de la conscience, n'atteignant toutefois jamais le caractère d'une confusion grave.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
353,F17.6,"Troubles mentaux et du comportement liés à l'utilisation de tabac - "" Syndrome amnésique """,V,4,sous_categorie,G,GLOSSAIRE,"Syndrome dominé par la présence de troubles chroniques de la mémoire (faits récents et anciens). La mémoire immédiate est habituellement préservée et la mémoire récente est plus sévèrement perturbée que la mémoire des faits anciens. Il y a habituellement des perturbations manifestes de la perception du temps et de la chronologie des événements, ainsi que des difficultés à apprendre des matières nouvelles. Le syndrome peut comporter une fabulation intense. Les autres fonctions cognitives sont d'habitude relativement préservées et les troubles mnésiques sont sans commune mesure avec les autres perturbations.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
354,F17.7,"Troubles mentaux et du comportement liés à l'utilisation de tabac - "" Trouble résiduel ou psychotique de survenue tardive """,V,4,sous_categorie,G,GLOSSAIRE,"Etat dans lequel les modifications, induites par les substances psycho-actives, des cognitions, des affects, de la personnalité ou du comportement persistent au-delà de la période où l'on estime que la substance psycho-active a des effets directs. La survenue de la perturbation doit être directement liée à la consommation de la substance. Les cas où le début du trouble est retardé par rapport à un (des) épisode(s) d'abus d'une substance psycho-active ne doivent être notés ici que s'il existe des arguments clairs et précis permettant d'attribuer le trouble aux effets résiduels de la substance. Les flashbacks peuvent être différenciés d'un état psychotique, en partie parce qu'ils sont épisodiques et souvent de courte durée, et en partie parce qu'ils reproduisent des expériences antérieures liées à l'alcool ou à d'autres substances psycho-actives.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
355,F18.0,"Troubles mentaux et du comportement liés à l'utilisation de solvants volatils - "" Intoxication aigüe """,V,4,sous_categorie,G,GLOSSAIRE,"Etat consécutif à la prise d'une substance psycho-active et entraînant des perturbations de la conscience, des facultés cognitives, de la perception, de l'affect ou du comportement, ou d'autres fonctions et réponses psychophysiologiques. Les perturbations sont directement liées aux effets pharmacologiques aigus de la substance consommée, et disparaissent avec le temps, avec guérison complète, sauf dans les cas ayant entraîné des lésions organiques ou d'autres complications. Parmi les complications, on peut citer : les traumatismes, les fausses routes avec inhalation de vomissements, le delirium, le coma, les convulsions et d'autres complications médicales. La nature de ces complications dépend de la catégorie pharmacologique de la substance consommée et de son mode d'administration.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
356,F18.1,"Troubles mentaux et du comportement liés à l'utilisation de solvants volatils - "" Utilisation nocive pour la santé """,V,4,sous_categorie,G,GLOSSAIRE,Mode de consommation d'une substance psycho-active qui est préjudiciable à la santé. Les complications peuvent être physiques (par exemple hépatite consécutive à des injections de substances psycho-actives par le sujet lui-même) ou psychiques (par exemple épisodes dépressifs secondaires à une forte consommation d'alcool).,false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
357,F18.2,"Troubles mentaux et du comportement liés à l'utilisation de solvants volatils - "" Syndrome de dépendance """,V,4,sous_categorie,G,GLOSSAIRE,"Ensemble de phénomènes comportementaux, cognitifs et physiologiques survenant à la suite d'une consommation répétée d'une substance psycho-active, typiquement associés à un désir puissant de prendre la drogue, à une difficulté à contrôler la consommation, à une poursuite de la consommation malgré des conséquences nocives, à un désinvestissement progressif des autres activités et obligations au profit de la consommation de cette drogue, à une tolérance accrue, et, parfois, à un syndrome de sevrage physique. Le syndrome de dépendance peut concerner une substance psycho-active spécifique (par exemple le tabac, l'alcool ou le diazépam), une catégorie de substances (par exemple les substances opiacées), ou un ensemble plus vaste de substances psycho-actives pharmacologiquement différentes.",false,"",description_clinique,section Description clinique (OMS),glossaire du chapitre F — description clinique officielle du trouble,false,"",v1
