provenance,code,libelle_officiel,chapitre,type_noeud,source_ofs,kind_ans,attache,patron,caractere,classe_proposee,destination_proposee,motif,texte_retenu,divergence_textuelle,texte_ofs_si_divergent,abandonnee_par_ans_2025,controle_plein_texte,peremption_suspecte,peremption_motif,version_regle
les_deux,F33,Trouble dépressif récurrent,V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Trouble caractérisé par la survenue répétée d'épisodes dépressifs correspondant à la description d'un tel épisode (F32.-), en l'absence de tout antécédent d'épisodes indépendants d'exaltation de l'humeur et d'augmentation de l'énergie (manie). Le trouble peut toutefois comporter de brefs épisodes caractérisés par une légère élévation de l'humeur et une augmentation de l'activité (hypomanie), succédant immédiatement à un épisode dépressif et parfois déclenchés par un traitement antidépresseur. Les formes graves du trouble dépressif récurrent (F33.2 et F33.3) présentent de nombreux points communs avec des concepts antérieurs comme ceux de dépression maniacodépressive, de mélancolie, de dépression vitale et de dépression endogène. Le premier épisode peut survenir à n'importe quel âge, de l'enfance à la vieillesse, le début peut être aigu ou insidieux et la durée peut varier de quelques semaines à de nombreux mois. Le risque de survenue d'un épisode maniaque ne peut jamais être complètement écarté chez un patient présentant un trouble dépressif récurrent, quel que soit le nombre d'épisodes dépressifs déjà survenus. Si un tel épisode maniaque se produit, le diagnostic doit être changé pour celui de trouble affectif bipolaire (F31.-).",true,"Trouble caractérisé par la survenue répétée d'épisodes dépressifs correspondant à la description d'un tel épisode (F32.-), en l'absence de tout antécédent d'épisodes indépendants d'exaltation de l'humeur et d'augmentation de l'énergie (manie). Le trouble peut toutefois comporter de brefs épisodes caractérisés par une légère élévation de l'humeur et une augmentation de l'activité (hypomanie), succédant immédiatement à un épisode dépressif, et parfois déclenchés par un traitement antidépresseur. Les formes graves du trouble dépressif récurrent (F33.2 et F33.3) présentent de nombreux points communs avec des concepts antérieurs comme ceux de dépression maniaco-dépressive, de mélancolie, de dépression vitale et de dépression endogène. Le premier épisode peut survenir à n'importe quel âge, de l'enfance à la vieillesse, le début peut être aigu ou insidieux et la durée peut varier de quelques semaines à de nombreux mois. Le risque de survenue d'un épisode maniaque ne peut jamais être complètement écarté chez un patient présentant un trouble dépressif récurrent, quel que soit le nombre d'épisodes dépressifs déjà survenus. Si un tel épisode maniaque se produit, le diagnostic doit être changé pour celui de trouble affectif bipolaire (F31.-).",false,"",false,"",v3
les_deux,F33.0,"Trouble dépressif récurrent, épisode actuel léger",V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Trouble caractérisé par la survenue répétée d'épisodes dépressifs, l'épisode actuel étant léger (F32.0), en l'absence de tout antécédent de manie.",false,"",false,"",false,"",v3
les_deux,F33.1,"Trouble dépressif récurrent, épisode actuel moyen",V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Trouble caractérisé par la survenue répétée d'épisodes dépressifs, l'épisode actuel étant moyen (F32.1), en l'absence de tout antécédent de manie.",false,"",false,"",false,"",v3
les_deux,F33.2,"Trouble dépressif récurrent, épisode actuel sévère sans symptômes psychotiques",V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Trouble caractérisé par la survenue répétée d'épisodes dépressifs, l'épisode actuel étant sévère, sans symptômes psychotiques (F32.2), en l'absence de tout antécédent de manie.",false,"",false,"",false,"",v3
les_deux,F33.3,"Trouble dépressif récurrent, épisode actuel sévère avec symptômes psychotiques",V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Trouble caractérisé par la survenue répétée d'épisodes dépressifs, l'épisode actuel étant sévère, avec symptômes psychotiques (F32.3), en l'absence de tout épisode précédent de manie.",false,"",false,"",false,"",v3
les_deux,F33.4,"Trouble dépressif récurrent, actuellement en rémission",V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Le sujet a eu dans le passé au moins deux épisodes dépressifs répondant aux descriptions données en F33.0-F33.3, mais ne présente aucun symptôme dépressif depuis plusieurs mois.",true,"Le sujet a eu, dans le passé, au moins deux épisodes dépressifs répondant aux descriptions données en F33.0, F33.1, F33.2, F33.3, mais ne présente aucun symptôme dépressif depuis plusieurs mois.",false,"",false,"",v3
les_deux,F34,Troubles de l'humeur [affectifs] persistants,V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Troubles de l'humeur persistants et habituellement fluctuants, dans lesquels la plupart des épisodes individuels ne sont pas suffisamment sévères pour justifier un diagnostic d'épisode hypomaniaque ou d'épisode dépressif léger. Toutefois, étant donné qu'ils persistent pendant des années et parfois pendant la plus grande partie de la vie adulte du sujet, ils entrainent une souffrance et une incapacité considérables. Dans certains cas, des épisodes maniaques ou dépressifs récurrents ou isolés peuvent se surajouter à un état affectif persistant.",false,"",false,"",false,"",v3
les_deux,F34.0,Cyclothymie,V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Instabilité persistante de l'humeur, comportant de nombreuses périodes de dépression ou d'exaltation légère (hypomanie), mais dont aucune n'est suffisamment sévère ou prolongée pour justifier un diagnostic de trouble affectif bipolaire (F31.-) ou de trouble dépressif récurrent (F33.-). Le trouble se rencontre fréquemment dans la famille de sujets ayant un trouble affectif bipolaire et certains sujets cyclothymiques sont eux-mêmes atteints ultérieurement d'un trouble affectif bipolaire.",false,"",false,"",false,"",v3
les_deux,F34.1,Dysthymie,V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Abaissement chronique de l'humeur, persistant au moins plusieurs années, mais dont la sévérité est insuffisante, ou dont la durée des différents épisodes est trop brève, pour justifier un diagnostic de trouble dépressif récurrent, sévère, moyen ou léger (F33.-).",false,"",false,"",false,"",v3
les_deux,F38,Autres troubles de l'humeur [affectifs],V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,Tous les autres troubles de l'humeur dont la sévérité ou la durée est insuffisante pour justifier un classement en F30-F34.,true,"Tous les autres troubles de l'humeur dont la sévérité ou la durée est insuffisante pour justifier un classement en F30, F31, F32, F33, F34.",false,"",false,"",v3
les_deux,F40,Troubles anxieux phobiques,V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Groupe de troubles dans lesquels une anxiété est déclenchée exclusivement ou essentiellement par certaines situations bien précises sans dangerosité actuelle. Ces situations sont de ce fait typiquement évitées ou endurées avec appréhension. Les préoccupations du sujet peuvent être centrées sur des symptômes individuels tels que des palpitations ou une impression d'évanouissement et aboutissent souvent à une peur de mourir, de perdre le contrôle de soi ou de devenir fou. La simple évocation d'une situation phobogène déclenche habituellement une anxiété anticipatoire. L'anxiété phobique est souvent associée à une dépression. Pour déterminer s'il convient de faire deux diagnostics (anxiété phobique et épisode dépressif) ou un seul (anxiété phobique ou épisode dépressif), il faut tenir compte de l'ordre de survenue des troubles et des mesures thérapeutiques au moment de l'examen.",false,"",false,"",false,"",v3
les_deux,F40.0,Agoraphobie,V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Groupe relativement bien défini de phobies concernant la crainte de quitter son domicile, la peur des magasins, des foules et des endroits publics ou la peur de voyager seul en train, en autobus ou en avion. La présence d'un trouble panique est fréquente au cours des épisodes actuels ou antérieurs d'agoraphobie. Parmi les caractéristiques associées, on retrouve souvent des symptômes dépressifs ou obsessionnels, ainsi que des phobies sociales. Les conduites d'évitement sont souvent au premier plan de la symptomatologie et certains agoraphobes n'éprouvent que peu d'anxiété, car ils parviennent à éviter les situations phobogènes.",false,"",false,"",false,"",v3
les_deux,F40.1,Phobies sociales,V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Crainte d'être dévisagé par d'autres personnes, entraînant un évitement des situations d'interaction sociale. Les phobies sociales envahissantes s'accompagnent habituellement d'une perte de l'estime de soi et d'une peur d'être critiqué. Les phobies sociales peuvent se manifester par un rougissement, un tremblement des mains, des nausées ou un besoin urgent d'uriner, le patient étant parfois convaincu que l'une ou l'autre de ces manifestations secondaires constitue le problème primaire. Les symptômes peuvent évoluer vers des attaques de panique.",false,"",false,"",false,"",v3
les_deux,F40.2,Phobies spécifiques (isolées),V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Phobies limitées à des situations très spécifiques comme la proximité de certains animaux, les endroits élevés, les orages, l'obscurité, les voyages en avion, les espaces clos, l'utilisation des toilettes publiques, la prise de certains aliments, les soins dentaires, le sang ou les blessures. Bien que limitée, la situation phobogène peut déclencher un état de panique quand le sujet y est exposé, comme dans l'agoraphobie ou la phobie sociale.",true,"Phobies limitées à des situations très spécifiques comme la proximité de certains animaux, les endroits élevés, les orages, l'obscurité, les voyages en avion, les espaces clos, l'utilisation des toilettes publiques, la prise de certains aliments, les soins dentaires, le sang ou les blessures. Bien que limitée, la situation phobogène peut déclencher, quand le sujet y est exposé, un état de panique, comme dans l'agoraphobie ou la phobie sociale.",false,"",false,"",v3
les_deux,F41,Autres troubles anxieux,V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Troubles caractérisés essentiellement par la présence de manifestations anxieuses qui ne sont pas déclenchées exclusivement par l'exposition à une situation déterminée. Ils peuvent s'accompagner de symptômes dépressifs ou obsessionnels, ainsi que de certaines manifestations traduisant une anxiété phobique, ces manifestations étant toutefois manifestement secondaires ou peu sévères.",false,"",false,"",false,"",v3
les_deux,F41.0,Trouble panique [anxiété épisodique paroxystique],V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Les caractéristiques essentielles de ce trouble sont des attaques récurrentes d'anxiété sévère (attaques de panique), ne survenant pas exclusivement dans une situation particulière ou dans des circonstances déterminées, et dont la survenue est de ce fait imprévisible. Comme dans d'autres troubles anxieux, les symptômes essentiels concernent la survenue brutale de palpitations, de douleurs thoraciques, de sensations d'étouffement, d'étourdissements et de sentiments d'irréalité (dépersonnalisation ou déréalisation). Il existe par ailleurs souvent aussi une peur secondaire de mourir, de perdre le contrôle de soi ou de devenir fou. On ne doit pas faire un diagnostic principal de trouble panique quand le sujet présente un trouble dépressif au moment de la survenue des attaques de panique; les attaques de panique sont, dans ce cas, probablement secondaires à la dépression.",false,"",false,"",false,"",v3
les_deux,F41.1,Anxiété généralisée,V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Anxiété généralisée et persistante qui ne survient pas exclusivement, ni même de façon préférentielle, dans une situation déterminée (l'anxiété est « flottante »). Les symptômes essentiels sont variables, mais le patient se plaint de nervosité permanente, de tremblements, de tension musculaire, de transpiration, d'un sentiment de « tête vide », de palpitations, d'étourdissements et d'une gêne épigastrique. Par ailleurs, le sujet a souvent peur que lui-même ou l'un de ses proches tombe malade ou ait un accident.",true,"Anxiété généralisée et persistante qui ne survient pas exclusivement, ni même de façon préférentielle, dans une situation déterminée (l'anxiété est ""flottante""). Les symptômes essentiels sont variables, mais le patient se plaint de nervosité permanente, de tremblements, de tension musculaire, de transpiration, d'un sentiment de ""tête vide"", de palpitations, d'étourdissements et d'une gêne épigastrique. Par ailleurs, le sujet a souvent peur que lui-même ou l'un de ses proches tombe malade ou ait un accident.",false,"",false,"",v3
les_deux,F41.2,Trouble anxieux et dépressif mixte,V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Cette catégorie doit être utilisée quand le sujet présente à la fois des symptômes anxieux et des symptômes dépressifs, sans prédominance nette des uns ou des autres et sans que l'intensité des uns ou des autres soit suffisante pour justifier un diagnostic séparé. Quand des symptômes anxieux et dépressifs sont présents simultanément avec une intensité suffisante pour justifier des diagnostics séparés, les deux diagnostics doivent être notés et on ne fait pas un diagnostic de trouble anxieux et dépressif mixte.",false,"",false,"",false,"",v3
les_deux,F41.3,Autres troubles anxieux mixtes,V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,Symptômes anxieux s'accompagnant de caractéristiques d'autres troubles cités en F42-F48. Aucun symptôme considéré séparément n'est suffisamment grave pour justifier un diagnostic.,true,"Symptômes anxieux s'accompagnant de caractéristiques d'autres troubles cités en F42, F43, F44, F45, F48. Aucun symptôme, considéré séparément, n'est suffisamment grave pour justifier un diagnostic.",false,"",false,"",v3
les_deux,F42,Trouble obsessionnel-compulsif,V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Trouble caractérisé essentiellement par des idées obsédantes ou des comportements compulsifs récurrents. Les pensées obsédantes sont des idées, des représentations ou des impulsions faisant intrusion dans la conscience du sujet de façon répétitive et stéréotypée. En règle générale, elles gênent considérablement le sujet, lequel essaie souvent de leur résister, mais en vain. Le sujet reconnait toutefois qu'il s'agit de ses propres pensées, même si celles-ci sont étrangères à sa volonté et souvent répugnantes. Les comportements et les rituels compulsifs sont des activités stéréotypées répétitives. Le sujet ne tire aucun plaisir direct de la réalisation de ces actes, lesquels, par ailleurs, n'aboutissent pas à la réalisation de tâches utiles en elles-mêmes. Le comportement compulsif a pour but d'empêcher un événement dont la survenue est objectivement peu probable, impliquant souvent un malheur pour le sujet ou dont le sujet serait responsable. Le sujet reconnait habituellement l'absurdité et l'inutilité de son comportement et fait des efforts répétés pour supprimer celui-ci. Le trouble s'accompagne presque toujours d'une anxiété. Cette anxiété s'aggrave quand le sujet essaie de résister à son activité compulsive.",false,"",false,"",false,"",v3
les_deux,F42.0,Avec idées ou ruminations obsédantes au premier plan,V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Il peut s'agir d'idées, de représentations ou d'impulsions qui sont habituellement à l'origine d'un sentiment de détresse. Parfois, il s'agit d'hésitations interminables entre des alternatives qui s'accompagnent souvent d'une impossibilité à prendre des décisions banales mais nécessaires dans la vie courante. Il existe une relation particulièrement étroite entre ruminations obsédantes et dépression et on ne fera un diagnostic de trouble obsessionnel-compulsif que si les ruminations surviennent ou persistent en l'absence d'un épisode dépressif.",false,"",false,"",false,"",v3
les_deux,F42.1,Avec comportements compulsifs [rituels obsessionnels] au premier plan,V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"La plupart des comportements compulsifs concernent la propreté (en particulier le lavage des mains), des vérifications répétées pour éviter la survenue d'une situation qui pourrait devenir dangereuse ou un souci excessif de l'ordre et du rangement. Le comportement du sujet est soustendu par une crainte consistant habituellement dans l'appréhension d'un danger, encouru ou provoqué par le sujet; l'activité rituelle constitue un moyen inefficace ou symbolique pour écarter ce danger.",true,"La plupart des comportements compulsifs concernent la propreté (en particulier le lavage des mains), des vérifications répétées pour éviter la survenue d'une situation qui pourrait devenir dangereuse, ou un souci excessif de l'ordre et du rangement. Le comportement du sujet est sous-tendu par une crainte consistant habituellement dans l'appréhension d'un danger, encouru ou provoqué par le sujet et l'activité rituelle constitue un moyen inefficace ou symbolique pour écarter ce danger.",false,"",false,"",v3
les_deux,F43,"Réaction à un facteur de stress sévère, et troubles de l'adaptation",V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Cette catégorie est différente des autres dans la mesure où sa définition ne repose pas exclusivement sur les symptomes et l'évolution, mais également sur l'un ou l'autre des deux facteurs étiologiques suivants: – un événement particulièrement stressant entraînant une réaction aigüe à un facteur de stress; – un changement particulièrement marquant dans la vie du sujet, comportant des conséquences désagréables et durables et aboutissant à un trouble de l'adaptation. Des facteurs de stress psychosociaux relativement peu sévères parmi les événements de la vie (life events) peuvent précipiter la survenue ou influencer le tableau clinique d'un grand nombre de troubles classés ailleurs dans ce chapitre; mais il n'est pas toujours possible de leur attribuer un rôle étiologique, d'autant plus qu'il faut prendre en considération des facteurs de vulnérabilité, souvent idiosyncrasiques, propres à chaque individu. En d'autres termes, ces événements de la vie ne sont ni nécessaires ni suffisants pour expliquer la survenue et la nature du trouble observé. En revanche, on admet que les troubles réunis dans cette catégorie sont toujours la conséquence directe d'un facteur de stress aigu important ou d'un traumatisme persistant. Les événements stressants ou les circonstances pénibles persistantes constituent le facteur causal primaire et essentiel, en l'absence duquel le trouble ne serait pas survenu. Les troubles réunis dans ce chapitre peuvent ainsi être considérés comme des réponses inadaptées à un facteur de stress sévère ou persistant dans la mesure où ils interfèrent avec des mécanismes adaptatifs efficaces et conduisent ainsi à des problèmes dans la fonction sociale.",true,"Cette catégorie est différente des autres dans la mesure où sa définition ne repose pas exclusivement sur les symptomes et l'évolution, mais également sur l'un ou l'autre des deux facteurs étiologiques suivants : un événement particulièrement stressant entraînant une réaction aiguë à un facteur de stress, ou un changement particulièrement marquant dans la vie du sujet, comportant des conséquences désagréables et durables et aboutissant à un trouble de l'adaptation. Des facteurs de stress psychosociaux relativement peu sévères parmi les événements de la vie (""life events"") peuvent précipiter la survenue ou influencer le tableau clinique d'un grand nombre de troubles classés ailleurs dans ce chapitre, mais il n'est pas toujours possible de leur attribuer un rôle étiologique, d'autant plus qu'il faut prendre en considération des facteurs de vulnérabilité, souvent idiosyncrasiques, propres à chaque individu. En d'autres termes, ces événements de la vie ne sont ni nécessaires ni suffisants pour expliquer la survenue et la nature du trouble observé. En revanche, on admet que les troubles réunis dans cette catégorie sont toujours la conséquence directe d'un facteur de stress aigu important ou d'un traumatisme persistant. Les événements stressants ou les circonstances pénibles persistantes constituent le facteur causal primaire et essentiel, en l'absence duquel le trouble ne serait pas survenu. Les troubles réunis dans ce chapitre peuvent ainsi être considérés comme des réponses inadaptées à un facteur de stress sévère ou persistant dans la mesure où ils interfèrent avec des mécanismes adaptatifs efficaces et conduisent ainsi à des problèmes dans la fonction sociale.",false,"",false,"",v3
les_deux,F43.0,Réaction aigüe à un facteur de stress,V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Trouble transitoire survenant chez un individu ne présentant aucun autre trouble mental manifeste, à la suite d'un facteur de stress physique et psychique exceptionnel et disparaissant habituellement en quelques heures ou en quelques jours. La survenue et la gravité d'une réaction aigüe à un facteur de stress sont influencées par des facteurs de vulnérabilité individuels et par la capacité du sujet à faire face à un traumatisme. La symptomatologie est typiquement mixte et variable et comporte initialement un état « d'hébétude » caractérisé par un certain rétrécissement du champ de la conscience et de l'attention, une impossibilité à intégrer des stimuli et une désorientation. Cet état peut être suivi d'un retrait croissant vis-à-vis de l'environnement (pouvant aller jusqu'à une stupeur dissociative – voir F44.2 –), ou d'une agitation avec hyperactivité (réaction de fuite ou fugue). Le trouble s'accompagne fréquemment des symptômes neurovégétatifs d'une anxiété panique (tachycardie, transpiration, bouffées de chaleur). Les symptômes se manifestent habituellement dans les minutes suivant la survenue du stimulus ou de l'événement stressant et disparaissent en l'espace de deux à trois jours (souvent en quelques heures). Il peut y avoir une amnésie partielle ou complète (F44.0) de l'épisode. Quand les symptômes persistent, il convient d'envisager un changement de diagnostic.",true,"Trouble transitoire, survenant chez un individu ne présentant aucun autre trouble mental manifeste, à la suite d'un facteur de stress physique et psychique exceptionnel et disparaissant habituellement en quelques heures ou en quelques jours. La survenue et la gravité d'une réaction aiguë à un facteur de stress sont influencées par des facteurs de vulnérabilité individuels et par la capacité du sujet à faire face à un traumatisme. La symptomatologie est typiquement mixte et variable et comporte initialement un état ""d'hébétude"" caractérisé par un certain rétrécissement du champ de la conscience et de l'attention, une impossibilité à intégrer des stimuli et une désorientation. Cet état peut être suivi d'un retrait croissant vis-à-vis de l'environnement (pouvant aller jusqu'à une stupeur dissociative - voir F44.2), ou d'une agitation avec hyper-activité (réaction de fuite ou fugue). Le trouble s'accompagne fréquemment des symptômes neuro-végétatifs d'une anxiété panique (tachycardie, transpiration, bouffées de chaleur). Les symptômes se manifestent habituellement dans les minutes suivant la survenue du stimulus ou de l'événement stressant et disparaissent en l'espace de deux à trois jours (souvent en quelques heures). Il peut y avoir une amnésie partielle ou complète (F44.0) de l'épisode. Quand les symptômes persistent, il convient d'envisager un changement de diagnostic.",false,"",false,"",v3
les_deux,F43.1,État de stress posttraumatique,V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Ce trouble constitue une réponse différée ou prolongée à une situation ou à un événement stressant (de courte ou de longue durée), exceptionnellement menaçant ou catastrophique et qui provoquerait des symptômes évidents de détresse chez la plupart des individus. Des facteurs prédisposants, tels que certains traits de personnalité (par exemple compulsive, asthénique) ou des antécédents de type névrotique, peuvent favoriser la survenue du syndrome ou aggraver son évolution; ces facteurs ne sont pas toutefois nécessaires ou suffisants pour expliquer la survenue du syndrome. Les symptômes typiques comprennent la reviviscence répétée de l'événement traumatique dans des souvenirs envahissants (flashbacks), des rêves ou des cauchemars. Ils surviennent dans un contexte durable « d'anesthésie psychique » et d'émoussement émotionnel, de détachement par rapport aux autres, d'insensibilité à l'environnement, d'anhédonie et d'évitement des activités ou des situations pouvant réveiller le souvenir du traumatisme. Les symptômes précédents s'accompagnent habituellement d'un hyperéveil neurovégétatif, avec hypervigilance, état de « qui-vive » et insomnie, associés fréquemment à une anxiété, une dépression ou une idéation suicidaire. La période séparant la survenue du traumatisme et celle du trouble peut varier de quelques semaines à quelques mois. L'évolution est fluctuante, mais se fait vers la guérison dans la plupart des cas. Dans certains cas, le trouble peut présenter une évolution chronique, durer de nombreuses années et entrainer une modification durable de la personnalité (F62.0).",true,"Ce trouble constitue une réponse différée ou prolongée à une situation ou à un événement stressant (de courte ou de longue durée), exceptionnellement menaçant ou catastrophique et qui provoquerait des symptômes évidents de détresse chez la plupart des individus. Des facteurs prédisposants, tels que certains traits de personnalité (par exemple compulsive, asthénique) ou des antécédents de type névrotique, peuvent favoriser la survenue du syndrome ou aggraver son évolution; ces facteurs ne sont pas toutefois nécessaires ou suffisants pour expliquer la survenue du syndrome. Les symptômes typiques comprennent la reviviscence répétée de l'événement traumatique, dans des souvenirs envahissants (""flashbacks""), des rêves ou des cauchemars; ils surviennent dans un contexte durable ""d'anesthésie psychique"" et d'émoussement émotionnel, de détachement par rapport aux autres, d'insensibilité à l'environnement, d'anhédonie et d'évitement des activités ou des situations pouvant réveiller le souvenir du traumatisme. Les symptômes précédents s'accompagnent habituellement d'un hyperéveil neuro-végétatif, avec hypervigilance, état de ""qui-vive"" et insomnie, associés fréquemment à une anxiété, une dépression, ou une idéation suicidaire. La période séparant la survenue du traumatisme et celle du trouble peut varier de quelques semaines à quelques mois. L'évolution est fluctuante, mais se fait vers la guérison dans la plupart des cas. Dans certains cas, le trouble peut présenter une évolution chronique, durer de nombreuses années, et entraîner une modification durable de la personnalité (F62.0).",false,"",false,"",v3
les_deux,F43.2,Troubles de l'adaptation,V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"État de détresse et de perturbation émotionnelle entravant habituellement le fonctionnement et les performances sociales, survenant au cours d'une période d'adaptation à un changement existentiel important ou un événement stressant. Le facteur de stress peut entraver l'intégrité de l'environnement social du sujet (deuil, expériences de séparation) ou son système global de support social et de valeurs sociales (immigration, statut de réfugié). Ailleurs, le facteur de stress est en rapport avec une période de transition ou de crise au cours du développement (scolarisation, naissance d'un enfant, échec dans la poursuite d'un but important, mise à la retraite). La prédisposition et la vulnérabilité individuelles jouent un rôle important dans la survenue et la symptomatologie d'un trouble de l'adaptation; on admet toutefois que le trouble ne serait pas survenu en l'absence du facteur de stress concerné. Les manifestations, variables, comprennent une humeur dépressive, une anxiété ou une inquiétude (ou l'association de ces troubles), un sentiment d'impossibilité à faire face, à faire des projets ou à continuer dans la situation actuelle, ainsi qu'une certaine altération du fonctionnement quotidien. Elles peuvent s'accompagner d'un trouble des conduites, en particulier chez les adolescents. La caractéristique essentielle de ce trouble peut consister en une réaction dépressive de courte ou de longue durée, ou une autre perturbation des émotions et des conduites.",false,"",false,"",false,"",v3
les_deux,F44,Troubles dissociatifs [de conversion],V,categorie,G,definition,Class,"","",description_clinique,section Description clinique (OMS),définition ClaML du chapitre F — description clinique officielle,"Les divers troubles dissociatifs (ou de conversion) ont en commun une perte partielle ou complète des fonctions normales d'intégration des souvenirs, de la conscience de l'identité ou des sensations immédiates et du contrôle des mouvements corporels. Toutes les variétés de troubles dissociatifs ont tendance à disparaitre après quelques semaines ou mois, en particulier quand leur survenue est associée à un événement traumatique. L'évolution peut également se faire vers des troubles plus chroniques, en particulier des paralysies et des anesthésies, quand la survenue du trouble est liée à des problèmes ou des difficultés interpersonnelles insolubles. Dans le passé, ces troubles ont été classés comme divers types « d'hystérie de conversion ». On admet qu'ils sont psychogènes, dans la mesure où ils surviennent en relation temporelle étroite avec des événements traumatiques, des problèmes insolubles et insupportables ou des relations interpersonnelles difficiles. Les symptômes traduisent souvent l'idée que se fait le sujet du tableau clinique d'une maladie physique. L'examen médical et les examens complémentaires ne permettent pas de mettre en évidence un trouble physique connu, en particulier neurologique. Par ailleurs, on dispose d'arguments pour penser que la perte d'une fonction est, dans ce trouble, l'expression d'un conflit ou d'un besoin psychique. Les symptômes peuvent se développer en relation étroite avec un facteur de stress psychologique et ils surviennent souvent brusquement. Seuls les troubles impliquant soit une perturbation des fonctions physiques normalement sous le contrôle de la volonté, soit une perte des sensations sont inclus ici. Les troubles impliquant des manifestations douloureuses ou d'autres sensations physiques complexes faisant intervenir le système nerveux autonome sont classés parmi les troubles somatoformes (F45.0). La possibilité de survenue d'un trouble physique ou psychiatrique grave à une date ultérieure doit toujours être gardée à l'esprit.",true,"Les divers troubles dissociatifs (ou de conversion) ont en commun une perte partielle ou complète des fonctions normales d'intégration des souvenirs, de la conscience de l'identité ou des sensations immédiates et du contrôle des mouvements corporels. Toutes les variétés de troubles dissociatifs ont tendance à disparaître après quelques semaines ou mois, en particulier quand leur survenue est associée à un événement traumatique. L'évolution peut également se faire vers des troubles plus chroniques, en particulier des paralysies et des anesthésies, quand la survenue du trouble est liée à des problèmes ou des difficultés interpersonnelles insolubles. Dans le passé, ces troubles ont été classés comme divers types ""d'hystérie de conversion"". On admet qu'ils sont psychogènes, dans la mesure où ils surviennent en relation temporelle étroite avec des événements traumatiques, des problèmes insolubles et insupportables, ou des relations interpersonnelles difficiles. Les symptômes traduisent souvent l'idée que se fait le sujet du tableau clinique d'une maladie physique. L'examen médical et les examens complémentaires ne permettent pas de mettre en évidence un trouble physique (en particulier neurologique) connu. Par ailleurs, on dispose d'arguments pour penser que la perte d'une fonction est, dans ce trouble, l'expression d'un conflit ou d'un besoin psychique. Les symptômes peuvent se développer en relation étroite avec un facteur de stress psychologique et ils surviennent souvent brusquement. Seuls les troubles impliquant soit une perturbation des fonctions physiques normalement sous le contrôle de la volonté, soit une perte des sensations sont inclus ici. Les troubles impliquant des manifestations douloureuses ou d'autres sensations physiques complexes faisant intervenir le système nerveux autonome, sont classés parmi les troubles somatoformes (F45.0). La possibilité de survenue, à une date ultérieure, d'un trouble physique ou psychiatrique grave, doit toujours être gardée à l'esprit.",false,"",false,"",v3
