provenance,code,libelle_officiel,chapitre,type_noeud,source_ofs,kind_ans,attache,patron,caractere,classe_proposee,destination_proposee,motif,texte_retenu,divergence_textuelle,texte_ofs_si_divergent,abandonnee_par_ans_2025,controle_plein_texte,peremption_suspecte,peremption_motif,version_regle
OFS_2006,(F00-F99),"",V,chapitre,N,"",NOTE,historique_classification,presentationnelle,convention_classement,non_rendue,note historique/éditoriale de la classification ; présentationnelle — mise en page/organisation du volume,"Ce chapitre a été partiellement étendu par des informations provenant de la Classification internationale des troubles mentaux et des troubles du comportement, une publication officielle de l'OMS.",false,"",true,absent,false,"",v3
les_deux,B03,Variole,I,categorie,N,coding-hint,Class,historique_classification,presentationnelle,convention_classement,non_rendue,note historique/éditoriale de la classification ; présentationnelle — mise en page/organisation du volume,"En mai 1980, la 33ème Assemblée mondiale de la Santé a officiellement déclaré que la variole avait été éradiquée. La classification est maintenue à des fins de surveillance.",true,"En mai 1980, la 33ème Assemblée mondiale de la Santé a officiellement déclaré que la variole était éradiquée. La classification est maintenue à des fins de surveillance.",false,"",false,"",v3
ANS_2025,N00,Syndrome néphritique aigu,XIV,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant N00],false,"",false,"",false,"",v3
ANS_2025,N01,Syndrome néphritique d'évolution rapide,XIV,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant N00],false,"",false,"",false,"",v3
ANS_2025,N02,Hématurie récidivante et persistante,XIV,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant N00],false,"",false,"",false,"",v3
ANS_2025,N03,Syndrome néphritique chronique,XIV,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant N00],false,"",false,"",false,"",v3
ANS_2025,N04,Syndrome néphrotique,XIV,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant N00],false,"",false,"",false,"",v3
ANS_2025,N05,"Syndrome néphritique, sans précision",XIV,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant N00],false,"",false,"",false,"",v3
ANS_2025,N06,Protéinurie isolée avec lésions morphologiques précisées,XIV,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant N00],false,"",false,"",false,"",v3
ANS_2025,N07,"Néphropathie héréditaire, non classée ailleurs",XIV,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant N00],false,"",false,"",false,"",v3
ANS_2025,V01,Piéton blessé dans une collision avec un cycle,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V01],false,"",false,"",false,"",v3
ANS_2025,V02,Piéton blessé dans une collision avec un véhicule à moteur à deux ou trois roues,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V01],false,"",false,"",false,"",v3
ANS_2025,V03,Piéton blessé dans une collision avec une automobile ou une camionnette,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V01],false,"",false,"",false,"",v3
ANS_2025,V04,Piéton blessé dans une collision avec un véhicule lourd ou un autobus,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V01],false,"",false,"",false,"",v3
ANS_2025,V05,Piéton blessé dans une collision avec un train ou un véhicule ferroviaire,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V01],false,"",false,"",false,"",v3
ANS_2025,V06,Piéton blessé dans une collision avec un autre véhicule sans moteur,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V01],false,"",false,"",false,"",v3
ANS_2025,V10,Cycliste blessé dans une collision avec un piéton ou un animal,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V10],false,"",false,"",false,"",v3
ANS_2025,V11,Cycliste blessé dans une collision avec un autre cycle,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V10],false,"",false,"",false,"",v3
ANS_2025,V12,Cycliste blessé dans une collision avec un véhicule à moteur à deux ou trois roues,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V10],false,"",false,"",false,"",v3
ANS_2025,V13,Cycliste blessé dans une collision avec une automobile ou une camionnette,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V10],false,"",false,"",false,"",v3
ANS_2025,V14,Cycliste blessé dans une collision avec un vehicule lourd ou un autobus,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V10],false,"",false,"",false,"",v3
ANS_2025,V15,Cycliste blessé dans une collision avec un train ou un véhicule ferroviaire,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V10],false,"",false,"",false,"",v3
ANS_2025,V16,Cycliste blessé dans une collision avec un autre véhicule sans moteur,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V10],false,"",false,"",false,"",v3
ANS_2025,V17,Cycliste blessé dans une collision avec un objet fixe ou stationnaire,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V10],false,"",false,"",false,"",v3
ANS_2025,V18,"Cycliste blessé dans un accident de transport, sans collision",XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V10],false,"",false,"",false,"",v3
ANS_2025,V20,Motocycliste blessé dans une collision avec un piéton ou un animal,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V20],false,"",false,"",false,"",v3
ANS_2025,V21,Motocycliste blessé dans une collision avec un cycle,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V20],false,"",false,"",false,"",v3
ANS_2025,V22,Motocycliste blessé dans une collision avec un véhicule à moteur à deux ou trois roues,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V20],false,"",false,"",false,"",v3
ANS_2025,V23,Motocycliste blessé dans une collision avec une automobile ou une camionnette,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V20],false,"",false,"",false,"",v3
ANS_2025,V24,Motocycliste blessé dans une collision avec un véhicule lourd ou un autobus,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V20],false,"",false,"",false,"",v3
ANS_2025,V25,Motocycliste blessé dans une collision avec un train ou un véhicule ferroviaire,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V20],false,"",false,"",false,"",v3
ANS_2025,V26,Motocycliste blessé dans une collision avec un autre véhicule sans moteur,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V20],false,"",false,"",false,"",v3
ANS_2025,V27,Motocycliste blessé dans une collision avec un objet fixe ou stationnaire,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V20],false,"",false,"",false,"",v3
ANS_2025,V28,"Motocycliste blessé dans un accident de transport, sans collision",XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V20],false,"",false,"",false,"",v3
ANS_2025,V30,"Occupant d'un véhicule à moteur à trois roues, blessé dans une collision avec un piéton ou un animal",XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V30],false,"",false,"",false,"",v3
ANS_2025,V31,Occupant d'un véhicule à moteur à trois roues blessé dans une collision avec un cycle,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V30],false,"",false,"",false,"",v3
ANS_2025,V32,Occupant d'un véhicule à moteur à trois roues blessé dans une collision avec un véhicule à moteur à deux ou trois roues,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V30],false,"",false,"",false,"",v3
ANS_2025,V33,Occupant d'un véhicule à moteur à trois roues blessé dans une collision avec une automobile ou une camionnette,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V30],false,"",false,"",false,"",v3
ANS_2025,V34,Occupant d'un véhicule à moteur à trois roues blessé dans une collision avec un véhicule lourd ou un autobus,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V30],false,"",false,"",false,"",v3
ANS_2025,V35,Occupant d'un véhicule à moteur à trois roues blessé dans une collision avec un train ou un véhicule ferroviaire,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V30],false,"",false,"",false,"",v3
ANS_2025,V36,Occupant d'un véhicule à moteur à trois roues blessé dans une collision avec un autre véhicule sans moteur,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V30],false,"",false,"",false,"",v3
ANS_2025,V37,Occupant d'un véhicule à moteur à trois roues blessé dans une collision avec un objet fixe ou stationnaire,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V30],false,"",false,"",false,"",v3
ANS_2025,V38,"Occupant d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision",XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V30],false,"",false,"",false,"",v3
ANS_2025,V40,Occupant d'une automobile blessé dans une collision avec un piéton ou un animal,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V40],false,"",false,"",false,"",v3
ANS_2025,V41,Occupant d'une automobile blessé dans une collision avec un cycle,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V40],false,"",false,"",false,"",v3
ANS_2025,V42,Occupant d'une automobile blessé dans une collision avec un véhicule à moteur à deux ou trois roues,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V40],false,"",false,"",false,"",v3
ANS_2025,V43,Occupant d'une automobile blessé dans une collision avec une automobile ou une camionnette,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V40],false,"",false,"",false,"",v3
ANS_2025,V44,Occupant d'une automobile blessé dans une collision avec un véhicule lourd ou un autobus,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V40],false,"",false,"",false,"",v3
ANS_2025,V45,Occupant d'une automobile blessé dans une collision avec un train ou un véhicule ferroviaire,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V40],false,"",false,"",false,"",v3
ANS_2025,V46,Occupant d'une automobile blessé dans une collision avec un autre véhicule sans moteur,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V40],false,"",false,"",false,"",v3
ANS_2025,V47,Occupant d'une automobile blessé dans une collision avec un objet fixe ou stationnaire,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V40],false,"",false,"",false,"",v3
ANS_2025,V48,"Occupant d'une automobile blessé dans un accident de transport, sans collision",XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V40],false,"",false,"",false,"",v3
ANS_2025,V50,Occupant d'une camionnette blessé dans une collision avec un piéton ou un animal,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V50],false,"",false,"",false,"",v3
ANS_2025,V51,Occupant d'une camionnette blessé dans une collision avec un cycle,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V50],false,"",false,"",false,"",v3
ANS_2025,V52,Occupant d'une camionnette blessé dans une collision avec un véhicule à moteur à deux ou trois roues,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V50],false,"",false,"",false,"",v3
ANS_2025,V53,Occupant d'une camionnette blessé dans une collision avec une automobile ou une camionnette,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V50],false,"",false,"",false,"",v3
ANS_2025,V54,Occupant d'une camionnette blessé dans une collision avec un véhicule lourd ou un autobus,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V50],false,"",false,"",false,"",v3
ANS_2025,V55,Occupant d'une camionnette blessé dans une collision avec un train ou un véhicule ferroviaire,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V50],false,"",false,"",false,"",v3
ANS_2025,V56,Occupant d'une camionnette blessé dans une collision avec un autre véhicule sans moteur,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V50],false,"",false,"",false,"",v3
ANS_2025,V57,Occupant d'une camionnette blessé dans une collision avec un objet fixe ou stationnaire,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V50],false,"",false,"",false,"",v3
ANS_2025,V58,"Occupant d'une camionnette blessé dans un accident de transport, sans collision",XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V50],false,"",false,"",false,"",v3
ANS_2025,V60,Occupant d'un véhicule lourd blessé dans une collision avec un piéton ou un animal,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V60],false,"",false,"",false,"",v3
ANS_2025,V61,Occupant d'un véhicule lourd blessé dans une collision avec un cycle,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V60],false,"",false,"",false,"",v3
ANS_2025,V62,Occupant d'un véhicule lourd blessé dans une collision avec un véhicule à moteur à deux ou à trois roues,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V60],false,"",false,"",false,"",v3
ANS_2025,V63,Occupant d'un véhicule lourd blessé dans une collision avec une automobile ou une camionnette,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V60],false,"",false,"",false,"",v3
ANS_2025,V64,Occupant d'un véhicule lourd blessé dans une collision avec un véhicule lourd ou un autobus,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V60],false,"",false,"",false,"",v3
ANS_2025,V65,Occupant d'un véhicule lourd blessé dans une collision avec un train ou un véhicule ferroviaire,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V60],false,"",false,"",false,"",v3
ANS_2025,V66,Occupant d'un véhicule lourd blessé dans une collision avec un autre véhicule sans moteur,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V60],false,"",false,"",false,"",v3
ANS_2025,V67,Occupant d'un véhicule lourd blessé dans une collision avec un objet fixe ou stationnaire,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V60],false,"",false,"",false,"",v3
ANS_2025,V68,"Occupant d'un véhicule lourd blessé dans un accident de transport, sans collision",XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V60],false,"",false,"",false,"",v3
ANS_2025,V70,Occupant d'un autobus blessé dans une collision avec un piéton ou un animal,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V70],false,"",false,"",false,"",v3
ANS_2025,V71,Occupant d'un autobus blessé dans une collision avec un cycle,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V70],false,"",false,"",false,"",v3
ANS_2025,V72,Occupant d'un autobus blessé dans une collision avec un véhicule à moteur à deux ou trois roues,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V70],false,"",false,"",false,"",v3
ANS_2025,V73,Occupant d'un autobus blessé dans une collision avec une automobile ou une camionnette,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V70],false,"",false,"",false,"",v3
ANS_2025,V74,Occupant d'un autobus blessé dans une collision avec un véhicule lourd ou un autobus,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V70],false,"",false,"",false,"",v3
ANS_2025,V75,Occupant d'un autobus blessé dans une collision avec un train ou un véhicule ferroviaire,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V70],false,"",false,"",false,"",v3
ANS_2025,V76,Occupant d'un autobus blessé dans une collision avec un autre véhicule sans moteur,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V70],false,"",false,"",false,"",v3
ANS_2025,V77,Occupant d'un autobus blessé dans une collision avec un objet fixe ou stationnaire,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V70],false,"",false,"",false,"",v3
ANS_2025,V78,"Occupant d'un autobus blessé dans un accident de transport, sans collision",XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V70],false,"",false,"",false,"",v3
ANS_2025,V90,Accident de bateau entraînant la noyade et la submersion,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V90],false,"",false,"",false,"",v3
ANS_2025,V91,Accident de bateau provoquant d'autres lésions traumatiques,XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V90],false,"",false,"",false,"",v3
ANS_2025,V92,"Noyade et submersion durant un transport par eau, sans accident de bateau",XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V90],false,"",false,"",false,"",v3
ANS_2025,V93,"Accident à bord d'un bateau, sans accident du bateau, ne causant ni noyade ni submersion",XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V90],false,"",false,"",false,"",v3
ANS_2025,V94,"Accidents de transport par eau, autres et sans précision",XX,categorie,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[voir subdivisions avant V90],false,"",false,"",false,"",v3
ANS_2025,W00-W19,Chutes,XX,bloc,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[Voir le début de ce chapitre pour les classifications supplémentaires du lieu de l'événement et de l'activité],false,"",false,"",false,"",v3
ANS_2025,W20-W49,Exposition à des forces mécaniques,XX,bloc,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[Voir le début de ce chapitre pour les classifications supplémentaires du lieu de l'événement et de l'activité],false,"",false,"",false,"",v3
ANS_2025,W50-W64,Exposition à des forces animées,XX,bloc,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[Voir le début de ce chapitre pour les classifications supplémentaires du lieu de l'événement et de l'activité],false,"",false,"",false,"",v3
ANS_2025,W65-W74,Noyade et submersion accidentelles,XX,bloc,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[Voir le début de ce chapitre pour les classifications supplémentaires du lieu de l'événement et de l'activité],false,"",false,"",false,"",v3
ANS_2025,W75-W84,Autres accidents affectant la respiration,XX,bloc,"",text,Class,renvoi_presentation,presentationnelle,convention_classement,non_rendue,renvoi de présentation du volume 1 — sans contenu propre ; présentationnelle — mise en page/organisation du volume,[Voir le début de ce chapitre pour les classifications supplémentaires du lieu de l'événement et de l'activité],false,"",false,"",false,"",v3
