code,chapter,filepath,libelle,has_perimetre,has_localisations,has_exclusions,has_consignes,has_formulations,type_mco,statut_mco,source_existence,nb_chars
F02.34,V,V/F02.34.md,"Démence de la maladie de Parkinson (G20)  - "" avec d’autres symptômes, mixtes """,true,false,true,false,false,0,codable,OWL_ANS,775
F02.340,V,V/F02.340.md,"Démence de la maladie de Parkinson (G20)  - ""avec d’autres symptômes, mixtes"" - ""légère""",true,false,true,false,false,0,codable,OWL_ANS,786
F02.341,V,V/F02.341.md,"Démence de la maladie de Parkinson (G20)  - ""avec d’autres symptômes, mixtes"" - ""moyenne""",true,false,true,false,false,0,codable,OWL_ANS,787
F02.342,V,V/F02.342.md,"Démence de la maladie de Parkinson (G20)  - ""avec d’autres symptômes, mixtes"" - ""sévère""",true,false,true,false,false,0,codable,OWL_ANS,786
F02.4,V,V/F02.4.md,Démence de la maladie due au virus de l'immunodéficience humaine [VIH] ,true,false,true,false,false,0,codable,OWL_ANS,664
F02.40,V,V/F02.40.md,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - "" sans symptôme supplémentaire """,true,false,true,false,false,0,codable,OWL_ANS,710
F02.400,V,V/F02.400.md,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""sans symptôme supplémentaire"" - ""légère""",true,false,true,false,false,0,codable,OWL_ANS,721
F02.401,V,V/F02.401.md,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""sans symptôme supplémentaire"" - ""moyenne""",true,false,true,false,false,0,codable,OWL_ANS,722
F02.402,V,V/F02.402.md,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""sans symptôme supplémentaire"" - ""sévère""",true,false,true,false,false,0,codable,OWL_ANS,721
F02.41,V,V/F02.41.md,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - "" avec d’autres symptômes, essentiellement délirants """,true,false,true,false,false,0,codable,OWL_ANS,732
F02.410,V,V/F02.410.md,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""avec d’autres symptômes, essentiellement délirants"" - ""légère""",true,false,true,false,false,0,codable,OWL_ANS,743
F02.411,V,V/F02.411.md,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""avec d’autres symptômes, essentiellement délirants"" - ""moyenne""",true,false,true,false,false,0,codable,OWL_ANS,744
F02.412,V,V/F02.412.md,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""avec d’autres symptômes, essentiellement délirants"" - ""sévère""",true,false,true,false,false,0,codable,OWL_ANS,743
F02.42,V,V/F02.42.md,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - "" avec d’autres symptômes, essentiellement hallucinatoires """,true,false,true,false,false,0,codable,OWL_ANS,738
F02.420,V,V/F02.420.md,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""avec d’autres symptômes, essentiellement hallucinatoires"" - ""légère""",true,false,true,false,false,0,codable,OWL_ANS,749
F02.421,V,V/F02.421.md,"Démence de la maladie due au virus de l'immunodéficience humaine [VIH] (B22.0)   - ""avec d’autres symptômes, essentiellement hallucinatoires"" - ""moyenne""",true,false,true,false,false,0,codable,OWL_ANS,750
