code_maitre,cle,classe,sous_classe,code_atih,libelle
T39.3,T393,connu de l'ATIH,type MCO 0,T393,Intoxication par autres anti-inflammatoires non stéroïdiens [AINS]
T39.4,T394,connu de l'ATIH,type MCO 0,T394,"Intoxication par antirhumatismaux, non classés ailleurs"
T39.8,T398,connu de l'ATIH,type MCO 0,T398,"Intoxication par autres analgésiques non opioïdes et antipyrétiques, non classés ailleurs"
T39.9,T399,connu de l'ATIH,type MCO 0,T399,"Intoxication par analgésique non opioïde, antipyrétique et antirhumatismal, sans précision"
T40.0,T400,connu de l'ATIH,type MCO 0,T400,Intoxication par opium
T40.1,T401,connu de l'ATIH,type MCO 0,T401,Intoxication par héroïne
T40.2,T402,connu de l'ATIH,type MCO 0,T402,Intoxication par autres opioïdes
T40.3,T403,connu de l'ATIH,type MCO 0,T403,Intoxication par méthadone
T40.4,T404,connu de l'ATIH,type MCO 0,T404,Intoxication par autres narcotiques synthétiques
T40.5,T405,connu de l'ATIH,type MCO 0,T405,Intoxication par cocaïne
T40.6,T406,connu de l'ATIH,type MCO 0,T406,"Intoxication par narcotiques, autres et sans précision"
T40.7,T407,connu de l'ATIH,type MCO 0,T407,Intoxication par cannabis (dérivés)
T40.8,T408,connu de l'ATIH,type MCO 0,T408,Intoxication par lysergide [LSD]
T40.9,T409,connu de l'ATIH,type MCO 0,T409,"Intoxication par psychodysleptiques [hallucinogènes], autres et sans précision"
T41.0,T410,connu de l'ATIH,type MCO 0,T410,Intoxication par anesthésiques gazeux
T41.1,T411,connu de l'ATIH,type MCO 0,T411,Intoxication par anesthésiques intraveineux
T41.2,T412,connu de l'ATIH,type MCO 0,T412,"Intoxication par anesthésiques généraux, autres et sans précision"
T41.3,T413,connu de l'ATIH,type MCO 0,T413,Intoxication par anesthésiques locaux
T41.4,T414,connu de l'ATIH,type MCO 0,T414,"Intoxication par anesthésiques, sans précision"
T41.5,T415,connu de l'ATIH,type MCO 0,T415,Intoxication par gaz thérapeutiques
T42.0,T420,connu de l'ATIH,type MCO 0,T420,Intoxication par dérivés de l'hydantoïne
T42.1,T421,connu de l'ATIH,type MCO 0,T421,Intoxication par iminostilbènes
T42.2,T422,connu de l'ATIH,type MCO 0,T422,Intoxication par succinimides et oxazolidine-diones
T42.3,T423,connu de l'ATIH,type MCO 0,T423,Intoxication par barbituriques
T42.4,T424,connu de l'ATIH,type MCO 0,T424,Intoxication par benzodiazépines
T42.5,T425,connu de l'ATIH,type MCO 0,T425,"Intoxication par anti-épileptiques en association, non classés ailleurs"
T42.6,T426,connu de l'ATIH,type MCO 0,T426,"Intoxication par autres anti-épileptiques, sédatifs et hypnotiques"
T42.7,T427,connu de l'ATIH,type MCO 0,T427,"Intoxication par anti-épileptiques, sédatifs et hypnotiques, sans précision"
T42.8,T428,connu de l'ATIH,type MCO 0,T428,Intoxication par antiparkinsoniens et autres dépresseurs centraux du tonus musculaire
T43.0,T430,connu de l'ATIH,type MCO 0,T430,Intoxication par antidépresseurs tricycliques et tétracycliques
T43.1,T431,connu de l'ATIH,type MCO 0,T431,Intoxication par antidépresseurs inhibiteurs de la mono-amine-oxydase
T43.2,T432,connu de l'ATIH,type MCO 0,T432,"Intoxication par antidépresseurs, autres et non précisés"
T43.3,T433,connu de l'ATIH,type MCO 0,T433,Intoxication par psycholeptiques et neuroleptiques dérivés de la phénothiazine
T43.4,T434,connu de l'ATIH,type MCO 0,T434,Intoxication par neuroleptiques de type butyrophénone et thioxanthène
T43.5,T435,connu de l'ATIH,type MCO 0,T435,"Intoxication par psycholeptiques et neuroleptiques, autres et non précisés"
T43.6,T436,connu de l'ATIH,type MCO 0,T436,Intoxication par psychostimulants présentant un risque d'abus
T43.8,T438,connu de l'ATIH,type MCO 0,T438,"Intoxication par autres médicaments psychotropes, non classés ailleurs"
T43.9,T439,connu de l'ATIH,type MCO 0,T439,"Intoxication par médicament psychotrope, sans précision"
T44.0,T440,connu de l'ATIH,type MCO 0,T440,Intoxication par anticholinestérasiques
T44.1,T441,connu de l'ATIH,type MCO 0,T441,Intoxication par autres parasympathomimétiques [cholinergiques]
T44.2,T442,connu de l'ATIH,type MCO 0,T442,"Intoxication par ganglioplégiques, non classés ailleurs"
T44.3,T443,connu de l'ATIH,type MCO 0,T443,"Intoxication par autres agents parasympatholytiques [anticholinergiques et antimuscariniques] et spasmolytiques, non classés ailleurs"
T44.4,T444,connu de l'ATIH,type MCO 0,T444,"Intoxication par agents principalement alpha-sympathomimétiques, non classés ailleurs"
T44.5,T445,connu de l'ATIH,type MCO 0,T445,"Intoxication par agents principalement bêta-sympathomimétiques, non classés ailleurs"
T44.6,T446,connu de l'ATIH,type MCO 0,T446,"Intoxication par alpha-bloquants, non classés ailleurs"
T44.7,T447,connu de l'ATIH,type MCO 0,T447,"Intoxication par bêta-bloquants, non classés ailleurs"
T44.8,T448,connu de l'ATIH,type MCO 0,T448,"Intoxication par agents bloquants neuronaux adrénergiques et d'action centrale, non classés ailleurs"
T44.9,T449,connu de l'ATIH,type MCO 0,T449,"Intoxication par médicaments agissant essentiellement sur le système nerveux autonome, autres et sans précision"
T45.0,T450,connu de l'ATIH,type MCO 0,T450,Intoxication par médicaments antiallergiques et antiémétiques
T45.1,T451,connu de l'ATIH,type MCO 0,T451,Intoxication par médicaments antitumoraux et immunosuppresseurs
T45.2,T452,connu de l'ATIH,type MCO 0,T452,"Intoxication par vitamines, non classées ailleurs"
T45.3,T453,connu de l'ATIH,type MCO 0,T453,"Intoxication par enzymes, non classées ailleurs"
T45.4,T454,connu de l'ATIH,type MCO 0,T454,Intoxication par fer et ses composés
T45.5,T455,connu de l'ATIH,type MCO 0,T455,Intoxication par anticoagulants
T45.6,T456,connu de l'ATIH,type MCO 0,T456,Intoxication par médicaments agissant sur la fibrinolyse
T45.7,T457,connu de l'ATIH,type MCO 0,T457,"Intoxication par antagonistes des anticoagulants, vitamine K et autres coagulants"
T45.8,T458,connu de l'ATIH,type MCO 0,T458,Intoxication par autres substances essentiellement systémiques et hématologiques
T45.9,T459,connu de l'ATIH,type MCO 0,T459,"Intoxication par substance essentiellement systémique et hématologique, sans précision"
T46.0,T460,connu de l'ATIH,type MCO 0,T460,Intoxication par glucosides cardiotoniques et médicaments d'action similaire
T46.1,T461,connu de l'ATIH,type MCO 0,T461,Intoxication par inhibiteurs calciques
T46.2,T462,connu de l'ATIH,type MCO 0,T462,"Intoxication par autres antiarythmisants, non classés ailleurs"
T46.3,T463,connu de l'ATIH,type MCO 0,T463,"Intoxication par vasodilatateurs coronariens, non classés ailleurs"
T46.4,T464,connu de l'ATIH,type MCO 0,T464,Intoxication par inhibiteurs de l'enzyme de conversion
T46.5,T465,connu de l'ATIH,type MCO 0,T465,"Intoxication par autres antihypertenseurs, non classés ailleurs"
T46.6,T466,connu de l'ATIH,type MCO 0,T466,Intoxication par antihyperlipidémiants et antiartériosclérosants
T46.7,T467,connu de l'ATIH,type MCO 0,T467,Intoxication par vasodilatateurs périphériques
T46.8,T468,connu de l'ATIH,type MCO 0,T468,"Intoxication par substances antivariqueuses, y compris les agents sclérosants"
T46.9,T469,connu de l'ATIH,type MCO 0,T469,"Intoxication par substances agissant essentiellement sur le système cardio-vasculaire, autres et sans précision"
T47.0,T470,connu de l'ATIH,type MCO 0,T470,Intoxication par inhibiteurs des récepteurs histaminiques H2
T47.1,T471,connu de l'ATIH,type MCO 0,T471,Intoxication par autres antiacides et antisécrétoires gastriques
T47.2,T472,connu de l'ATIH,type MCO 0,T472,Intoxication par laxatifs stimulants
T47.3,T473,connu de l'ATIH,type MCO 0,T473,Intoxication par laxatifs salins et osmotiques
T47.4,T474,connu de l'ATIH,type MCO 0,T474,Intoxication par autres laxatifs
T47.5,T475,connu de l'ATIH,type MCO 0,T475,Intoxication par médicaments facilitant la digestion
T47.6,T476,connu de l'ATIH,type MCO 0,T476,Intoxication par antidiarrhéiques
T47.7,T477,connu de l'ATIH,type MCO 0,T477,Intoxication par émétiques
T47.8,T478,connu de l'ATIH,type MCO 0,T478,Intoxication par autres substances agissant essentiellement sur le tractus gastro-intestinal
T47.9,T479,connu de l'ATIH,type MCO 0,T479,"Intoxication par substance agissant essentiellement sur le tractus gastro-intestinal, sans précision"
T48.0,T480,connu de l'ATIH,type MCO 0,T480,Intoxication par ocytociques
T48.1,T481,connu de l'ATIH,type MCO 0,T481,Intoxication par myorelaxants (muscles striés) [bloquants neuro-musculaires]
T48.2,T482,connu de l'ATIH,type MCO 0,T482,"Intoxication par substances agissant essentiellement sur les muscles, autres et sans précision"
T48.3,T483,connu de l'ATIH,type MCO 0,T483,Intoxication par antitussifs
T48.4,T484,connu de l'ATIH,type MCO 0,T484,Intoxication par expectorants
T48.5,T485,connu de l'ATIH,type MCO 0,T485,Intoxication par médicaments contre le coryza [rhume banal]
T48.6,T486,connu de l'ATIH,type MCO 0,T486,"Intoxication par antiasthmatiques, non classés ailleurs"
T48.7,T487,connu de l'ATIH,type MCO 0,T487,"Intoxication par substances agissant essentiellement sur l'appareil respiratoire, autres et sans précision"
T49.0,T490,connu de l'ATIH,type MCO 0,T490,"Intoxication par médicaments antifongiques, anti-infectieux et anti-inflammatoires à usage topique, non classés ailleurs"
T49.1,T491,connu de l'ATIH,type MCO 0,T491,Intoxication par antiprurigineux
T49.2,T492,connu de l'ATIH,type MCO 0,T492,Intoxication par astringents et détergents locaux
T49.3,T493,connu de l'ATIH,type MCO 0,T493,"Intoxication par émollients, calmants et protecteurs"
T49.4,T494,connu de l'ATIH,type MCO 0,T494,"Intoxication par kératolytiques, kératoplastiques et autres médicaments et préparations capillaires"
T49.5,T495,connu de l'ATIH,type MCO 0,T495,Intoxication par médicaments et préparations ophtalmologiques
T49.6,T496,connu de l'ATIH,type MCO 0,T496,Intoxication par médicaments et préparations utilisés en oto-rhino-laryngologie
T49.7,T497,connu de l'ATIH,type MCO 0,T497,Intoxication par médicaments dentaires à usage topique
T49.8,T498,connu de l'ATIH,type MCO 0,T498,Intoxication par autres topiques
T49.9,T499,connu de l'ATIH,type MCO 0,T499,"Intoxication par topique, sans précision"
T50.0,T500,connu de l'ATIH,type MCO 0,T500,Intoxication par minéralocorticoïdes et leurs antagonistes
T50.1,T501,connu de l'ATIH,type MCO 0,T501,Intoxication par diurétiques de l'anse
T50.2,T502,connu de l'ATIH,type MCO 0,T502,"Intoxication par inhibiteurs de l'anhydrase carbonique, benzothiadiazides et autres diurétiques"
T50.3,T503,connu de l'ATIH,type MCO 0,T503,"Intoxication par produits agissant sur l'équilibre électrolytique, calorique et hydrique"
T50.4,T504,connu de l'ATIH,type MCO 0,T504,Intoxication par médicaments agissant sur le métabolisme de l'acide urique
T50.5,T505,connu de l'ATIH,type MCO 0,T505,Intoxication par anorexigènes
T50.6,T506,connu de l'ATIH,type MCO 0,T506,"Intoxication par antidotes et chélateurs, non classés ailleurs"
T50.7,T507,connu de l'ATIH,type MCO 0,T507,Intoxication par analeptiques et antagonistes des opiacés
T50.8,T508,connu de l'ATIH,type MCO 0,T508,Intoxication par agents de diagnostic
T50.9,T509,connu de l'ATIH,type MCO 0,T509,"Intoxication par médicaments et substances biologiques, autres et sans précision"
T51.0,T510,connu de l'ATIH,type MCO 0,T510,Effet toxique de l'éthanol
T51.1,T511,connu de l'ATIH,type MCO 0,T511,Effet toxique du méthanol
T51.2,T512,connu de l'ATIH,type MCO 0,T512,Effet toxique du 2-Propanol
T51.3,T513,connu de l'ATIH,type MCO 0,T513,Effet toxique de l'huile de fusel
T51.8,T518,connu de l'ATIH,type MCO 0,T518,Effet toxique d'autres alcools
T51.9,T519,connu de l'ATIH,type MCO 0,T519,"Effet toxique de l'alcool, sans précision"
T52.0,T520,connu de l'ATIH,type MCO 0,T520,Effet toxique de produits dérivés du pétrole
T52.1,T521,connu de l'ATIH,type MCO 0,T521,Effet toxique du benzène
T52.2,T522,connu de l'ATIH,type MCO 0,T522,Effet toxique d'homologues du benzène
T52.3,T523,connu de l'ATIH,type MCO 0,T523,Effet toxique des glycols
T52.4,T524,connu de l'ATIH,type MCO 0,T524,Effet toxique des cétones
T52.8,T528,connu de l'ATIH,type MCO 0,T528,Effet toxique d'autres solvants organiques
T52.9,T529,connu de l'ATIH,type MCO 0,T529,"Effet toxique d'un solvant organique, sans précision"
T53.0,T530,connu de l'ATIH,type MCO 0,T530,Effet toxique du tétrachlorure de carbone
T53.1,T531,connu de l'ATIH,type MCO 0,T531,Effet toxique du chloroforme
T53.2,T532,connu de l'ATIH,type MCO 0,T532,Effet toxique du trichloréthylène
T53.3,T533,connu de l'ATIH,type MCO 0,T533,Effet toxique du tétrachloréthylène
T53.4,T534,connu de l'ATIH,type MCO 0,T534,Effet toxique du dichlorométhane
T53.5,T535,connu de l'ATIH,type MCO 0,T535,Effet toxique des chlorofluorocarbures
T53.6,T536,connu de l'ATIH,type MCO 0,T536,Effet toxique d'autres dérivés halogénés d'hydrocarbures aliphatiques
T53.7,T537,connu de l'ATIH,type MCO 0,T537,Effet toxique d'autres dérivés halogénés d'hydrocarbures aromatiques
T53.9,T539,connu de l'ATIH,type MCO 0,T539,"Effet toxique d'un dérivé halogéné d'hydrocarbures aliphatiques et aromatiques, sans précision"
T54.0,T540,connu de l'ATIH,type MCO 0,T540,Effet toxique du phénol et homologues du phénol
T54.1,T541,connu de l'ATIH,type MCO 0,T541,Effet toxique d'autres composés organiques corrosifs
T54.2,T542,connu de l'ATIH,type MCO 0,T542,Effet toxique d'acides corrosifs et substances similaires
T54.3,T543,connu de l'ATIH,type MCO 0,T543,Effet toxique d'alcalis corrosifs et substances similaires
T54.9,T549,connu de l'ATIH,type MCO 0,T549,"Effet toxique d'une substance corrosive, sans précision"
T55,T55,connu de l'ATIH,type MCO 0,T55,Effet toxique de savons et détergents
T56.0,T560,connu de l'ATIH,type MCO 0,T560,Effet toxique du plomb et ses composés
T56.1,T561,connu de l'ATIH,type MCO 0,T561,Effet toxique du mercure et ses composés
T56.2,T562,connu de l'ATIH,type MCO 0,T562,Effet toxique du chrome et ses composés
T56.3,T563,connu de l'ATIH,type MCO 0,T563,Effet toxique du cadmium et ses composés
T56.4,T564,connu de l'ATIH,type MCO 0,T564,Effet toxique du cuivre et ses composés
T56.5,T565,connu de l'ATIH,type MCO 0,T565,Effet toxique du zinc et ses composés
T56.6,T566,connu de l'ATIH,type MCO 0,T566,Effet toxique de l'étain et ses composés
T56.7,T567,connu de l'ATIH,type MCO 0,T567,Effet toxique du béryllium et ses composés
T56.8,T568,connu de l'ATIH,type MCO 0,T568,Effet toxique d'autres métaux
T56.9,T569,connu de l'ATIH,type MCO 0,T569,"Effet toxique d'un métal, sans précision"
T57.0,T570,connu de l'ATIH,type MCO 0,T570,Effet toxique de l'arsenic et ses composés
T57.1,T571,connu de l'ATIH,type MCO 0,T571,Effet toxique du phosphore et ses composés
T57.2,T572,connu de l'ATIH,type MCO 0,T572,Effet toxique du manganèse et ses composés
T57.3,T573,connu de l'ATIH,type MCO 0,T573,Effet toxique du cyanure d'hydrogène
T57.8,T578,connu de l'ATIH,type MCO 0,T578,Effet toxique d'autres substances non organiques précisées
T57.9,T579,connu de l'ATIH,type MCO 0,T579,"Effet toxique d'une substance non organique, sans précision"
T58,T58,connu de l'ATIH,type MCO 0,T58,Effet toxique du monoxyde de carbone
T59.0,T590,connu de l'ATIH,type MCO 0,T590,Effet toxique d'oxydes d'azote
T59.1,T591,connu de l'ATIH,type MCO 0,T591,Effet toxique du dioxyde de soufre
T59.2,T592,connu de l'ATIH,type MCO 0,T592,Effet toxique du formaldéhyde
T59.3,T593,connu de l'ATIH,type MCO 0,T593,Effet toxique de gaz lacrymogène
T59.4,T594,connu de l'ATIH,type MCO 0,T594,Effet toxique du chlore gazeux
T59.5,T595,connu de l'ATIH,type MCO 0,T595,Effet toxique du fluor (gaz) et fluorure d'hydrogène
T59.6,T596,connu de l'ATIH,type MCO 0,T596,Effet toxique du sulfure d'hydrogène
T59.7,T597,connu de l'ATIH,type MCO 0,T597,Effet toxique du dioxyde de carbone
T59.8,T598,connu de l'ATIH,type MCO 0,T598,"Effet toxique d'autres émanations, gaz et fumées précisés"
T59.9,T599,connu de l'ATIH,type MCO 0,T599,"Effet toxique d'émanation, gaz et fumée, sans précision"
T60.0,T600,connu de l'ATIH,type MCO 0,T600,Effet toxique d'insecticides organo-phosphorés et carbamates
T60.1,T601,connu de l'ATIH,type MCO 0,T601,Effet toxique d'insecticides halogénés
T60.2,T602,connu de l'ATIH,type MCO 0,T602,Effet toxique d'autres insecticides
T60.3,T603,connu de l'ATIH,type MCO 0,T603,Effet toxique d'herbicides et fongicides
T60.4,T604,connu de l'ATIH,type MCO 0,T604,Effet toxique de rodenticides
T60.8,T608,connu de l'ATIH,type MCO 0,T608,Effet toxique d'autres pesticides
T60.9,T609,connu de l'ATIH,type MCO 0,T609,"Effet toxique d'un pesticide, sans précision"
T61.0,T610,connu de l'ATIH,type MCO 0,T610,Effet toxique de ciguatera
T61.1,T611,connu de l'ATIH,type MCO 0,T611,Intoxication par poissons scombridés
T61.2,T612,connu de l'ATIH,type MCO 0,T612,Autres intoxications par poissons et coquillages
T61.8,T618,connu de l'ATIH,type MCO 0,T618,Effet toxique d'autres fruits de mer
T61.9,T619,connu de l'ATIH,type MCO 0,T619,Effet toxique d'un fruit de mer non précisé
T62.0,T620,connu de l'ATIH,type MCO 0,T620,Effet toxique de champignons ingérés
T62.1,T621,connu de l'ATIH,type MCO 0,T621,Effet toxique de baies ingérées
T62.2,T622,connu de l'ATIH,type MCO 0,T622,Effet toxique d'autres (parties de) plantes ingérées
T62.8,T628,connu de l'ATIH,type MCO 0,T628,Effet toxique d'autres substances nocives précisées absorbées par le biais d'aliments
T62.9,T629,connu de l'ATIH,type MCO 0,T629,"Effet toxique d'une substance nocive absorbée par le biais d'aliment, sans précision"
T63.0,T630,connu de l'ATIH,type MCO 0,T630,Effet toxique du venin de serpent
T63.1,T631,connu de l'ATIH,type MCO 0,T631,Effet toxique du venin d'autres reptiles
T63.2,T632,connu de l'ATIH,type MCO 0,T632,Effet toxique du venin de scorpion
T63.3,T633,connu de l'ATIH,type MCO 0,T633,Effet toxique du venin d'araignée
T63.4,T634,connu de l'ATIH,type MCO 0,T634,Effet toxique du venin d'autres arthropodes
T63.5,T635,connu de l'ATIH,type MCO 0,T635,Effet toxique d'un contact avec des poissons
T63.6,T636,connu de l'ATIH,type MCO 0,T636,Effet toxique d'un contact avec d'autres animaux marins
T63.8,T638,connu de l'ATIH,type MCO 0,T638,Effet toxique d'un contact avec d'autres animaux venimeux
T63.9,T639,connu de l'ATIH,type MCO 0,T639,"Effet toxique d'un contact avec un animal venimeux, sans précision"
T64,T64,connu de l'ATIH,type MCO 0,T64,Effet toxique de l'aflatoxine et d'autres mycotoxines contaminant des aliments
T65.0,T650,connu de l'ATIH,type MCO 0,T650,Effet toxique des cyanures
T65.1,T651,connu de l'ATIH,type MCO 0,T651,Effet toxique de la strychnine et ses sels
T65.2,T652,connu de l'ATIH,type MCO 0,T652,Effet toxique du tabac et de la nicotine
T65.3,T653,connu de l'ATIH,type MCO 0,T653,Effet toxique de dérivés aminés et nitroaminés du benzène et de ses homologues
T65.4,T654,connu de l'ATIH,type MCO 0,T654,Effet toxique du sulfure de carbone
T65.5,T655,connu de l'ATIH,type MCO 0,T655,Effet toxique de la nitroglycérine et autres acides et esters nitriques
T65.6,T656,connu de l'ATIH,type MCO 0,T656,"Effet toxique de peintures et teintures, non classées ailleurs"
T65.8,T658,connu de l'ATIH,type MCO 0,T658,Effets toxiques d'autres substances précisées
T65.9,T659,connu de l'ATIH,type MCO 0,T659,"Effet toxique d'une substance, sans précision"
T66,T66,connu de l'ATIH,type MCO 0,T66,"Effets de rayonnements, sans précision"
T67.0,T670,connu de l'ATIH,type MCO 0,T670,Coup de chaleur et insolation
T67.1,T671,connu de l'ATIH,type MCO 0,T671,Syncope due à la chaleur
T67.2,T672,connu de l'ATIH,type MCO 0,T672,Crampes dues à la chaleur
T67.3,T673,connu de l'ATIH,type MCO 0,T673,Épuisement dû à la chaleur avec perte hydrique
T67.4,T674,connu de l'ATIH,type MCO 0,T674,Épuisement dû à la chaleur avec perte de sel
T67.5,T675,connu de l'ATIH,type MCO 0,T675,"Épuisement dû à la chaleur, sans précision"
T67.6,T676,connu de l'ATIH,type MCO 0,T676,Fatigue transitoire due à la chaleur
T67.7,T677,connu de l'ATIH,type MCO 0,T677,Œdème dû à la chaleur
T67.8,T678,connu de l'ATIH,type MCO 0,T678,Autres effets de la chaleur et de la lumière
T67.9,T679,connu de l'ATIH,type MCO 0,T679,"Effet de la chaleur et de la lumière, sans précision"
T68.+0,T68+0,connu de l'ATIH,type MCO 0 ; notation divergente,T68+0,"Hypothermie, température corporelle égale ou inférieure à 32°C"
T68.+8,T68+8,connu de l'ATIH,type MCO 0 ; notation divergente,T68+8,"Hypothermie, température corporelle supérieure à 32°C ou non précisée"
T69.0,T690,connu de l'ATIH,type MCO 0,T690,Main et pied d'immersion
T69.1,T691,connu de l'ATIH,type MCO 0,T691,Engelures
T69.8,T698,connu de l'ATIH,type MCO 0,T698,Autres effets précisés d'une baisse de la température
T69.9,T699,connu de l'ATIH,type MCO 0,T699,"Effet d'une baisse de la température, sans précision"
T70.0,T700,connu de l'ATIH,type MCO 0,T700,Barotraumatisme de l'oreille
T70.1,T701,connu de l'ATIH,type MCO 0,T701,Barotraumatisme des sinus
T70.2,T702,connu de l'ATIH,type MCO 0,T702,"Effets de l'altitude, autres et non précisés"
T70.3,T703,connu de l'ATIH,type MCO 0,T703,Maladie des caissons [maladie de la décompression]
T70.4,T704,connu de l'ATIH,type MCO 0,T704,Effets des fluides à haute pression
T70.8,T708,connu de l'ATIH,type MCO 0,T708,Autres effets de la pression atmosphérique et de la pression de l'eau
T70.9,T709,connu de l'ATIH,type MCO 0,T709,"Effet de la pression atmosphérique et de la pression de l'eau, sans précision"
T71,T71,connu de l'ATIH,type MCO 0,T71,Asphyxie
T73.0,T730,connu de l'ATIH,type MCO 0,T730,Effets de la faim
T73.1,T731,connu de l'ATIH,type MCO 0,T731,Effets de la soif
T73.2,T732,connu de l'ATIH,type MCO 0,T732,Épuisement dû aux éléments
T73.3,T733,connu de l'ATIH,type MCO 0,T733,Épuisement dû à un effort intensif
T73.8,T738,connu de l'ATIH,type MCO 0,T738,Autres effets dus à une privation
T73.9,T739,connu de l'ATIH,type MCO 0,T739,"Effet dû à une privation, sans précision"
T74.0,T740,connu de l'ATIH,type MCO 0,T740,Délaissement et abandon
T74.1,T741,connu de l'ATIH,type MCO 0,T741,Sévices physiques
T74.2,T742,connu de l'ATIH,type MCO 0,T742,Sévices sexuels
T74.3,T743,connu de l'ATIH,type MCO 0,T743,Sévices psychologiques
T74.8,T748,connu de l'ATIH,type MCO 0,T748,Autres syndromes dus à de mauvais traitements
T74.9,T749,connu de l'ATIH,type MCO 0,T749,"Syndrome dû à de mauvais traitements, sans précision"
T75.0,T750,connu de l'ATIH,type MCO 0,T750,Effets de la foudre
T75.1,T751,connu de l'ATIH,type MCO 0,T751,Noyade et submersion non mortelle
T75.2,T752,connu de l'ATIH,type MCO 0,T752,Effets des vibrations
T75.3,T753,connu de l'ATIH,type MCO 0,T753,Mal des transports
T75.4,T754,connu de l'ATIH,type MCO 0,T754,Effets du courant électrique
T75.8,T758,connu de l'ATIH,type MCO 0,T758,Autres effets précisés d'autres causes externes
T76,T76,connu de l'ATIH,type MCO 2,T76,Effets non précisés de causes externes
T78.0,T780,connu de l'ATIH,type MCO 0,T780,Choc anaphylactique dû à une intolérance alimentaire
T78.1,T781,connu de l'ATIH,type MCO 0,T781,"Autres réactions d'intolérance alimentaire, non classées ailleurs"
T78.2,T782,connu de l'ATIH,type MCO 0,T782,"Choc anaphylactique, sans précision"
T78.3,T783,connu de l'ATIH,type MCO 0,T783,Œdème angioneurotique
T78.4,T784,connu de l'ATIH,type MCO 0,T784,"Allergie, sans précision"
T78.8,T788,connu de l'ATIH,type MCO 0,T788,"Autres effets indésirables, non classés ailleurs"
T78.9,T789,connu de l'ATIH,type MCO 1,T789,"Effet indésirable, sans précision"
T79.0,T790,connu de l'ATIH,type MCO 0,T790,Embolie gazeuse (traumatique)
T79.1,T791,connu de l'ATIH,type MCO 0,T791,Embolie graisseuse (traumatique)
T79.2,T792,connu de l'ATIH,type MCO 0,T792,Hémorragie traumatique secondaire et récidivante
T79.3,T793,connu de l'ATIH,type MCO 0,T793,"Infection posttraumatique d'une plaie, non classée ailleurs"
T79.4,T794,connu de l'ATIH,type MCO 0,T794,Choc traumatique
T79.5,T795,connu de l'ATIH,type MCO 0,T795,Anurie traumatique
T79.6,T796,connu de l'ATIH,type MCO 0,T796,Ischémie traumatique d'un muscle
T79.7,T797,connu de l'ATIH,type MCO 0,T797,Emphysème sous-cutané d'origine traumatique
T79.8,T798,connu de l'ATIH,type MCO 0,T798,Autres complications précoces d'un traumatisme
T79.9,T799,connu de l'ATIH,type MCO 1,T799,"Complication précoce d'un traumatisme, sans précision"
T80.0,T800,connu de l'ATIH,type MCO 0,T800,"Embolie gazeuse consécutive à une injection thérapeutique, une perfusion et une transfusion"
T80.1,T801,connu de l'ATIH,type MCO 0,T801,"Complications vasculaires consécutives à une injection thérapeutique, une perfusion et une transfusion"
T80.2,T802,connu de l'ATIH,type MCO 1,T802,"Infections consécutives à une injection thérapeutique, une perfusion et une transfusion"
T80.3,T803,connu de l'ATIH,type MCO 0,T803,Réaction d'incompatibilité ABO
T80.4,T804,connu de l'ATIH,type MCO 0,T804,Réaction d'incompatibilité Rh
T80.5,T805,connu de l'ATIH,type MCO 0,T805,Choc anaphylactique dû au sérum
T80.6,T806,connu de l'ATIH,type MCO 0,T806,Autres réactions sériques
T80.8,T808,connu de l'ATIH,type MCO 1,T808,"Autres complications consécutives à une injection thérapeutique, une perfusion et une transfusion"
T80.9,T809,connu de l'ATIH,type MCO 1,T809,"Complication consécutive à une injection thérapeutique, une perfusion et une transfusion, sans précision"
T81.0,T810,connu de l'ATIH,type MCO 0,T810,"Hémorragie et hématome compliquant un acte à visée diagnostique et thérapeutique, non classés ailleurs"
T81.1,T811,connu de l'ATIH,type MCO 0,T811,"Choc pendant ou après un acte à visée diagnostique et thérapeutique, non classé ailleurs"
T81.2,T812,connu de l'ATIH,type MCO 1,T812,"Perforation et déchirure accidentelles au cours d'un acte à visée diagnostique et thérapeutique, non classées ailleurs"
T81.30,T8130,connu de l'ATIH,type MCO 0,T8130,Éviscération postopératoire
T81.38,T8138,connu de l'ATIH,type MCO 0,T8138,"Désunions d'une plaie opératoire non classées ailleurs, autres et non précisées"
T81.4,T814,connu de l'ATIH,type MCO 1,T814,"Infection après un acte à visée diagnostique et thérapeutique, non classée ailleurs"
T81.5,T815,connu de l'ATIH,type MCO 0,T815,Corps étranger laissé accidentellement dans une cavité corporelle ou une plaie opératoire à la suite d'un acte à visée diagnostique et thérapeutique
T81.6,T816,connu de l'ATIH,type MCO 0,T816,Réaction aigüe à une substance étrangère laissée accidentellement au cours d'un acte à visée diagnostique et thérapeutique
T81.7,T817,connu de l'ATIH,type MCO 0,T817,"Complications vasculaires consécutives à un acte à visée diagnostique et thérapeutique, non classées ailleurs"
T81.8,T818,connu de l'ATIH,type MCO 1,T818,"Autres complications d'un acte à visée diagnostique et thérapeutique, non classées ailleurs"
T81.9,T819,connu de l'ATIH,type MCO 1,T819,Complication non précisée d'un acte à visée diagnostique et thérapeutique
T82.0,T820,connu de l'ATIH,type MCO 0,T820,Complication mécanique d'une prothèse valvulaire cardiaque
T82.1,T821,connu de l'ATIH,type MCO 0,T821,Complication mécanique d'un appareil cardiaque électronique
