code_atih,type_mco,libelle_long,classe,sous_classe,code_maitre,ancetre_maitre
W166,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, local industriel et chantier",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1660,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, local industriel et chantier, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1661,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, local industriel et chantier, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1662,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, local industriel et chantier, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1663,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, local industriel et chantier, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1664,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, local industriel et chantier, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1668,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, local industriel et chantier, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1669,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, local industriel et chantier, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W16
W167,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, exploitation agricole",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1670,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, exploitation agricole, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1671,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, exploitation agricole, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1672,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, exploitation agricole, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1673,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, exploitation agricole, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1674,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, exploitation agricole, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1678,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, exploitation agricole, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1679,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, exploitation agricole, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W16
W168,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, autres lieux précisés",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1680,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, autres lieux précisés, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1681,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, autres lieux précisés, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1682,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, autres lieux précisés, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1683,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, autres lieux précisés, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1684,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, autres lieux précisés, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1688,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, autres lieux précisés, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1689,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, autres lieux précisés, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W16
W169,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, lieu sans précision",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1690,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, lieu sans précision, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1691,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, lieu sans précision, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1692,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, lieu sans précision, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1693,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, lieu sans précision, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1694,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, lieu sans précision, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1698,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, lieu sans précision, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W16
W1699,2,"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, lieu sans précision, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W16
W170,2,"Autre chute d'un niveau à un autre, domicile",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1700,2,"Autre chute d'un niveau à un autre, domicile, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1701,2,"Autre chute d'un niveau à un autre, domicile, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1702,2,"Autre chute d'un niveau à un autre, domicile, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1703,2,"Autre chute d'un niveau à un autre, domicile, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1704,2,"Autre chute d'un niveau à un autre, domicile, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1708,2,"Autre chute d'un niveau à un autre, domicile, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1709,2,"Autre chute d'un niveau à un autre, domicile, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W17
W171,2,"Autre chute d'un niveau à un autre, établissement collectif",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1710,2,"Autre chute d'un niveau à un autre, établissement collectif, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1711,2,"Autre chute d'un niveau à un autre, établissement collectif, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1712,2,"Autre chute d'un niveau à un autre, établissement collectif, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1713,2,"Autre chute d'un niveau à un autre, établissement collectif, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1714,2,"Autre chute d'un niveau à un autre, établissement collectif, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1718,2,"Autre chute d'un niveau à un autre, établissement collectif, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1719,2,"Autre chute d'un niveau à un autre, établissement collectif, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W17
W172,2,"Autre chute d'un niveau à un autre, école et lieu public",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1720,2,"Autre chute d'un niveau à un autre, école et lieu public, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1721,2,"Autre chute d'un niveau à un autre, école et lieu public, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1722,2,"Autre chute d'un niveau à un autre, école et lieu public, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1723,2,"Autre chute d'un niveau à un autre, école et lieu public, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1724,2,"Autre chute d'un niveau à un autre, école et lieu public, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1728,2,"Autre chute d'un niveau à un autre, école et lieu public, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1729,2,"Autre chute d'un niveau à un autre, école et lieu public, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W17
W173,2,"Autre chute d'un niveau à un autre, lieu de sport",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1730,2,"Autre chute d'un niveau à un autre, lieu de sport, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1731,2,"Autre chute d'un niveau à un autre, lieu de sport, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1732,2,"Autre chute d'un niveau à un autre, lieu de sport, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1733,2,"Autre chute d'un niveau à un autre, lieu de sport, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1734,2,"Autre chute d'un niveau à un autre, lieu de sport, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1738,2,"Autre chute d'un niveau à un autre, lieu de sport, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1739,2,"Autre chute d'un niveau à un autre, lieu de sport, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W17
W174,2,"Autre chute d'un niveau à un autre, rue ou route",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1740,2,"Autre chute d'un niveau à un autre, rue ou route, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1741,2,"Autre chute d'un niveau à un autre, rue ou route, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1742,2,"Autre chute d'un niveau à un autre, rue ou route, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1743,2,"Autre chute d'un niveau à un autre, rue ou route, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1744,2,"Autre chute d'un niveau à un autre, rue ou route, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1748,2,"Autre chute d'un niveau à un autre, rue ou route, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1749,2,"Autre chute d'un niveau à un autre, rue ou route, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W17
W175,2,"Autre chute d'un niveau à un autre, zone de commerce",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1750,2,"Autre chute d'un niveau à un autre, zone de commerce, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1751,2,"Autre chute d'un niveau à un autre, zone de commerce, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1752,2,"Autre chute d'un niveau à un autre, zone de commerce, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1753,2,"Autre chute d'un niveau à un autre, zone de commerce, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1754,2,"Autre chute d'un niveau à un autre, zone de commerce, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1758,2,"Autre chute d'un niveau à un autre, zone de commerce, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1759,2,"Autre chute d'un niveau à un autre, zone de commerce, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W17
W176,2,"Autre chute d'un niveau à un autre, local industriel et chantier",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1760,2,"Autre chute d'un niveau à un autre, local industriel et chantier, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1761,2,"Autre chute d'un niveau à un autre, local industriel et chantier, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1762,2,"Autre chute d'un niveau à un autre, local industriel et chantier, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1763,2,"Autre chute d'un niveau à un autre, local industriel et chantier, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1764,2,"Autre chute d'un niveau à un autre, local industriel et chantier, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1768,2,"Autre chute d'un niveau à un autre, local industriel et chantier, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1769,2,"Autre chute d'un niveau à un autre, local industriel et chantier, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W17
W177,2,"Autre chute d'un niveau à un autre, exploitation agricole",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1770,2,"Autre chute d'un niveau à un autre, exploitation agricole, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1771,2,"Autre chute d'un niveau à un autre, exploitation agricole, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1772,2,"Autre chute d'un niveau à un autre, exploitation agricole, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1773,2,"Autre chute d'un niveau à un autre, exploitation agricole, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1774,2,"Autre chute d'un niveau à un autre, exploitation agricole, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1778,2,"Autre chute d'un niveau à un autre, exploitation agricole, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1779,2,"Autre chute d'un niveau à un autre, exploitation agricole, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W17
W178,2,"Autre chute d'un niveau à un autre, autres lieux précisés",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1780,2,"Autre chute d'un niveau à un autre, autres lieux précisés, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1781,2,"Autre chute d'un niveau à un autre, autres lieux précisés, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1782,2,"Autre chute d'un niveau à un autre, autres lieux précisés, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1783,2,"Autre chute d'un niveau à un autre, autres lieux précisés, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1784,2,"Autre chute d'un niveau à un autre, autres lieux précisés, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1788,2,"Autre chute d'un niveau à un autre, autres lieux précisés, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1789,2,"Autre chute d'un niveau à un autre, autres lieux précisés, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W17
W179,2,"Autre chute d'un niveau à un autre, lieu sans précision",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1790,2,"Autre chute d'un niveau à un autre, lieu sans précision, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1791,2,"Autre chute d'un niveau à un autre, lieu sans précision, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1792,2,"Autre chute d'un niveau à un autre, lieu sans précision, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1793,2,"Autre chute d'un niveau à un autre, lieu sans précision, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1794,2,"Autre chute d'un niveau à un autre, lieu sans précision, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1798,2,"Autre chute d'un niveau à un autre, lieu sans précision, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W17
W1799,2,"Autre chute d'un niveau à un autre, lieu sans précision, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W17
W180,2,"Autre chute de plain-pied, domicile",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1800,2,"Autre chute de plain-pied, domicile, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1801,2,"Autre chute de plain-pied, domicile, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1802,2,"Autre chute de plain-pied, domicile, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1803,2,"Autre chute de plain-pied, domicile, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1804,2,"Autre chute de plain-pied, domicile, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1808,2,"Autre chute de plain-pied, domicile, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1809,2,"Autre chute de plain-pied, domicile, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W18
W181,2,"Autre chute de plain-pied, établissement collectif",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1810,2,"Autre chute de plain-pied, établissement collectif, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1811,2,"Autre chute de plain-pied, établissement collectif, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1812,2,"Autre chute de plain-pied, établissement collectif, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1813,2,"Autre chute de plain-pied, établissement collectif, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1814,2,"Autre chute de plain-pied, établissement collectif, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1818,2,"Autre chute de plain-pied, établissement collectif, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1819,2,"Autre chute de plain-pied, établissement collectif, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W18
W182,2,"Autre chute de plain-pied, école et lieu public",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1820,2,"Autre chute de plain-pied, école et lieu public, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1821,2,"Autre chute de plain-pied, école et lieu public, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1822,2,"Autre chute de plain-pied, école et lieu public, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1823,2,"Autre chute de plain-pied, école et lieu public, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1824,2,"Autre chute de plain-pied, école et lieu public, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1828,2,"Autre chute de plain-pied, école et lieu public, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1829,2,"Autre chute de plain-pied, école et lieu public, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W18
W183,2,"Autre chute de plain-pied, lieu de sport",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1830,2,"Autre chute de plain-pied, lieu de sport, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1831,2,"Autre chute de plain-pied, lieu de sport, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1832,2,"Autre chute de plain-pied, lieu de sport, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1833,2,"Autre chute de plain-pied, lieu de sport, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1834,2,"Autre chute de plain-pied, lieu de sport, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1838,2,"Autre chute de plain-pied, lieu de sport, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1839,2,"Autre chute de plain-pied, lieu de sport, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W18
W184,2,"Autre chute de plain-pied, rue ou route",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1840,2,"Autre chute de plain-pied, rue ou route, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1841,2,"Autre chute de plain-pied, rue ou route, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1842,2,"Autre chute de plain-pied, rue ou route, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1843,2,"Autre chute de plain-pied, rue ou route, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1844,2,"Autre chute de plain-pied, rue ou route, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1848,2,"Autre chute de plain-pied, rue ou route, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1849,2,"Autre chute de plain-pied, rue ou route, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W18
W185,2,"Autre chute de plain-pied, zone de commerce",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1850,2,"Autre chute de plain-pied, zone de commerce, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1851,2,"Autre chute de plain-pied, zone de commerce, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1852,2,"Autre chute de plain-pied, zone de commerce, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1853,2,"Autre chute de plain-pied, zone de commerce, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1854,2,"Autre chute de plain-pied, zone de commerce, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1858,2,"Autre chute de plain-pied, zone de commerce, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1859,2,"Autre chute de plain-pied, zone de commerce, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W18
W186,2,"Autre chute de plain-pied, local industriel et chantier",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1860,2,"Autre chute de plain-pied, local industriel et chantier, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1861,2,"Autre chute de plain-pied, local industriel et chantier, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1862,2,"Autre chute de plain-pied, local industriel et chantier, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1863,2,"Autre chute de plain-pied, local industriel et chantier, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1864,2,"Autre chute de plain-pied, local industriel et chantier, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1868,2,"Autre chute de plain-pied, local industriel et chantier, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1869,2,"Autre chute de plain-pied, local industriel et chantier, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W18
W187,2,"Autre chute de plain-pied, exploitation agricole",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1870,2,"Autre chute de plain-pied, exploitation agricole, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1871,2,"Autre chute de plain-pied, exploitation agricole, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1872,2,"Autre chute de plain-pied, exploitation agricole, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1873,2,"Autre chute de plain-pied, exploitation agricole, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1874,2,"Autre chute de plain-pied, exploitation agricole, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1878,2,"Autre chute de plain-pied, exploitation agricole, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1879,2,"Autre chute de plain-pied, exploitation agricole, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W18
W188,2,"Autre chute de plain-pied, autres lieux précisés",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1880,2,"Autre chute de plain-pied, autres lieux précisés, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1881,2,"Autre chute de plain-pied, autres lieux précisés, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1882,2,"Autre chute de plain-pied, autres lieux précisés, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1883,2,"Autre chute de plain-pied, autres lieux précisés, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1884,2,"Autre chute de plain-pied, autres lieux précisés, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1888,2,"Autre chute de plain-pied, autres lieux précisés, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1889,2,"Autre chute de plain-pied, autres lieux précisés, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",W18
W189,2,"Autre chute de plain-pied, lieu sans précision",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1890,2,"Autre chute de plain-pied, lieu sans précision, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",W18
W1891,2,"Autre chute de plain-pied, lieu sans précision, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",W18
