code_atih,type_mco,libelle_long,classe,sous_classe,code_maitre,ancetre_maitre
V3844,2,"Occupant d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, en montée ou en descente, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",V38.4
V3848,2,"Occupant d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, en montée ou en descente, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",V38.4
V3849,2,"Occupant d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, en montée ou en descente, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",V38.4
V385,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation",fiche (écriture directe),"",V38.5,""
V3850,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",V38.5
V3851,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",V38.5
V3852,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",V38.5
V3853,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",V38.5
V3854,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",V38.5
V3858,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",V38.5
V3859,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",V38.5
V386,2,"Passager d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation",fiche (écriture directe),"",V38.6,""
V3860,2,"Passager d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",V38.6
V3861,2,"Passager d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",V38.6
V3862,2,"Passager d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",V38.6
V3863,2,"Passager d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",V38.6
V3864,2,"Passager d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",V38.6
V3868,2,"Passager d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",V38.6
V3869,2,"Passager d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",V38.6
V387,2,"Personne à l'extérieur d'un véhicule à moteur à trois roues blessée dans un accident de transport, sans collision, accident de circulation",fiche (écriture directe),"",V38.7,""
V3870,2,"Personne à l'extérieur d'un véhicule à moteur à trois roues blessée dans un accident de transport, sans collision, accident de circulation, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",V38.7
V3871,2,"Personne à l'extérieur d'un véhicule à moteur à trois roues blessée dans un accident de transport, sans collision, accident de circulation, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",V38.7
V3872,2,"Personne à l'extérieur d'un véhicule à moteur à trois roues blessée dans un accident de transport, sans collision, accident de circulation, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",V38.7
V3873,2,"Personne à l'extérieur d'un véhicule à moteur à trois roues blessée dans un accident de transport, sans collision, accident de circulation, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",V38.7
V3874,2,"Personne à l'extérieur d'un véhicule à moteur à trois roues blessée dans un accident de transport, sans collision, accident de circulation, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",V38.7
V3878,2,"Personne à l'extérieur d'un véhicule à moteur à trois roues blessée dans un accident de transport, sans collision, accident de circulation, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",V38.7
V3879,2,"Personne à l'extérieur d'un véhicule à moteur à trois roues blessée dans un accident de transport, sans collision, accident de circulation, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",V38.7
V389,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation",fiche (écriture directe),"",V38.9,""
V3890,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",V38.9
V3891,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",V38.9
V3892,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",V38.9
V3893,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",V38.9
V3894,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",V38.9
V3898,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",V38.9
V3899,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision, accident de circulation, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",V38.9
V390,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation",fiche (écriture directe),"",V39.0,""
V3900,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",V39.0
V3901,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",V39.0
V3902,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",V39.0
V3903,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",V39.0
V3904,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",V39.0
V3908,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",V39.0
V3909,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",V39.0
V391,2,"Passager d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation",fiche (écriture directe),"",V39.1,""
V3910,2,"Passager d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",V39.1
V3911,2,"Passager d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",V39.1
V3912,2,"Passager d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",V39.1
V3913,2,"Passager d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",V39.1
V3914,2,"Passager d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",V39.1
V3918,2,"Passager d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",V39.1
V3919,2,"Passager d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",V39.1
V392,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues, blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation",fiche (écriture directe),"",V39.2,""
V3920,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues, blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",V39.2
V3921,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues, blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",V39.2
V3922,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues, blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",V39.2
V3923,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues, blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",V39.2
V3924,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues, blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",V39.2
V3928,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues, blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",V39.2
V3929,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues, blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",V39.2
V393,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans un accident de transport, sans précision, accident hors circulation",fiche (écriture directe),"",V39.3,""
V3930,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans un accident de transport, sans précision, accident hors circulation, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",V39.3
V3931,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans un accident de transport, sans précision, accident hors circulation, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",V39.3
V3932,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans un accident de transport, sans précision, accident hors circulation, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",V39.3
V3933,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans un accident de transport, sans précision, accident hors circulation, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",V39.3
V3934,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans un accident de transport, sans précision, accident hors circulation, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",V39.3
V3938,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans un accident de transport, sans précision, accident hors circulation, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",V39.3
V3939,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans un accident de transport, sans précision, accident hors circulation, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",V39.3
V394,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation",fiche (écriture directe),"",V39.4,""
V3940,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",V39.4
V3941,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",V39.4
V3942,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",V39.4
V3943,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",V39.4
V3944,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",V39.4
V3948,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",V39.4
V3949,2,"Conducteur d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",V39.4
V395,2,"Passager d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation",fiche (écriture directe),"",V39.5,""
V3950,2,"Passager d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",V39.5
V3951,2,"Passager d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",V39.5
V3952,2,"Passager d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",V39.5
V3953,2,"Passager d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",V39.5
V3954,2,"Passager d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",V39.5
V3958,2,"Passager d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",V39.5
V3959,2,"Passager d'un véhicule à moteur à trois roues blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",V39.5
V396,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues, blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation",fiche (écriture directe),"",V39.6,""
V3960,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues, blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",V39.6
V3961,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues, blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",V39.6
V3962,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues, blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",V39.6
V3963,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues, blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",V39.6
V3964,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues, blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",V39.6
V3968,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues, blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",V39.6
V3969,2,"Occupant, sans précision, d'un véhicule à moteur à trois roues, blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",V39.6
V398,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans d'autres accidents de transport précisés",fiche (écriture directe),"",V39.8,""
V3980,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans d'autres accidents de transport précisés, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",V39.8
V3981,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans d'autres accidents de transport précisés, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",V39.8
V3982,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans d'autres accidents de transport précisés, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",V39.8
V3983,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans d'autres accidents de transport précisés, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",V39.8
V3984,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans d'autres accidents de transport précisés, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",V39.8
V3988,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans d'autres accidents de transport précisés, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",V39.8
V3989,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans d'autres accidents de transport précisés, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",V39.8
V399,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans un accident de circulation, sans précision",fiche (écriture directe),"",V39.9,""
V3990,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans un accident de circulation, sans précision, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",V39.9
V3991,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans un accident de circulation, sans précision, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",V39.9
V3992,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans un accident de circulation, sans précision, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",V39.9
V3993,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans un accident de circulation, sans précision, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",V39.9
V3994,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans un accident de circulation, sans précision, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",V39.9
V3998,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans un accident de circulation, sans précision, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",V39.9
V3999,2,"Occupant [tout type] d'un véhicule à moteur à trois roues, blessé dans un accident de circulation, sans précision, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",V39.9
V400,2,"Conducteur d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation",fiche (écriture directe),"",V40.0,""
V4000,2,"Conducteur d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",V40.0
V4001,2,"Conducteur d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",V40.0
V4002,2,"Conducteur d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",V40.0
V4003,2,"Conducteur d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",V40.0
V4004,2,"Conducteur d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",V40.0
V4008,2,"Conducteur d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",V40.0
V4009,2,"Conducteur d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",V40.0
V401,2,"Passager d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation",fiche (écriture directe),"",V40.1,""
V4010,2,"Passager d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",V40.1
V4011,2,"Passager d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",V40.1
V4012,2,"Passager d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",V40.1
V4013,2,"Passager d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",V40.1
V4014,2,"Passager d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",V40.1
V4018,2,"Passager d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",V40.1
V4019,2,"Passager d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",V40.1
V402,2,"Personne à l'extérieur d'une automobile blessée dans une collision avec un piéton ou un animal, accident hors circulation",fiche (écriture directe),"",V40.2,""
V4020,2,"Personne à l'extérieur d'une automobile blessée dans une collision avec un piéton ou un animal, accident hors circulation, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",V40.2
V4021,2,"Personne à l'extérieur d'une automobile blessée dans une collision avec un piéton ou un animal, accident hors circulation, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",V40.2
V4022,2,"Personne à l'extérieur d'une automobile blessée dans une collision avec un piéton ou un animal, accident hors circulation, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",V40.2
V4023,2,"Personne à l'extérieur d'une automobile blessée dans une collision avec un piéton ou un animal, accident hors circulation, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",V40.2
V4024,2,"Personne à l'extérieur d'une automobile blessée dans une collision avec un piéton ou un animal, accident hors circulation, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",V40.2
V4028,2,"Personne à l'extérieur d'une automobile blessée dans une collision avec un piéton ou un animal, accident hors circulation, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",V40.2
V4029,2,"Personne à l'extérieur d'une automobile blessée dans une collision avec un piéton ou un animal, accident hors circulation, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",V40.2
V403,2,"Occupant, sans précision, d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation",fiche (écriture directe),"",V40.3,""
V4030,2,"Occupant, sans précision, d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",V40.3
V4031,2,"Occupant, sans précision, d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en participant à un jeu et à des activités de loisirs",réellement absent,extension chapitre XX (lieu/activité),"",V40.3
V4032,2,"Occupant, sans précision, d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en exerçant un travail à des fins lucratives",réellement absent,extension chapitre XX (lieu/activité),"",V40.3
V4033,2,"Occupant, sans précision, d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en exerçant d'autres formes de travail",réellement absent,extension chapitre XX (lieu/activité),"",V40.3
V4034,2,"Occupant, sans précision, d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en se reposant, en dormant, en mangeant ou en participant à d'autres activités essentielles",réellement absent,extension chapitre XX (lieu/activité),"",V40.3
V4038,2,"Occupant, sans précision, d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en participant à d'autres activités précisées",réellement absent,extension chapitre XX (lieu/activité),"",V40.3
V4039,2,"Occupant, sans précision, d'une automobile blessé dans une collision avec un piéton ou un animal, accident hors circulation, en participant à une activité non précisée",réellement absent,extension chapitre XX (lieu/activité),"",V40.3
V404,2,"Occupant d'une automobile blessé dans une collision avec un piéton ou un animal, en montée ou en descente",fiche (écriture directe),"",V40.4,""
V4040,2,"Occupant d'une automobile blessé dans une collision avec un piéton ou un animal, en montée ou en descente, en pratiquant un sport",réellement absent,extension chapitre XX (lieu/activité),"",V40.4
