association_id,dagger_code,dagger_label,asterisk_code,asterisk_label,combination_labels,levels_present,redundancy_level,source_lids
751,N18.8,autres insuffisances rénales chroniques,I32.8,péricardite au cours d'autres maladies classées ailleurs,péricardite (au cours de) urémique | péricardite urémique,"H,U",independent,"16283,21101"
752,N25.0,ostéodystrophie rénale,M90.8,ostéopathie au cours d'autres maladies classées ailleurs,ostéopathie au cours d'ostéodystrophie rénale,H,independent,20811
753,Q90,syndrome de Down,H19.8,autres affections de la sclérotique et de la cornée au cours de maladies classées ailleurs,Kératocône au cours du syndrome de Down,H,independent,15764
754,T70.3,maladie des caissons [maladie de la décompression],M90.3,ostéonécrose de la maladie des caissons,ostéonécrose de la maladie des caissons,G,independent,5913
755,T86,échec et rejet d'organes et de tissus greffés,N16.5,maladie rénale tubulo-interstitielle au cours d'un rejet de greffe,maladie rénale tubulo-interstitielle au cours d'un rejet de greffe,G,independent,6476
756,T90,séquelles de lésions traumatiques de la tête,F02.8,démence au cours d'autres maladies classées ailleurs,"",H,independent,32499
757,,,D63,anémie au cours de maladies chroniques classées ailleurs,anémie au cours de maladies chroniques classées ailleurs,F,none,1881
758,,,D63.8,anémie au cours d'autres maladies chroniques classées ailleurs,anémie au cours d'autres maladies chroniques classées ailleurs,F,none,1883
759,,,D77,autres maladies du sang et des organes hématopoïétiques au cours de maladies classées ailleurs,autres maladies du sang et des organes hématopoïétiques au cours de maladies classées ailleurs,F,none,1946
760,,,E35,anomalies endocriniennes au cours de maladies classées ailleurs,anomalies endocriniennes au cours de maladies classées ailleurs,F,none,2625
761,,,E35.0,anomalies de la glande thyroïde au cours de maladies classées ailleurs,anomalies de la glande thyroïde au cours de maladies classées ailleurs,F,none,2626
762,,,E35.1,anomalies de la glande surrénale au cours de maladies classées ailleurs,anomalies de la glande surrénale au cours de maladies classées ailleurs,F,none,2627
763,,,E35.8,anomalies d'autres glandes endocrines au cours de maladies classées ailleurs,anomalies d'autres glandes endocrines au cours de maladies classées ailleurs,F,none,2628
764,,,E90,anomalies nutritionnelles et métaboliques au cours de maladies classées ailleurs,anomalies nutritionnelles et métaboliques au cours de maladies classées ailleurs,F,none,2840
765,,,F02,démence au cours d'autres maladies classées ailleurs,démence au cours d'autres maladies classées ailleurs,F,none,2855
766,,,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours d'autres maladies classées ailleurs,F,none,2861
767,,,G01,méningite au cours d'affections bactériennes classées ailleurs,méningite au cours d'affections bactériennes classées ailleurs,F,none,3329
768,,,G02,méningite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,méningite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,F,none,3330
769,,,G02.0,méningite au cours d'infections virales classées ailleurs,méningite au cours d'infections virales classées ailleurs,F,none,3331
770,,,G02.1,méningite au cours de mycoses classées ailleurs,méningite au cours de mycoses classées ailleurs,F,none,3332
771,,,G02.8,méningite au cours d'autres maladies infectieuses et parasitaires précisées classées ailleurs,méningite au cours d'autres maladies infectieuses et parasitaires précisées classées ailleurs,F,none,3333
772,,,G05,"encéphalite, myélite et encéphalomyélite au cours d'affections classées ailleurs","encéphalite, myélite et encéphalomyélite au cours d'affections classées ailleurs",F,none,3346
773,,,G05.0,"encéphalite, myélite et encéphalomyélite au cours d'infections bactériennes classées ailleurs","encéphalite, myélite et encéphalomyélite au cours d'infections bactériennes classées ailleurs",F,none,3347
774,,,G05.1,"encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs","encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs",F,none,3348
775,,,G05.2,"encéphalite, myélite et encéphalomyélite au cours d'autres maladies infectieuses et parasitaires classées ailleurs","encéphalite, myélite et encéphalomyélite au cours d'autres maladies infectieuses et parasitaires classées ailleurs",F,none,3349
776,,,G05.8,"encéphalite, myélite et encéphalomyélite au cours d'autres affections classées ailleurs","encéphalite, myélite et encéphalomyélite au cours d'autres affections classées ailleurs",F,none,3350
777,,,G07,abcès et granulome intracrâniens et intrarachidiens au cours d'affections classées ailleurs,abcès et granulome intracrâniens et intrarachidiens au cours d'affections classées ailleurs,F,none,3355
778,,,G13,affections dégénératives systémiques affectant principalement le système nerveux central au cours d'affections classées ailleurs,affections dégénératives systémiques affectant principalement le système nerveux central au cours d'affections classées ailleurs,F,none,3374
779,,,G13.0,neuromyopathie et neuropathie paranéoplasiques,neuromyopathie et neuropathie paranéoplasiques,F,none,3375
780,,,G13.1,autres affections dégénératives systémiques affectant principalement le système nerveux central au cours de maladies tumorales,autres affections dégénératives systémiques affectant principalement le système nerveux central au cours de maladies tumorales,F,none,3376
781,,,G13.8,affections dégénératives systémiques affectant principalement le système nerveux central au cours d'autres affections classées ailleurs,affections dégénératives systémiques affectant principalement le système nerveux central au cours d'autres affections classées ailleurs,F,none,3378
782,,,G22,syndrome parkinsonien au cours de maladies classées ailleurs,syndrome parkinsonien au cours de maladies classées ailleurs,F,none,3388
783,,,G26,syndromes extrapyramidaux et troubles de la motricité au cours d'affections classées ailleurs,syndromes extrapyramidaux et troubles de la motricité au cours d'affections classées ailleurs,F,none,3414
784,,,G32,autres affections dégénératives du système nerveux au cours d'affections classées ailleurs,autres affections dégénératives du système nerveux au cours d'affections classées ailleurs,F,none,3427
785,,,G32.0,dégénérescence combinée subaiguë de la moelle épinière au cours de maladies classées ailleurs,dégénérescence combinée subaiguë de la moelle épinière au cours de maladies classées ailleurs,F,none,3428
786,,,G32.8,autres affections dégénératives précisées du système nerveux au cours de maladies classées ailleurs,autres affections dégénératives précisées du système nerveux au cours de maladies classées ailleurs,F,none,3429
787,,,G53,affections des nerfs crâniens au cours de maladies classées ailleurs,affections des nerfs crâniens au cours de maladies classées ailleurs,F,none,3526
788,,,G53.8,autres affections des nerfs crâniens au cours d'autres maladies classées ailleurs,autres affections des nerfs crâniens au cours d'autres maladies classées ailleurs,F,none,3531
789,,,G55,compression des racines et des plexus nerveux au cours de maladies classées ailleurs,compression des racines et des plexus nerveux au cours de maladies classées ailleurs,F,none,3543
790,,,G55.8,compression des racines et des plexus nerveux au cours d'autres maladies classées ailleurs,compression des racines et des plexus nerveux au cours d'autres maladies classées ailleurs,F,none,3548
791,,,G59,mononévrite au cours de maladies classées ailleurs,mononévrite au cours de maladies classées ailleurs,F,none,3572
792,,,G59.8,autres mononévrites au cours de maladies classées ailleurs,autres mononévrites au cours de maladies classées ailleurs,F,none,3574
793,,,G63,polynévrite au cours de maladies classées ailleurs,polynévrite au cours de maladies classées ailleurs,F,none,3594
794,,,G63.0,polynévrite au cours de maladies infectieuses et parasitaires classées ailleurs,polynévrite au cours de maladies infectieuses et parasitaires classées ailleurs,F,none,3595
795,,,G63.8,polynévrite au cours d'autres maladies classées ailleurs,polynévrite au cours d'autres maladies classées ailleurs,F,none,3602
796,,,G73,affections musculaires et neuro-musculaires au cours de maladies classées ailleurs,affections musculaires et neuro-musculaires au cours de maladies classées ailleurs,F,none,3626
797,,,G73.0,syndrome myasthénique au cours de maladies endocriniennes,syndrome myasthénique au cours de maladies endocriniennes,F,none,3627
798,,,G73.3,syndrome myasthénique au cours d'autres maladies classées ailleurs,syndrome myasthénique au cours d'autres maladies classées ailleurs,F,none,3630
799,,,G73.4,myopathie au cours de maladies infectieuses et parasitaires classées ailleurs,myopathie au cours de maladies infectieuses et parasitaires classées ailleurs,F,none,3631
800,,,G73.5,myopathie au cours de maladies endocriniennes,myopathie au cours de maladies endocriniennes,F,none,3632
801,,,G73.6,myopathie au cours de maladies métaboliques,myopathie au cours de maladies métaboliques,F,none,3633
802,,,G73.7,myopathie au cours d'autres maladies classées ailleurs,myopathie au cours d'autres maladies classées ailleurs,F,none,3634
803,,,G94,autres affections du cerveau au cours de maladies classées ailleurs,autres affections du cerveau au cours de maladies classées ailleurs,F,none,3690
804,,,G94.2,hydrocéphalie au cours d'autres maladies classées ailleurs,hydrocéphalie au cours d'autres maladies classées ailleurs,F,none,3693
805,,,G94.8,autres affections précisées du cerveau au cours de maladies classées ailleurs,autres affections précisées du cerveau au cours de maladies classées ailleurs,F,none,3694
806,,,G99,autres affections du système nerveux au cours de maladies classées ailleurs,autres affections du système nerveux au cours de maladies classées ailleurs,F,none,3713
807,,,G99.0,neuropathie du système nerveux autonome au cours de maladies endocriniennes et métaboliques,neuropathie du système nerveux autonome au cours de maladies endocriniennes et métaboliques,F,none,3714
808,,,G99.1,autres affections du système nerveux autonome au cours d'autres maladies classées ailleurs,autres affections du système nerveux autonome au cours d'autres maladies classées ailleurs,F,none,3715
809,,,G99.2,myélopathies au cours de maladies classées ailleurs,myélopathies au cours de maladies classées ailleurs,F,none,3716
810,,,G99.8,autres affections précisées du système nerveux au cours de maladies classées ailleurs,autres affections précisées du système nerveux au cours de maladies classées ailleurs,F,none,3717
811,,,H03,affections de la paupière au cours de maladies classées ailleurs,affections de la paupière au cours de maladies classées ailleurs,F,none,3739
812,,,H03.0,infection parasitaire de la paupière au cours de maladies classées ailleurs,infection parasitaire de la paupière au cours de maladies classées ailleurs,F,none,3740
813,,,H03.1,atteinte de la paupière au cours d'autres maladies infectieuses classées ailleurs,atteinte de la paupière au cours d'autres maladies infectieuses classées ailleurs,F,none,3741
814,,,H03.8,atteinte de la paupière au cours d'autres maladies classées ailleurs,atteinte de la paupière au cours d'autres maladies classées ailleurs,F,none,3742
815,,,H06,affections de l'appareil lacrymal et de l'orbite au cours de maladies classées ailleurs,affections de l'appareil lacrymal et de l'orbite au cours de maladies classées ailleurs,F,none,3762
816,,,H06.0,affections de l'appareil lacrymal au cours de maladies classées ailleurs,affections de l'appareil lacrymal au cours de maladies classées ailleurs,F,none,3763
817,,,H06.1,infection parasitaire de l'orbite au cours de maladies classées ailleurs,infection parasitaire de l'orbite au cours de maladies classées ailleurs,F,none,3764
818,,,H06.3,autres affections de l'orbite au cours de maladies classées ailleurs,autres affections de l'orbite au cours de maladies classées ailleurs,F,none,3766
819,,,H13,affections de la conjonctive au cours de maladies classées ailleurs,affections de la conjonctive au cours de maladies classées ailleurs,F,none,3785
820,,,H13.1,conjonctivite au cours de maladies infectieuses et parasitaires classées ailleurs,conjonctivite au cours de maladies infectieuses et parasitaires classées ailleurs,F,none,3787
821,,,H13.2,conjonctivite au cours d'autres maladies classées ailleurs,conjonctivite au cours d'autres maladies classées ailleurs,F,none,3788
822,,,H13.8,autres affections de la conjonctive au cours de maladies classées ailleurs,autres affections de la conjonctive au cours de maladies classées ailleurs,F,none,3790
823,,,H19,affections de la sclérotique et de la cornée au cours de maladies classées ailleurs,affections de la sclérotique et de la cornée au cours de maladies classées ailleurs,F,none,3821
824,,,H19.0,sclérite et épisclérite au cours de maladies classées ailleurs,sclérite et épisclérite au cours de maladies classées ailleurs,F,none,3822
825,,,H19.2,kératite et kératoconjonctivite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,kératite et kératoconjonctivite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,F,none,3824
826,,,H19.3,kératite et kératoconjonctivite au cours d'autres maladies classées ailleurs,kératite et kératoconjonctivite au cours d'autres maladies classées ailleurs,F,none,3825
827,,,H19.8,autres affections de la sclérotique et de la cornée au cours de maladies classées ailleurs,autres affections de la sclérotique et de la cornée au cours de maladies classées ailleurs,F,none,3826
828,,,H22,affections de l'iris et du corps ciliaire au cours de maladies classées ailleurs,affections de l'iris et du corps ciliaire au cours de maladies classées ailleurs,F,none,3842
829,,,H22.0,iridocyclite au cours de maladies infectieuses et parasitaires classées ailleurs,iridocyclite au cours de maladies infectieuses et parasitaires classées ailleurs,F,none,3843
830,,,H22.1,iridocyclite au cours d'autres maladies classées ailleurs,iridocyclite au cours d'autres maladies classées ailleurs,F,none,3844
831,,,H22.8,autres affections de l'iris et du corps ciliaire au cours de maladies classées ailleurs,autres affections de l'iris et du corps ciliaire au cours de maladies classées ailleurs,F,none,3845
832,,,H28,cataracte et autres affections du cristallin au cours de maladies classées ailleurs,cataracte et autres affections du cristallin au cours de maladies classées ailleurs,F,none,3866
833,,,H28.1,"cataracte au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques","cataracte au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques",F,none,3868
834,,,H28.2,cataracte au cours d'autres maladies classées ailleurs,cataracte au cours d'autres maladies classées ailleurs,F,none,3869
835,,,H28.8,autres affections du cristallin au cours de maladies classées ailleurs,autres affections du cristallin au cours de maladies classées ailleurs,F,none,3870
836,,,H32,affections choriorétiniennes au cours de maladies classées ailleurs,affections choriorétiniennes au cours de maladies classées ailleurs,F,none,3886
837,,,H32.0,affections choriorétiniennes au cours de maladies infectieuses et parasitaires classées ailleurs,affections choriorétiniennes au cours de maladies infectieuses et parasitaires classées ailleurs,F,none,3887
838,,,H32.8,autres affections choriorétiniennes au cours de maladies classées ailleurs,autres affections choriorétiniennes au cours de maladies classées ailleurs,F,none,3888
839,,,H36,affections rétiniennes au cours de maladies classées ailleurs,affections rétiniennes au cours de maladies classées ailleurs,F,none,3913
840,,,H36.8,autres affections rétiniennes au cours de maladies classées ailleurs,autres affections rétiniennes au cours de maladies classées ailleurs,F,none,3915
841,,,H42,glaucome au cours de maladies classées ailleurs,glaucome au cours de maladies classées ailleurs,F,none,3927
842,,,H42.0,"glaucome au cours de maladies endocriniennes, nutritionnelles et métaboliques","glaucome au cours de maladies endocriniennes, nutritionnelles et métaboliques",F,none,3928
843,,,H42.8,glaucome au cours d'autres maladies classées ailleurs,glaucome au cours d'autres maladies classées ailleurs,F,none,3929
844,,,H45,affections du corps vitré et du globe oculaire au cours de maladies classées ailleurs,affections du corps vitré et du globe oculaire au cours de maladies classées ailleurs,F,none,3949
845,,,H45.0,hémorragie du corps vitré au cours de maladies classées ailleurs,hémorragie du corps vitré au cours de maladies classées ailleurs,F,none,3950
846,,,H45.1,endophtalmie au cours de maladies classées ailleurs,endophtalmie au cours de maladies classées ailleurs,F,none,3951
847,,,H45.8,autres affections du corps vitré et du globe oculaire au cours de maladies classées ailleurs,autres affections du corps vitré et du globe oculaire au cours de maladies classées ailleurs,F,none,3952
848,,,H48,affections du nerf [II] et des voies optiques au cours de maladies classées ailleurs,affections du nerf [II] et des voies optiques au cours de maladies classées ailleurs,F,none,3964
849,,,H48.0,atrophie optique au cours de maladies classées ailleurs,atrophie optique au cours de maladies classées ailleurs,F,none,3965
850,,,H48.1,névrite rétrobulbaire au cours de maladies classées ailleurs,névrite rétrobulbaire au cours de maladies classées ailleurs,F,none,3966
851,,,H48.8,autres affections du nerf et des voies optiques au cours de maladies classées ailleurs,autres affections du nerf et des voies optiques au cours de maladies classées ailleurs,F,none,3967
852,,,H58,autres affections de l'oeil et de ses annexes au cours de maladies classées ailleurs,autres affections de l'oeil et de ses annexes au cours de maladies classées ailleurs,F,none,4029
853,,,H58.0,anomalies fonctionnelles de la pupille au cours de maladies classées ailleurs,anomalies fonctionnelles de la pupille au cours de maladies classées ailleurs,F,none,4030
854,,,H58.1,troubles de la vue au cours de maladies classées ailleurs,troubles de la vue au cours de maladies classées ailleurs,F,none,4031
855,,,H58.8,autres affections précisées de l'oeil et de ses annexes au cours de maladies classées ailleurs,autres affections précisées de l'oeil et de ses annexes au cours de maladies classées ailleurs,F,none,4032
856,,,H62,affections de l'oreille externe au cours de maladies classées ailleurs,affections de l'oreille externe au cours de maladies classées ailleurs,F,none,4055
857,,,H62.0,otite externe au cours de maladies bactériennes classées ailleurs,otite externe au cours de maladies bactériennes classées ailleurs,F,none,4056
858,,,H62.1,otite externe au cours de maladies virales classées ailleurs,otite externe au cours de maladies virales classées ailleurs,F,none,4057
859,,,H62.2,otite externe au cours de mycoses,otite externe au cours de mycoses,F,none,4058
860,,,H62.3,otite externe au cours d'autres maladies infectieuses et parasitaires classées ailleurs,otite externe au cours d'autres maladies infectieuses et parasitaires classées ailleurs,F,none,4059
861,,,H62.4,otite externe au cours d'autres maladies classées ailleurs,otite externe au cours d'autres maladies classées ailleurs,F,none,4060
862,,,H62.8,autres affections de l'oreille externe au cours de maladies classées ailleurs,autres affections de l'oreille externe au cours de maladies classées ailleurs,F,none,4061
863,,,H67,otite moyenne au cours de maladies classées ailleurs,otite moyenne au cours de maladies classées ailleurs,F,none,4077
864,,,H67.0,otite moyenne au cours de maladies bactériennes classées ailleurs,otite moyenne au cours de maladies bactériennes classées ailleurs,F,none,4078
865,,,H67.1,otite moyenne au cours de maladies virales classées ailleurs,otite moyenne au cours de maladies virales classées ailleurs,F,none,4079
866,,,H67.8,otite moyenne au cours d'autres maladies classées ailleurs,otite moyenne au cours d'autres maladies classées ailleurs,F,none,1980
867,,,H75,autres affections de l'oreille moyenne et de l'apophyse mastoïde au cours de maladies classées ailleurs,autres affections de l'oreille moyenne et de l'apophyse mastoïde au cours de maladies classées ailleurs,F,none,2014
868,,,H75.0,mastoïdite au cours de maladies infectieuses et parasitaires classées ailleurs,mastoïdite au cours de maladies infectieuses et parasitaires classées ailleurs,F,none,2015
869,,,H75.8,autres affections précisées de l'oreille moyenne et de l'apophyse mastoïde au cours de maladies classées ailleurs,autres affections précisées de l'oreille moyenne et de l'apophyse mastoïde au cours de maladies classées ailleurs,F,none,2016
870,,,H82,syndromes vertigineux au cours de maladies classées ailleurs,syndromes vertigineux au cours de maladies classées ailleurs,F,none,2032
871,,,H94,autres affections de l'oreille au cours de maladies classées ailleurs,autres affections de l'oreille au cours de maladies classées ailleurs,F,none,4109
872,,,H94.0,névrite acoustique au cours de maladies infectieuses et parasitaires classées ailleurs,névrite acoustique au cours de maladies infectieuses et parasitaires classées ailleurs,F,none,4110
873,,,H94.8,autres affections précisées de l'oreille au cours de maladies classées ailleurs,autres affections précisées de l'oreille au cours de maladies classées ailleurs,F,none,4111
874,,,I32,péricardite au cours de maladies classées ailleurs,péricardite au cours de maladies classées ailleurs,F,none,4249
875,,,I32.0,péricardite au cours de maladies bactériennes classées ailleurs,péricardite au cours de maladies bactériennes classées ailleurs,F,none,4250
876,,,I32.1,péricardite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,péricardite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,F,none,4251
877,,,I32.8,péricardite au cours d'autres maladies classées ailleurs,péricardite au cours d'autres maladies classées ailleurs,F,none,4252
878,,,I39,endocardite et atteintes valvulaires cardiaques au cours de maladies classées ailleurs,endocardite et atteintes valvulaires cardiaques au cours de maladies classées ailleurs,F,none,4281
879,,,I39.0,atteintes de la valvule mitrale au cours de maladies classées ailleurs,atteintes de la valvule mitrale au cours de maladies classées ailleurs,F,none,4282
880,,,I39.1,atteintes de la valvule aortique au cours de maladies classées ailleurs,atteintes de la valvule aortique au cours de maladies classées ailleurs,F,none,4283
881,,,I39.2,atteintes de la valvule tricuspide au cours de maladies classées ailleurs,atteintes de la valvule tricuspide au cours de maladies classées ailleurs,F,none,4284
882,,,I39.3,atteintes de la valvule pulmonaire au cours de maladies classées ailleurs,atteintes de la valvule pulmonaire au cours de maladies classées ailleurs,F,none,4285
883,,,I39.4,atteintes valvulaires multiples au cours de maladies classées ailleurs,atteintes valvulaires multiples au cours de maladies classées ailleurs,F,none,4286
884,,,I39.8,"endocardite, valvule non précisée, au cours de maladies classées ailleurs","endocardite, valvule non précisée, au cours de maladies classées ailleurs",F,none,4287
885,,,I41,myocardite au cours de maladies classées ailleurs,myocardite au cours de maladies classées ailleurs,F,none,4293
886,,,I41.0,myocardite au cours de maladies bactériennes classées ailleurs,myocardite au cours de maladies bactériennes classées ailleurs,F,none,4294
887,,,I41.1,myocardite au cours de maladies virales classées ailleurs,myocardite au cours de maladies virales classées ailleurs,F,none,4295
888,,,I41.2,myocardite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,myocardite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,F,none,4296
889,,,I41.8,myocardite au cours d'autres maladies classées ailleurs,myocardite au cours d'autres maladies classées ailleurs,F,none,4297
890,,,I43,myocardiopathie au cours de maladies classées ailleurs,myocardiopathie au cours de maladies classées ailleurs,F,none,4309
891,,,I43.0,myocardiopathie au cours de maladies infectieuses et parasitaires classées ailleurs,myocardiopathie au cours de maladies infectieuses et parasitaires classées ailleurs,F,none,4310
892,,,I43.1,myocardiopathie au cours de maladies métaboliques,myocardiopathie au cours de maladies métaboliques,F,none,4311
893,,,I43.2,myocardiopathie au cours de maladies nutritionnelles,myocardiopathie au cours de maladies nutritionnelles,F,none,4312
894,,,I43.8,myocardiopathie au cours d'autres maladies classées ailleurs,myocardiopathie au cours d'autres maladies classées ailleurs,F,none,4313
895,,,I52,autres cardiopathies au cours de maladies classées ailleurs,autres cardiopathies au cours de maladies classées ailleurs,F,none,4367
896,,,I52.0,autres cardiopathies au cours de maladies bactériennes classées ailleurs,autres cardiopathies au cours de maladies bactériennes classées ailleurs,F,none,4368
897,,,I52.1,autres cardiopathies au cours d'autres maladies infectieuses et parasitaires classées ailleurs,autres cardiopathies au cours d'autres maladies infectieuses et parasitaires classées ailleurs,F,none,4369
898,,,I52.8,autres cardiopathies au cours d'autres maladies classées ailleurs,autres cardiopathies au cours d'autres maladies classées ailleurs,F,none,4370
899,,,I68,troubles cérébrovasculaires au cours de maladies classées ailleurs,troubles cérébrovasculaires au cours de maladies classées ailleurs,F,none,4434
900,,,I68.1,artérite cérébrale au cours de maladies infectieuses et parasitaires,artérite cérébrale au cours de maladies infectieuses et parasitaires,F,none,4436
901,,,I68.2,artérite cérébrale au cours d'autres maladies classées ailleurs,artérite cérébrale au cours d'autres maladies classées ailleurs,F,none,4437
902,,,I68.8,autres troubles cérébrovasculaires au cours de maladies classées ailleurs,autres troubles cérébrovasculaires au cours de maladies classées ailleurs,F,none,4438
903,,,I79,"atteintes des artères, artérioles et capillaires au cours de maladies classées ailleurs","atteintes des artères, artérioles et capillaires au cours de maladies classées ailleurs",F,none,4500
904,,,I79.0,anévrisme de l'aorte au cours de maladies classées ailleurs,anévrisme de l'aorte au cours de maladies classées ailleurs,F,none,4501
905,,,I79.1,aortite au cours de maladies classées ailleurs,aortite au cours de maladies classées ailleurs,F,none,4502
906,,,I79.2,angiopathie périphérique au cours de maladies classées ailleurs,angiopathie périphérique au cours de maladies classées ailleurs,F,none,4503
907,,,I79.8,"autres atteintes des artères, artérioles et capillaires au cours de maladies classées ailleurs","autres atteintes des artères, artérioles et capillaires au cours de maladies classées ailleurs",F,none,4504
908,,,I98,autres troubles de l'appareil circulatoire au cours de maladies classées ailleurs,autres troubles de l'appareil circulatoire au cours de maladies classées ailleurs,F,none,4576
909,,,I98.0,syphilis cardio-vasculaire,syphilis cardio-vasculaire,F,none,4577
910,,,I98.1,troubles cardio-vasculaires au cours d'autres maladies infectieuses et parasitaires classées ailleurs,troubles cardio-vasculaires au cours d'autres maladies infectieuses et parasitaires classées ailleurs,F,none,4578
911,,,I98.2,varices oesophagiennes au cours de maladies classées ailleurs,varices oesophagiennes au cours de maladies classées ailleurs,F,none,4579
912,,,I98.8,autres troubles précisés de l'appareil circulatoire au cours de maladies classées ailleurs,autres troubles précisés de l'appareil circulatoire au cours de maladies classées ailleurs,F,none,4580
913,,,J17,pneumopathie au cours de maladies classées ailleurs,pneumopathie au cours de maladies classées ailleurs,F,none,4643
914,,,J17.0,pneumopathie au cours de maladies bactériennes classées ailleurs,pneumopathie au cours de maladies bactériennes classées ailleurs,F,none,4644
915,,,J17.1,pneumopathie au cours de maladies virales classées ailleurs,pneumopathie au cours de maladies virales classées ailleurs,F,none,4645
916,,,J17.2,pneumopathie au cours de mycoses,pneumopathie au cours de mycoses,F,none,4646
917,,,J17.3,pneumopathie au cours de maladies parasitaires,pneumopathie au cours de maladies parasitaires,F,none,4647
918,,,J17.8,pneumopathie au cours d'autres maladies classées ailleurs,pneumopathie au cours d'autres maladies classées ailleurs,F,none,4648
919,,,J91,épanchement pleural au cours de maladies classées ailleurs,épanchement pleural au cours de maladies classées ailleurs,F,none,4826
920,,,J99,troubles respiratoires au cours de maladies classées ailleurs,troubles respiratoires au cours de maladies classées ailleurs,F,none,4865
921,,,J99.1,troubles respiratoires au cours d'autres affections disséminées du tissu conjonctif,troubles respiratoires au cours d'autres affections disséminées du tissu conjonctif,F,none,4867
922,,,J99.8,troubles respiratoires au cours d'autres maladies classées ailleurs,troubles respiratoires au cours d'autres maladies classées ailleurs,F,none,4868
923,,,K23,atteintes de l'oesophage au cours de maladies classées ailleurs,atteintes de l'oesophage au cours de maladies classées ailleurs,F,none,5008
924,,,K23.8,atteintes de l'oesophage au cours d'autres maladies classées ailleurs,atteintes de l'oesophage au cours d'autres maladies classées ailleurs,F,none,5011
925,,,K67,atteintes péritonéales au cours de maladies infectieuses classées ailleurs,atteintes péritonéales au cours de maladies infectieuses classées ailleurs,F,none,2162
926,,,K67.8,autres atteintes péritonéales au cours de maladies infectieuses classées ailleurs,autres atteintes péritonéales au cours de maladies infectieuses classées ailleurs,F,none,2167
927,,,K77,atteintes hépatiques au cours de maladies classées ailleurs,atteintes hépatiques au cours de maladies classées ailleurs,F,none,2223
928,,,K77.0,atteintes hépatiques au cours de maladies infectieuses et parasitaires classées ailleurs,atteintes hépatiques au cours de maladies infectieuses et parasitaires classées ailleurs,F,none,2224
929,,,K77.8,atteintes hépatiques au cours d'autres maladies classées ailleurs,atteintes hépatiques au cours d'autres maladies classées ailleurs,F,none,2225
930,,,K87,"atteintes de la vésicule biliaire, des voies biliaires et du pancréas au cours de maladies classées ailleurs","atteintes de la vésicule biliaire, des voies biliaires et du pancréas au cours de maladies classées ailleurs",F,none,2265
931,,,K87.0,atteinte de la vésicule biliaire et des voies biliaires au cours de maladies classées ailleurs,atteinte de la vésicule biliaire et des voies biliaires au cours de maladies classées ailleurs,F,none,2266
932,,,K87.1,atteinte du pancréas au cours de maladies classées ailleurs,atteinte du pancréas au cours de maladies classées ailleurs,F,none,2267
933,,,K93,atteintes d'autres organes de l'appareil digestif au cours de maladies classées ailleurs,atteintes d'autres organes de l'appareil digestif au cours de maladies classées ailleurs,F,none,2292
934,,,K93.8,atteintes d'autres organes digestifs précisés au cours de maladies classées ailleurs,atteintes d'autres organes digestifs précisés au cours de maladies classées ailleurs,F,none,2295
935,,,L14,dermatoses bulleuses au cours de maladies classées ailleurs,dermatoses bulleuses au cours de maladies classées ailleurs,F,none,2359
936,,,L45,lésions papulo-squameuses au cours de maladies classées ailleurs,lésions papulo-squameuses au cours de maladies classées ailleurs,F,none,5104
937,,,L54,érythèmes au cours de maladies classées ailleurs,érythèmes au cours de maladies classées ailleurs,F,none,5130
938,,,L54.8,érythème au cours d'autres maladies classées ailleurs,érythème au cours d'autres maladies classées ailleurs,F,none,5132
939,,,L62,maladies des ongles au cours de maladies classées ailleurs,maladies des ongles au cours de maladies classées ailleurs,F,none,5175
940,,,L62.8,maladies des ongles au cours d'autres maladies classées ailleurs,maladies des ongles au cours d'autres maladies classées ailleurs,F,none,5177
941,,,L86,kératodermie au cours de maladies classées ailleurs,kératodermie au cours de maladies classées ailleurs,F,none,5277
942,,,L99,autres affections de la peau et du tissu cellulaire sous-cutané au cours de maladies classées ailleurs,autres affections de la peau et du tissu cellulaire sous-cutané au cours de maladies classées ailleurs,F,none,5337
943,,,L99.8,autres affections précisées de la peau et du tissu cellulaire sous-cutané au cours de maladies classées ailleurs,autres affections précisées de la peau et du tissu cellulaire sous-cutané au cours de maladies classées ailleurs,F,none,5339
944,,,M01,arthrites infectieuses directes au cours de maladies infectieuses et parasitaires classées ailleurs,arthrites infectieuses directes au cours de maladies infectieuses et parasitaires classées ailleurs,F,none,5349
945,,,M01.3,arthrite au cours d'autres maladies bactériennes classées ailleurs,arthrite au cours d'autres maladies bactériennes classées ailleurs,F,none,5353
946,,,M01.5,arthrite au cours d'autres maladies virales classées ailleurs,arthrite au cours d'autres maladies virales classées ailleurs,F,none,5355
