code,chapter,fichier,libelle,n_enfants,has_perimetre,has_exclusions,has_formulations,type_mco,statut_mco,nb_chars,format_version
H32,VII,VII/H32.md,Affections choriorétiniennes au cours de maladies classées ailleurs,2,true,true,true,3,pere_interdit,1576,1
H33,VII,VII/H33.md,Décollement et déchirure de la rétine,6,true,true,true,3,pere_interdit,3552,1
H34,VII,VII/H34.md,Occlusions vasculaires rétiniennes,5,true,true,true,3,pere_interdit,3380,1
H35,VII,VII/H35.md,Autres affections rétiniennes,10,true,true,true,3,pere_interdit,6189,1
H36,VII,VII/H36.md,Affections rétiniennes au cours de maladies classées ailleurs,2,true,true,true,3,pere_interdit,2263,1
H40,VII,VII/H40.md,Glaucome,9,true,true,true,3,pere_interdit,3759,1
H42,VII,VII/H42.md,Glaucome au cours de maladies classées ailleurs,2,true,true,false,3,pere_interdit,1372,1
H43,VII,VII/H43.md,Affections du corps vitré,6,true,true,true,3,pere_interdit,2678,1
H44,VII,VII/H44.md,Affections du globe oculaire,10,true,true,true,3,pere_interdit,5217,1
H45,VII,VII/H45.md,Affections du corps vitré et du globe oculaire au cours de maladies classées ailleurs,3,true,true,false,3,pere_interdit,1524,1
H46,VII,VII/H46.md,Névrite optique,0,true,true,true,0,codable,1880,1
H47,VII,VII/H47.md,Autres affections du nerf [II] et des voies optiques,8,true,true,true,3,pere_interdit,2980,1
H48,VII,VII/H48.md,Affections du nerf [II] et des voies optiques au cours de maladies classées ailleurs,3,true,true,true,3,pere_interdit,1827,1
H49,VII,VII/H49.md,Strabisme paralytique,7,true,true,true,3,pere_interdit,2796,1
H50,VII,VII/H50.md,Autres strabismes,9,true,true,true,3,pere_interdit,3226,1
H51,VII,VII/H51.md,Autres anomalies des mouvements binoculaires,5,false,true,true,3,pere_interdit,2134,1
H52,VII,VII/H52.md,Vices de réfraction et troubles de l'accommodation,8,true,true,true,3,pere_interdit,2405,1
H53,VII,VII/H53.md,Troubles de la vision,9,true,true,true,3,pere_interdit,4219,1
H54,VII,VII/H54.md,Déficience visuelle incluant la cécité (binoculaire ou monoculaire),8,true,true,true,3,pere_interdit,3774,1
H55,VII,VII/H55.md,Nystagmus et autres anomalies des mouvements oculaires,0,true,true,true,0,codable,1412,1
H57,VII,VII/H57.md,Autres affections de l'œil et de ses annexes,4,false,true,true,3,pere_interdit,2324,1
H58,VII,VII/H58.md,Autres affections de l'œil et de ses annexes au cours de maladies classées ailleurs,3,true,true,false,3,pere_interdit,1844,1
H59,VII,VII/H59.md,"Affections de l'œil et de ses annexes après un acte à visée diagnostique et thérapeutique, non classées ailleurs",3,true,true,true,3,pere_interdit,2236,1
H60,VIII,VIII/H60.md,Otite externe,8,true,true,true,3,pere_interdit,3216,1
H61,VIII,VIII/H61.md,Autres affections de l'oreille externe,6,true,true,true,3,pere_interdit,2424,1
H62,VIII,VIII/H62.md,Affections de l'oreille externe au cours de maladies classées ailleurs,6,true,true,true,3,pere_interdit,2216,1
H65,VIII,VIII/H65.md,Otite moyenne non suppurée,6,true,true,false,3,pere_interdit,3266,1
H66,VIII,VIII/H66.md,Otite moyenne suppurée et sans précision,6,true,true,true,3,pere_interdit,2761,1
H67,VIII,VIII/H67.md,Otite moyenne au cours de maladies classées ailleurs,3,true,true,false,3,pere_interdit,1727,1
H68,VIII,VIII/H68.md,Salpingite et obstruction de la trompe d'Eustache,2,true,true,true,3,pere_interdit,1560,1
H69,VIII,VIII/H69.md,Autres affections de la trompe d'Eustache,3,false,true,true,3,pere_interdit,1213,1
H70,VIII,VIII/H70.md,Mastoïdite et affections apparentées,5,true,true,true,3,pere_interdit,2637,1
H71,VIII,VIII/H71.md,Cholestéatome de l'oreille moyenne,0,true,true,true,0,codable,1354,1
H72,VIII,VIII/H72.md,Perforation du tympan,5,true,true,true,3,pere_interdit,2043,1
H73,VIII,VIII/H73.md,Autres affections du tympan,4,true,true,true,3,pere_interdit,1664,1
H74,VIII,VIII/H74.md,Autres affections de l'oreille moyenne et de l'apophyse mastoïde,7,true,true,true,3,pere_interdit,1958,1
H75,VIII,VIII/H75.md,Autres affections de l'oreille moyenne et de l'apophyse mastoïde au cours de maladies classées ailleurs,2,true,true,false,3,pere_interdit,1366,1
H80,VIII,VIII/H80.md,Otosclérose,5,true,true,true,3,pere_interdit,1635,1
H81,VIII,VIII/H81.md,Atteintes des fonctions vestibulaires,7,true,true,true,3,pere_interdit,2903,1
H82,VIII,VIII/H82.md,Syndromes vertigineux au cours de maladies classées ailleurs,0,false,true,false,0,codable,933,1
H83,VIII,VIII/H83.md,Autres maladies de l'oreille interne,6,true,true,true,3,pere_interdit,2247,1
H90,VIII,VIII/H90.md,Surdité de transmission et neurosensorielle,9,true,true,true,3,pere_interdit,2611,1
H91,VIII,VIII/H91.md,Autres pertes de l'audition,6,true,true,true,3,pere_interdit,2707,1
H92,VIII,VIII/H92.md,Otalgie et écoulement par l'oreille,3,false,true,true,3,pere_interdit,1662,1
H93,VIII,VIII/H93.md,"Autres affections de l'oreille, non classées ailleurs",6,true,true,true,3,pere_interdit,2215,1
H94,VIII,VIII/H94.md,Autres affections de l'oreille au cours de maladies classées ailleurs,2,true,true,false,3,pere_interdit,1317,1
H95,VIII,VIII/H95.md,"Affections de l'oreille et de l'apophyse mastoïde après un acte à visée diagnostique et thérapeutique, non classées ailleurs",4,true,true,true,3,pere_interdit,1921,1
I00,IX,IX/I00.md,"Rhumatisme articulaire aigu, sans mention d'atteinte cardiaque",0,true,true,true,0,codable,1379,1
I01,IX,IX/I01.md,"Rhumatisme articulaire aigu, avec atteinte cardiaque",5,true,true,true,3,pere_interdit,3519,1
I02,IX,IX/I02.md,Chorée rhumatismale,2,true,true,true,3,pere_interdit,1939,1
I05,IX,IX/I05.md,Maladies rhumatismales de la valvule mitrale,5,true,true,true,3,pere_interdit,2960,1
I06,IX,IX/I06.md,Maladies rhumatismales de la valvule aortique,5,true,true,true,3,pere_interdit,2417,1
I07,IX,IX/I07.md,Maladies rhumatismales de la valvule tricuspide,5,true,true,true,3,pere_interdit,2635,1
I08,IX,IX/I08.md,Maladies de plusieurs valvules,6,true,true,true,3,pere_interdit,3176,1
I09,IX,IX/I09.md,Autres cardiopathies rhumatismales,5,true,true,true,3,pere_interdit,3120,1
I10,IX,IX/I10.md,Hypertension essentielle (primitive),0,true,true,true,0,codable,2544,1
I11,IX,IX/I11.md,Cardiopathie hypertensive,2,true,true,true,3,pere_interdit,2762,1
I12,IX,IX/I12.md,Néphropathie hypertensive,2,true,true,true,3,pere_interdit,3512,1
I13,IX,IX/I13.md,Cardionéphropathie hypertensive,4,true,true,true,3,pere_interdit,2795,1
I15,IX,IX/I15.md,Hypertension secondaire,5,false,true,true,3,pere_interdit,3452,1
I20,IX,IX/I20.md,Angine de poitrine,4,true,true,true,3,pere_interdit,3528,1
I21,IX,IX/I21.md,Infarctus aigu du myocarde,6,true,true,true,3,pere_interdit,3497,1
I22,IX,IX/I22.md,Infarctus du myocarde à répétition,4,true,true,false,3,pere_interdit,2170,1
I23,IX,IX/I23.md,Certaines complications récentes d'un infarctus aigu du myocarde,8,true,true,true,3,pere_interdit,3125,1
I24,IX,IX/I24.md,Autres cardiopathies ischémiques aigües,4,true,true,true,3,pere_interdit,3317,1
I25,IX,IX/I25.md,Cardiopathie ischémique chronique,9,true,true,true,3,pere_interdit,4446,1
I26,IX,IX/I26.md,Embolie pulmonaire,2,true,true,true,3,pere_interdit,2954,1
I27,IX,IX/I27.md,Autres affections cardiopulmonaires,5,true,true,true,3,pere_interdit,2802,1
I28,IX,IX/I28.md,Autres maladies des vaisseaux pulmonaires,4,true,true,true,3,pere_interdit,2593,1
I30,IX,IX/I30.md,Péricardite aigüe,4,true,true,true,3,pere_interdit,3181,1
I31,IX,IX/I31.md,Autres maladies du péricarde,6,true,true,true,3,pere_interdit,3576,1
I32,IX,IX/I32.md,Péricardite au cours de maladies classées ailleurs,3,true,true,true,3,pere_interdit,2069,1
I33,IX,IX/I33.md,Endocardite aigüe et subaigüe,2,true,true,true,3,pere_interdit,3781,1
I34,IX,IX/I34.md,Atteintes non rhumatismales de la valvule mitrale,5,true,true,true,3,pere_interdit,3534,1
I35,IX,IX/I35.md,Atteintes non rhumatismales de la valvule aortique,5,true,true,true,3,pere_interdit,3053,1
I36,IX,IX/I36.md,Atteintes non rhumatismales de la valvule tricuspide,5,true,true,true,3,pere_interdit,2435,1
I37,IX,IX/I37.md,Atteintes de la valvule pulmonaire,5,true,true,true,3,pere_interdit,2468,1
I38,IX,IX/I38.md,"Endocardite, valvule non précisée",0,true,true,true,0,codable,3179,1
I39,IX,IX/I39.md,Endocardite et atteintes valvulaires cardiaques au cours de maladies classées ailleurs,6,true,true,true,3,pere_interdit,2517,1
I40,IX,IX/I40.md,Myocardite aigüe,4,true,true,true,3,pere_interdit,2324,1
I41,IX,IX/I41.md,Myocardite au cours de maladies classées ailleurs,4,true,true,true,3,pere_interdit,2721,1
I42,IX,IX/I42.md,Myocardiopathie,10,true,true,true,3,pere_interdit,3883,1
I43,IX,IX/I43.md,Myocardiopathie au cours de maladies classées ailleurs,4,true,true,true,3,pere_interdit,2209,1
I44,IX,IX/I44.md,Bloc de branche gauche et auriculoventriculaire,8,true,true,true,3,pere_interdit,3158,1
I45,IX,IX/I45.md,Autres troubles de la conduction,9,true,true,true,3,pere_interdit,3910,1
I46,IX,IX/I46.md,Arrêt cardiaque,3,false,true,true,3,pere_interdit,2687,1
I47,IX,IX/I47.md,Tachycardie paroxystique,4,true,true,true,3,pere_interdit,3414,1
I48,IX,IX/I48.md,Fibrillation et flutter auriculaires,6,true,true,true,3,pere_interdit,2171,1
I49,IX,IX/I49.md,Autres arythmies cardiaques,8,true,true,true,3,pere_interdit,4309,1
I50,IX,IX/I50.md,Insuffisance cardiaque,3,true,true,true,3,pere_interdit,3491,1
I51,IX,IX/I51.md,Complications de cardiopathies et maladies cardiaques mal définies,10,true,true,true,3,pere_interdit,4375,1
I52,IX,IX/I52.md,Autres cardiopathies au cours de maladies classées ailleurs,3,true,true,false,3,pere_interdit,1818,1
I60,IX,IX/I60.md,Hémorragie sousarachnoïdienne,10,true,true,true,3,pere_interdit,4082,1
I61,IX,IX/I61.md,Hémorragie intracérébrale,9,true,true,true,3,pere_interdit,3597,1
I62,IX,IX/I62.md,Autres hémorragies intracrâniennes non traumatiques,3,true,true,true,3,pere_interdit,2840,1
I63,IX,IX/I63.md,Infarctus cérébral,9,true,true,true,3,pere_interdit,3365,1
I64,IX,IX/I64.md,"Accident vasculaire cérébral, non précisé comme étant hémorragique ou par infarctus",0,true,true,true,0,codable,1639,1
I65,IX,IX/I65.md,"Occlusion et sténose des artères précérébrales, n'entraînant pas un infarctus cérébral",6,true,true,true,3,pere_interdit,3962,1
I66,IX,IX/I66.md,"Occlusion et sténose des artères cérébrales, n'entraînant pas un infarctus cérébral",7,true,true,true,3,pere_interdit,4439,1
I67,IX,IX/I67.md,Autres maladies cérébrovasculaires,10,true,true,true,3,pere_interdit,4822,1
I68,IX,IX/I68.md,Troubles cérébrovasculaires au cours de maladies classées ailleurs,4,true,true,true,3,pere_interdit,2279,1
I69,IX,IX/I69.md,Séquelles de maladies cérébrovasculaires,6,true,true,true,3,pere_interdit,2762,1
I70,IX,IX/I70.md,Athérosclérose,5,true,true,true,3,pere_interdit,3419,1
I71,IX,IX/I71.md,Anévrisme aortique et dissection,9,true,true,true,3,pere_interdit,2996,1
I72,IX,IX/I72.md,Autres anévrismes et dissections,9,true,true,true,3,pere_interdit,3686,1
I73,IX,IX/I73.md,Autres maladies vasculaires périphériques,4,true,true,true,3,pere_interdit,4004,1
I74,IX,IX/I74.md,Embolie et thrombose artérielles,8,true,true,true,3,pere_interdit,4300,1
I77,IX,IX/I77.md,Autres atteintes des artères et artérioles,9,true,true,true,3,pere_interdit,4358,1
I78,IX,IX/I78.md,Maladies des capillaires,4,true,true,true,3,pere_interdit,3526,1
I79,IX,IX/I79.md,"Atteintes des artères, artérioles et capillaires au cours de maladies classées ailleurs",4,true,true,true,3,pere_interdit,2256,1
I80,IX,IX/I80.md,Phlébite et thrombophlébite,6,true,true,true,3,pere_interdit,4550,1
I81,IX,IX/I81.md,Thrombose de la veine porte,0,true,true,true,0,codable,2040,1
I82,IX,IX/I82.md,Autres embolies et thromboses veineuses,6,true,true,true,3,pere_interdit,3954,1
I83,IX,IX/I83.md,Varices des membres inférieurs,4,true,true,true,3,pere_interdit,3923,1
I85,IX,IX/I85.md,Varices œsophagiennes,2,true,true,true,3,pere_interdit,2234,1
I86,IX,IX/I86.md,Varices d'autres localisations,6,true,true,true,3,pere_interdit,2888,1
I87,IX,IX/I87.md,Autres atteintes veineuses,5,true,true,true,3,pere_interdit,2915,1
I88,IX,IX/I88.md,Lymphadénite non spécifique,4,true,true,true,3,pere_interdit,3092,1
I89,IX,IX/I89.md,Autres atteintes non infectieuses des vaisseaux et des ganglions lymphatiques,4,true,true,true,3,pere_interdit,4051,1
I95,IX,IX/I95.md,Hypotension,5,true,true,true,3,pere_interdit,2881,1
I97,IX,IX/I97.md,"Troubles de l'appareil circulatoire après un acte à visée diagnostique et thérapeutique, non classés ailleurs",5,true,true,true,3,pere_interdit,3492,1
I98,IX,IX/I98.md,Autres troubles de l'appareil circulatoire au cours de maladies classées ailleurs,5,true,true,true,3,pere_interdit,2664,1
I99,IX,IX/I99.md,Troubles autres et non précisés de l'appareil circulatoire,0,false,true,true,1,interdit_dp_dr,2018,1
J00,X,X/J00.md,Rhinopharyngite aigüe [rhume banal],0,true,true,true,0,codable,2415,1
J01,X,X/J01.md,Sinusite aigüe,7,true,true,true,3,pere_interdit,2571,1
J02,X,X/J02.md,Pharyngite aigüe,3,true,true,true,3,pere_interdit,3418,1
J03,X,X/J03.md,Amygdalite aigüe,3,true,true,true,3,pere_interdit,2387,1
J04,X,X/J04.md,Laryngite et trachéite aigües,3,true,true,true,3,pere_interdit,3157,1
J05,X,X/J05.md,Laryngite obstructive aigüe [croup] et épiglottite aigüe,2,true,true,true,3,pere_interdit,1531,1
J06,X,X/J06.md,"Infections aigües des voies respiratoires supérieures, à localisations multiples et non précisées",3,true,true,true,3,pere_interdit,3022,1
J09,X,X/J09.md,"Grippe, à virus grippal zoonotique ou pandémique identifié",0,false,true,true,0,codable,1515,1
J10,X,X/J10.md,"Grippe, à virus grippal saisonnier identifié",3,true,true,true,3,pere_interdit,2994,1
J11,X,X/J11.md,"Grippe, virus non identifié",3,true,true,true,3,pere_interdit,4072,1
J12,X,X/J12.md,"Pneumopathies virales, non classées ailleurs",6,true,true,true,3,pere_interdit,3374,1
J13,X,X/J13.md,Pneumonie due à Streptococcus pneumoniae,0,true,true,true,0,codable,2211,1
J14,X,X/J14.md,Pneumopathie due à Haemophilus influenzae,0,true,true,true,0,codable,1847,1
J15,X,X/J15.md,"Pneumopathies bactériennes, non classées ailleurs",10,true,true,true,3,pere_interdit,3374,1
J16,X,X/J16.md,"Pneumopathie due à d'autres microorganismes infectieux, non classée ailleurs",2,false,true,true,3,pere_interdit,2176,1
J17,X,X/J17.md,Pneumopathie au cours de maladies classées ailleurs,5,true,true,true,3,pere_interdit,3526,1
J18,X,X/J18.md,Pneumopathie à microorganisme non précisé,5,false,true,true,3,pere_interdit,3461,1
J20,X,X/J20.md,Bronchite aigüe,10,true,true,true,3,pere_interdit,3953,1
J21,X,X/J21.md,Bronchiolite aigüe,4,true,true,true,3,pere_interdit,2375,1
J22,X,X/J22.md,"Infection aigüe des voies respiratoires inférieures, sans précision",0,true,true,true,1,interdit_dp_dr,2275,1
J30,X,X/J30.md,Rhinite allergique et vasomotrice,5,true,true,true,3,pere_interdit,2055,1
J31,X,X/J31.md,"Rhinite, rhinopharyngite et pharyngite chroniques",3,true,true,true,3,pere_interdit,2421,1
J32,X,X/J32.md,Sinusite chronique,7,true,true,true,3,pere_interdit,3252,1
J33,X,X/J33.md,Polype nasal,4,true,true,true,3,pere_interdit,2373,1
J34,X,X/J34.md,Autres maladies du nez et des sinus du nez,5,true,true,true,3,pere_interdit,3064,1
J35,X,X/J35.md,Maladies chroniques des amygdales et des végétations adénoïdes,6,true,true,true,3,pere_interdit,2762,1
J36,X,X/J36.md,Angine phlegmoneuse,0,true,true,true,0,codable,1632,1
J37,X,X/J37.md,Laryngite et laryngotrachéite chroniques,2,true,true,true,3,pere_interdit,2064,1
J38,X,X/J38.md,"Maladies des cordes vocales et du larynx, non classées ailleurs",8,true,true,true,3,pere_interdit,4380,1
J39,X,X/J39.md,Autres maladies des voies respiratoires supérieures,6,true,true,true,3,pere_interdit,3768,1
J40,X,X/J40.md,"Bronchite, non précisée aigüe ou chronique",0,true,true,true,0,codable,2083,1
J41,X,X/J41.md,Bronchite chronique simple et mucopurulente,3,false,true,true,3,pere_interdit,2092,1
J42,X,X/J42.md,"Bronchite chronique, sans précision",0,true,true,true,0,codable,2503,1
J43,X,X/J43.md,Emphysème,5,true,true,true,3,pere_interdit,3667,1
J44,X,X/J44.md,Autres maladies pulmonaires obstructives chroniques,4,true,true,true,3,pere_interdit,4530,1
J45,X,X/J45.md,Asthme,4,true,true,true,3,pere_interdit,3618,1
J46,X,X/J46.md,État de mal asthmatique,0,true,true,true,0,codable,1845,1
J47,X,X/J47.md,Bronchectasie,0,true,true,true,0,codable,2001,1
J60,X,X/J60.md,Pneumoconiose des mineurs de charbon,0,true,true,true,0,codable,1862,1
J61,X,X/J61.md,Pneumoconiose due à l'amiante et à d'autres fibres minérales,0,true,true,true,0,codable,2028,1
J62,X,X/J62.md,Pneumoconiose due à la poussière de silice,2,true,true,true,3,pere_interdit,2278,1
J63,X,X/J63.md,Pneumoconiose due à d'autres poussières inorganiques,7,false,true,true,3,pere_interdit,2274,1
J64,X,X/J64.md,"Pneumoconiose, sans précision",0,false,true,true,0,codable,1263,1
J65,X,X/J65.md,Pneumoconiose associée à la tuberculose,0,true,true,true,0,codable,2029,1
J66,X,X/J66.md,Affections des voies aériennes dues à des poussières organiques précisées,4,true,true,true,3,pere_interdit,1673,1
J67,X,X/J67.md,Pneumopathie par hypersensibilité aux poussières organiques,10,true,true,true,3,pere_interdit,4910,1
J68,X,X/J68.md,"Affections respiratoires dues à l'inhalation d'agents chimiques, d'émanations, de fumées et de gaz",7,true,true,true,3,pere_interdit,3854,1
J69,X,X/J69.md,Pneumopathie due à des substances solides et liquides,3,true,true,true,3,pere_interdit,3093,1
J70,X,X/J70.md,Affections respiratoires dues à d'autres agents externes,7,true,true,true,3,pere_interdit,2650,1
J80,X,X/J80.md,Syndrome de détresse respiratoire aigüe,0,true,true,true,0,codable,1971,1
J81,X,X/J81.md,Œdème pulmonaire,0,true,true,true,0,codable,2113,1
J82,X,X/J82.md,"Éosinophilie pulmonaire, non classée ailleurs",0,true,true,true,0,codable,2276,1
J84,X,X/J84.md,Autres affections pulmonaires interstitielles,4,true,true,true,3,pere_interdit,3889,1
J85,X,X/J85.md,Abcès du poumon et du médiastin,4,true,true,true,3,pere_interdit,2233,1
J86,X,X/J86.md,Pyothorax,2,true,true,true,3,pere_interdit,2867,1
J90,X,X/J90.md,"Épanchement pleural, non classé ailleurs",0,true,true,true,0,codable,2039,1
J91,X,X/J91.md,Épanchement pleural au cours de maladies classées ailleurs,0,false,true,false,0,codable,914,1
J92,X,X/J92.md,Plaque pleurale,2,true,true,true,3,pere_interdit,2064,1
J93,X,X/J93.md,Pneumothorax,4,false,true,true,3,pere_interdit,2263,1
J94,X,X/J94.md,Autres affections pleurales,5,true,true,true,3,pere_interdit,2596,1
J95,X,X/J95.md,"Troubles respiratoires après un acte à visée diagnostique et thérapeutique, non classés ailleurs",8,true,true,true,3,pere_interdit,4244,1
J96,X,X/J96.md,"Insuffisance respiratoire, non classée ailleurs",3,false,true,true,3,pere_interdit,2764,1
J98,X,X/J98.md,Autres troubles respiratoires,10,true,true,true,3,pere_interdit,4943,1
J99,X,X/J99.md,Troubles respiratoires au cours de maladies classées ailleurs,3,true,true,true,3,pere_interdit,2564,1
K00,XI,XI/K00.md,Troubles de l'odontogénèse,10,true,true,true,3,pere_interdit,4986,1
K01,XI,XI/K01.md,Dents incluses et enclavées,2,true,true,true,3,pere_interdit,1523,1
K02,XI,XI/K02.md,Caries dentaires,8,true,true,true,3,pere_interdit,1728,1
K03,XI,XI/K03.md,Autres maladies des tissus dentaires durs,10,true,true,true,3,pere_interdit,4348,1
K04,XI,XI/K04.md,Maladies de la pulpe et des tissus périapicaux,10,true,true,true,3,pere_interdit,3800,1
K05,XI,XI/K05.md,Gingivite et maladies périodontales,7,true,true,true,3,pere_interdit,3159,1
K06,XI,XI/K06.md,Autres affections de la gencive et de la crête alvéolaire édentée,5,true,true,true,3,pere_interdit,3070,1
K07,XI,XI/K07.md,Anomalies dentofaciales [y compris les malocclusions],9,true,true,true,3,pere_interdit,6982,1
K08,XI,XI/K08.md,Autres affections des dents et du parodonte,6,true,true,true,3,pere_interdit,2940,1
K09,XI,XI/K09.md,"Kystes de la région buccale, non classés ailleurs",5,true,true,true,3,pere_interdit,3564,1
K10,XI,XI/K10.md,Autres maladies des mâchoires,6,true,true,true,3,pere_interdit,4315,1
K11,XI,XI/K11.md,Maladies des glandes salivaires,10,true,true,true,3,pere_interdit,4072,1
K12,XI,XI/K12.md,Stomatites et affections apparentées,4,true,true,true,3,pere_interdit,3780,1
K13,XI,XI/K13.md,Autres maladies des lèvres et de la muqueuse buccale,8,true,true,true,3,pere_interdit,4890,1
K14,XI,XI/K14.md,Maladies de la langue,9,true,true,true,3,pere_interdit,4348,1
K20,XI,XI/K20.md,Œsophagite,0,true,true,true,0,codable,2173,1
K21,XI,XI/K21.md,Reflux gastroœsophagien,2,true,true,true,3,pere_interdit,2041,1
K22,XI,XI/K22.md,Autres maladies de l'œsophage,10,true,true,true,3,pere_interdit,4774,1
K23,XI,XI/K23.md,Atteintes de l'œsophage au cours de maladies classées ailleurs,3,false,true,true,3,pere_interdit,1328,1
K25,XI,XI/K25.md,Ulcère de l'estomac,9,true,true,true,3,pere_interdit,2923,1
K26,XI,XI/K26.md,Ulcère du duodénum,9,true,true,true,3,pere_interdit,2837,1
K27,XI,XI/K27.md,"Ulcère digestif, de siège non précisé",9,true,true,true,3,pere_interdit,2958,1
K28,XI,XI/K28.md,Ulcère gastrojéjunal,9,true,true,true,3,pere_interdit,3350,1
K29,XI,XI/K29.md,Gastrite et duodénite,10,true,true,true,3,pere_interdit,3419,1
K30,XI,XI/K30.md,Dyspepsie fonctionnelle,0,true,true,true,0,codable,1375,1
K31,XI,XI/K31.md,Autres maladies de l'estomac et du duodénum,10,true,true,true,3,pere_interdit,4373,1
K35,XI,XI/K35.md,Appendicite aigüe,3,true,true,true,3,pere_interdit,2188,1
K36,XI,XI/K36.md,Autres formes d'appendicite,0,true,true,true,0,codable,1269,1
K37,XI,XI/K37.md,"Appendicite, sans précision",0,false,true,true,0,codable,1159,1
K38,XI,XI/K38.md,Autres maladies de l'appendice,6,true,true,true,3,pere_interdit,1922,1
K40,XI,XI/K40.md,Hernie inguinale,6,true,true,true,3,pere_interdit,3203,1
K41,XI,XI/K41.md,Hernie crurale,6,true,true,true,3,pere_interdit,2426,1
K42,XI,XI/K42.md,Hernie ombilicale,3,true,true,true,3,pere_interdit,2794,1
K43,XI,XI/K43.md,Autres hernies de la paroi abdominale antérieure,9,true,true,true,3,pere_interdit,4464,1
K44,XI,XI/K44.md,Hernie diaphragmatique,3,true,true,true,3,pere_interdit,3045,1
K45,XI,XI/K45.md,Autres hernies abdominales,3,true,true,true,3,pere_interdit,2839,1
K46,XI,XI/K46.md,Hernie abdominale non précisée,3,true,true,true,3,pere_interdit,3170,1
K50,XI,XI/K50.md,Maladie de Crohn [entérite régionale],4,true,true,true,3,pere_interdit,3295,1
K51,XI,XI/K51.md,Rectocolite hémorragique [colite ulcéreuse],7,true,true,true,3,pere_interdit,2642,1
K52,XI,XI/K52.md,Autres gastroentérites et colites non infectieuses,6,true,true,true,3,pere_interdit,4445,1
K55,XI,XI/K55.md,Troubles vasculaires de l'intestin,6,true,true,true,3,pere_interdit,4092,1
K56,XI,XI/K56.md,Iléus paralytique et occlusion intestinale sans hernie,8,true,true,true,3,pere_interdit,4164,1
K57,XI,XI/K57.md,Diverticulose de l'intestin,8,true,true,true,3,pere_interdit,3789,1
K58,XI,XI/K58.md,Syndrome de l'intestin irritable,4,true,true,false,3,pere_interdit,1377,1
K59,XI,XI/K59.md,Autres troubles fonctionnels de l'intestin,7,true,true,true,3,pere_interdit,3333,1
K60,XI,XI/K60.md,Fissure et fistule des régions anale et rectale,6,true,true,true,3,pere_interdit,2298,1
K61,XI,XI/K61.md,Abcès des régions anale et rectale,5,true,true,true,3,pere_interdit,2710,1
K62,XI,XI/K62.md,Autres maladies de l'anus et du rectum,10,true,true,true,3,pere_interdit,3690,1
K63,XI,XI/K63.md,Autres maladies de l'intestin,8,true,true,true,3,pere_interdit,3701,1
K64,XI,XI/K64.md,Hémorroïdes et thrombose veineuse périanale,8,true,true,true,3,pere_interdit,3033,1
K65,XI,XI/K65.md,Péritonite,3,true,true,true,3,pere_interdit,4681,1
K66,XI,XI/K66.md,Autres maladies du péritoine,5,true,true,true,3,pere_interdit,3118,1
K67,XI,XI/K67.md,Atteintes péritonéales au cours de maladies infectieuses classées ailleurs,5,false,true,false,3,pere_interdit,1176,1
K70,XI,XI/K70.md,Maladie alcoolique du foie,6,true,true,true,3,pere_interdit,2851,1
K71,XI,XI/K71.md,Maladie toxique du foie,10,true,true,true,3,pere_interdit,3941,1
K72,XI,XI/K72.md,"Insuffisance hépatique, non classée ailleurs",3,true,true,true,3,pere_interdit,2889,1
K73,XI,XI/K73.md,"Hépatite chronique, non classée ailleurs",5,true,true,true,3,pere_interdit,2384,1
K74,XI,XI/K74.md,Fibrose et cirrhose du foie,7,true,true,true,3,pere_interdit,3276,1
K75,XI,XI/K75.md,Autres maladies inflammatoires du foie,7,true,true,true,3,pere_interdit,3587,1
K76,XI,XI/K76.md,Autres maladies du foie,10,true,true,true,3,pere_interdit,4178,1
K77,XI,XI/K77.md,Atteintes hépatiques au cours de maladies classées ailleurs,2,true,true,true,3,pere_interdit,2260,1
K80,XI,XI/K80.md,Cholélithiase,7,true,true,true,3,pere_interdit,4458,1
K81,XI,XI/K81.md,Cholécystite,4,true,true,true,3,pere_interdit,2868,1
K82,XI,XI/K82.md,Autres maladies de la vésicule biliaire,7,true,true,true,3,pere_interdit,4517,1
K83,XI,XI/K83.md,Autres maladies des voies biliaires,8,true,true,true,3,pere_interdit,4343,1
K85,XI,XI/K85.md,Pancréatite aigüe,6,true,true,true,3,pere_interdit,2334,1
K86,XI,XI/K86.md,Autres maladies du pancréas,6,true,true,true,3,pere_interdit,3992,1
K87,XI,XI/K87.md,"Atteintes de la vésicule biliaire, des voies biliaires et du pancréas au cours de maladies classées ailleurs",2,true,true,false,3,pere_interdit,1404,1
K90,XI,XI/K90.md,Malabsorption intestinale,7,true,true,true,3,pere_interdit,3782,1
K91,XI,XI/K91.md,"Atteintes de l'appareil digestif après un acte à visée diagnostique et thérapeutique, non classées ailleurs",8,true,true,true,3,pere_interdit,4244,1
K92,XI,XI/K92.md,Autres maladies du système digestif,5,true,true,true,3,pere_interdit,2824,1
K93,XI,XI/K93.md,Atteintes d'autres organes de l'appareil digestif au cours de maladies classées ailleurs,3,false,true,false,3,pere_interdit,1292,1
L00,XII,XII/L00.md,Syndrome d'épidermolyse staphylococcique du nourrisson,0,true,true,true,0,codable,2746,1
L01,XII,XII/L01.md,Impétigo,2,true,true,true,3,pere_interdit,2783,1
L02,XII,XII/L02.md,"Abcès cutané, furoncle et anthrax",7,true,true,true,3,pere_interdit,4825,1
L03,XII,XII/L03.md,Phlegmon,6,true,true,true,3,pere_interdit,5183,1
