code,chapter,fichier,libelle,n_enfants,has_perimetre,has_exclusions,has_formulations,type_mco,statut_mco,nb_chars,format_version
O71,XV,XV/O71.md,Autres traumatismes obstétricaux,10,true,true,true,3,pere_interdit,3164,1
O72,XV,XV/O72.md,Hémorragie du postpartum,4,true,true,true,3,pere_interdit,3504,1
O73,XV,XV/O73.md,"Rétention du placenta et des membranes, sans hémorragie",2,true,true,false,3,pere_interdit,1238,1
O74,XV,XV/O74.md,Complications de l'anesthésie au cours du travail et de l'accouchement,10,true,true,true,3,pere_interdit,3676,1
O75,XV,XV/O75.md,"Autres complications du travail et de l'accouchement, non classées ailleurs",10,true,true,true,3,pere_interdit,4520,1
O80,XV,XV/O80.md,Accouchement unique et spontané,4,true,true,true,3,pere_interdit,1590,1
O81,XV,XV/O81.md,Accouchement unique par forceps et ventouse,6,true,true,true,3,pere_interdit,1662,1
O82,XV,XV/O82.md,Accouchement unique par césarienne,5,true,true,true,3,pere_interdit,1387,1
O83,XV,XV/O83.md,Autres accouchements uniques avec assistance,7,true,true,true,3,pere_interdit,2054,1
O84,XV,XV/O84.md,Accouchements multiples,5,true,true,true,3,pere_interdit,1315,1
O85,XV,XV/O85.md,Sepsis puerpéral,0,true,true,true,0,codable,1640,1
O86,XV,XV/O86.md,Autres infections puerpérales,6,true,true,true,3,pere_interdit,2619,1
O87,XV,XV/O87.md,Complications veineuses et hémorroïdes au cours de la puerpéralité,6,true,true,true,3,pere_interdit,3206,1
O88,XV,XV/O88.md,Embolie obstétricale,5,true,true,true,3,pere_interdit,2566,1
O89,XV,XV/O89.md,Complications de l'anesthésie au cours de la puerpéralité,9,true,true,true,3,pere_interdit,3687,1
O90,XV,XV/O90.md,"Complications puerpérales, non classées ailleurs",8,true,true,true,3,pere_interdit,2567,1
O91,XV,XV/O91.md,Infections mammaires associées à l'accouchement,3,true,true,true,3,pere_interdit,2512,1
O92,XV,XV/O92.md,Autres mastopathies et anomalies de la lactation associées à l'accouchement,8,true,true,true,3,pere_interdit,2298,1
O94,XV,XV/O94.md,"Séquelles de complications de la grossesse, de l’accouchement et de la puerpéralité",0,false,true,false,4,interdit_dp,1026,1
O95,XV,XV/O95.md,Mort d'origine obstétricale de cause non précisée,0,true,true,true,0,codable,1553,1
O96,XV,XV/O96.md,"Mort d'origine obstétricale, survenant plus de 42 jours mais moins d'un an après l'accouchement",3,false,true,true,3,pere_interdit,2030,1
O97,XV,XV/O97.md,Mort de séquelles relevant d'une cause obstétricale,3,false,true,true,3,pere_interdit,2106,1
O98,XV,XV/O98.md,"Maladies infectieuses et parasitaires de la mère classées ailleurs mais compliquant la grossesse, l'accouchement et la puerpéralité",10,true,true,true,3,pere_interdit,4087,1
O99,XV,XV/O99.md,"Autres maladies de la mère classées ailleurs, mais compliquant la grossesse, l'accouchement et la puerpéralité",9,true,true,true,3,pere_interdit,5351,1
P00,XVI,XVI/P00.md,"Fœtus et nouveau-né affectés par des affections maternelles, éventuellement sans rapport avec la grossesse actuelle",10,true,true,true,3,pere_interdit,6445,1
P01,XVI,XVI/P01.md,Fœtus et nouveau-né affectés par les complications de la grossesse chez la mère,10,true,true,true,3,pere_interdit,3718,1
P02,XVI,XVI/P02.md,"Fœtus et nouveau-né affectés par des complications concernant le placenta, le cordon ombilical et les membranes",10,true,true,true,3,pere_interdit,4996,1
P03,XVI,XVI/P03.md,Fœtus et nouveau-né affectés par d'autres complications du travail et de l'accouchement,9,true,true,true,3,pere_interdit,4703,1
P04,XVI,XVI/P04.md,Fœtus et nouveau-né affectés par des effets nocifs transmis par voie transplacentaire ou par le lait maternel,9,true,true,true,3,pere_interdit,4009,1
P05,XVI,XVI/P05.md,Retard de croissance et malnutrition du fœtus,4,true,true,true,3,pere_interdit,2821,1
P07,XVI,XVI/P07.md,"Anomalies liées à une brièveté de la gestation et un poids insuffisant à la naissance, non classées ailleurs",4,true,true,true,3,pere_interdit,2751,1
P08,XVI,XVI/P08.md,Anomalies liées à une gestation prolongée et un poids élevé à la naissance,3,true,true,true,3,pere_interdit,2905,1
P10,XVI,XVI/P10.md,Déchirure et hémorragie intracrâniennes dues à un traumatisme obstétrical,7,true,true,true,3,pere_interdit,2364,1
P11,XVI,XVI/P11.md,Autres lésions du système nerveux central dues à un traumatisme obstétrical,7,true,true,true,3,pere_interdit,2094,1
P12,XVI,XVI/P12.md,Lésion du cuir chevelu due à un traumatisme obstétrical,7,true,true,true,3,pere_interdit,2180,1
P13,XVI,XVI/P13.md,Lésion du squelette due à un traumatisme obstétrical,7,true,true,false,3,pere_interdit,1589,1
P14,XVI,XVI/P14.md,Lésion du système nerveux périphérique due à un traumatisme obstétrical,6,true,true,true,3,pere_interdit,1711,1
P15,XVI,XVI/P15.md,Autres traumatismes obstétricaux,9,true,true,true,3,pere_interdit,2571,1
P20,XVI,XVI/P20.md,Hypoxie intra-utérine,3,true,true,true,3,pere_interdit,2928,1
P21,XVI,XVI/P21.md,Asphyxie obstétricale,3,true,true,true,3,pere_interdit,3205,1
P22,XVI,XVI/P22.md,Détresse respiratoire du nouveau-né,4,true,true,true,3,pere_interdit,2263,1
P23,XVI,XVI/P23.md,Pneumopathie congénitale,9,true,true,true,3,pere_interdit,2301,1
P24,XVI,XVI/P24.md,Syndromes d'inhalation du nouveau-né,6,true,true,true,3,pere_interdit,2085,1
P25,XVI,XVI/P25.md,Emphysème interstitiel et affections apparentées survenant pendant la période périnatale,5,true,true,true,3,pere_interdit,2265,1
P26,XVI,XVI/P26.md,Hémorragie pulmonaire survenant pendant la période périnatale,4,true,true,true,3,pere_interdit,1793,1
P27,XVI,XVI/P27.md,Maladies respiratoires chroniques survenant pendant la période périnatale,4,true,true,true,3,pere_interdit,1902,1
P28,XVI,XVI/P28.md,Autres affections respiratoires survenant pendant la période périnatale,8,true,true,true,3,pere_interdit,3752,1
P29,XVI,XVI/P29.md,Affections cardiovasculaires survenant pendant la période périnatale,7,true,true,true,3,pere_interdit,2586,1
P35,XVI,XVI/P35.md,Maladies virales congénitales,7,true,true,true,3,pere_interdit,3296,1
P36,XVI,XVI/P36.md,Infection bactérienne du nouveau-né,8,true,true,false,3,pere_interdit,2281,1
P37,XVI,XVI/P37.md,Autres maladies infectieuses et parasitaires congénitales,8,true,true,true,3,pere_interdit,3992,1
P38,XVI,XVI/P38.md,"Omphalite du nouveau-né, avec ou sans hémorragie modérée",0,true,true,true,0,codable,1864,1
P39,XVI,XVI/P39.md,Autres infections spécifiques de la période périnatale,7,true,true,true,3,pere_interdit,3797,1
P50,XVI,XVI/P50.md,Perte de sang fœtal,8,true,true,true,3,pere_interdit,2298,1
P51,XVI,XVI/P51.md,Hémorragie ombilicale du nouveau-né,3,true,true,true,3,pere_interdit,1727,1
P52,XVI,XVI/P52.md,Hémorragie intracrânienne non traumatique du fœtus et du nouveau-né,9,true,true,true,3,pere_interdit,3951,1
P53,XVI,XVI/P53.md,Maladie hémorragique du fœtus et du nouveau-né,0,true,true,true,0,codable,1460,1
P54,XVI,XVI/P54.md,Autres hémorragies du nouveau-né,9,true,true,true,3,pere_interdit,3590,1
P55,XVI,XVI/P55.md,Maladie hémolytique du fœtus et du nouveau-né,4,true,true,true,3,pere_interdit,2327,1
P56,XVI,XVI/P56.md,Anasarque fœtoplacentaire due à une maladie hémolytique,2,true,true,true,3,pere_interdit,1784,1
P57,XVI,XVI/P57.md,Ictère nucléaire,3,true,true,true,3,pere_interdit,1551,1
P58,XVI,XVI/P58.md,Ictère du nouveau-né dû à d'autres hémolyses excessives,8,true,true,false,3,pere_interdit,1935,1
P59,XVI,XVI/P59.md,Ictère du nouveau-né dû à des causes autres et sans précision,6,true,true,true,3,pere_interdit,2854,1
P60,XVI,XVI/P60.md,Coagulation intravasculaire disséminée chez le fœtus et le nouveau-né,0,true,true,true,0,codable,1909,1
P61,XVI,XVI/P61.md,Autres affections hématologiques de la période périnatale,9,true,true,true,3,pere_interdit,3345,1
P70,XVI,XVI/P70.md,Anomalies transitoires du métabolisme des glucides spécifiques du fœtus et du nouveau-né,7,true,true,true,3,pere_interdit,2680,1
P71,XVI,XVI/P71.md,Anomalies transitoires du métabolisme du calcium et du magnésium du nouveau-né,7,true,true,true,3,pere_interdit,2016,1
P72,XVI,XVI/P72.md,Autres anomalies endocriniennes transitoires du nouveau-né,5,true,true,true,3,pere_interdit,2310,1
P74,XVI,XVI/P74.md,Autres anomalies électrolytiques et métaboliques transitoires du nouveau-né,8,true,true,true,3,pere_interdit,2187,1
P75,XVI,XVI/P75.md,Iléus méconial dans la fibrose kystique du pancréas [mucoviscidose],0,true,true,false,0,codable,909,1
P76,XVI,XVI/P76.md,Autres occlusions intestinales du nouveau-né,5,true,true,true,3,pere_interdit,2095,1
P77,XVI,XVI/P77.md,Entérocolite nécrosante du fœtus et du nouveau-né,0,true,true,true,0,codable,1443,1
P78,XVI,XVI/P78.md,Autres affections périnatales de l'appareil digestif,6,true,true,true,3,pere_interdit,2699,1
P80,XVI,XVI/P80.md,Hypothermie du nouveau-né,3,true,true,true,3,pere_interdit,1789,1
P81,XVI,XVI/P81.md,Autres troubles de la régulation thermique du nouveau-né,3,true,true,true,3,pere_interdit,1471,1
P83,XVI,XVI/P83.md,Autres affections des téguments spécifiques du fœtus et du nouveau-né,9,true,true,true,3,pere_interdit,3875,1
P90,XVI,XVI/P90.md,Convulsions du nouveau-né,0,true,true,true,0,codable,1389,1
P91,XVI,XVI/P91.md,Autres affections cérébrales du nouveau-né,10,true,true,true,3,pere_interdit,2404,1
P92,XVI,XVI/P92.md,Problèmes alimentaires du nouveau-né,8,true,true,true,3,pere_interdit,1835,1
P93,XVI,XVI/P93.md,Réactions et intoxications médicamenteuses du fœtus et du nouveau-né,0,true,true,false,0,codable,1432,1
P94,XVI,XVI/P94.md,Anomalies du tonus musculaire du nouveau-né,5,true,true,true,3,pere_interdit,1909,1
P95,XVI,XVI/P95.md,Mort fœtale (de cause non précisée),0,true,true,false,3,pere_interdit,1026,1
P96,XVI,XVI/P96.md,Autres affections dont l'origine se situe dans la période périnatale,8,true,true,true,3,pere_interdit,3112,1
Q00,XVII,XVII/Q00.md,Anencéphalie et malformations similaires,3,true,true,true,3,pere_interdit,1070,1
Q01,XVII,XVII/Q01.md,Encéphalocèle,5,true,true,true,3,pere_interdit,1369,1
Q02,XVII,XVII/Q02.md,Microcéphalie,0,true,true,true,0,codable,1072,1
Q03,XVII,XVII/Q03.md,Hydrocéphalie congénitale,4,true,true,true,3,pere_interdit,2512,1
Q04,XVII,XVII/Q04.md,Autres malformations congénitales de l'encéphale,9,true,true,true,3,pere_interdit,3607,1
Q05,XVII,XVII/Q05.md,Spina bifida,10,true,true,true,3,pere_interdit,3117,1
Q06,XVII,XVII/Q06.md,Autres malformations congénitales de la moelle épinière,7,true,true,true,3,pere_interdit,2161,1
Q07,XVII,XVII/Q07.md,Autres malformations congénitales du système nerveux,3,true,true,true,3,pere_interdit,2536,1
Q10,XVII,XVII/Q10.md,"Malformations congénitales des paupières, de l'appareil lacrymal et de l'orbite",8,true,true,true,3,pere_interdit,2869,1
Q11,XVII,XVII/Q11.md,"Anophtalmie, microphtalmie et macrophtalmie",4,true,true,true,3,pere_interdit,1822,1
Q12,XVII,XVII/Q12.md,Malformations congénitales du cristallin,7,false,true,true,3,pere_interdit,1691,1
Q13,XVII,XVII/Q13.md,Malformations congénitales de la chambre antérieure de l'œil,8,true,true,true,3,pere_interdit,2673,1
Q14,XVII,XVII/Q14.md,Malformations congénitales de la chambre postérieure de l'œil,6,true,true,true,3,pere_interdit,2220,1
Q15,XVII,XVII/Q15.md,Autres malformations congénitales de l'œil,3,true,true,true,3,pere_interdit,2324,1
Q16,XVII,XVII/Q16.md,Malformations congénitales de l'oreille avec atteinte de l'audition,7,true,true,true,3,pere_interdit,2614,1
Q17,XVII,XVII/Q17.md,Autres malformations congénitales de l'oreille,8,true,true,true,3,pere_interdit,2408,1
Q18,XVII,XVII/Q18.md,Autres malformations congénitales de la face et du cou,10,true,true,true,3,pere_interdit,3813,1
Q20,XVII,XVII/Q20.md,Malformations congénitales des cavités et des orifices cardiaques,9,true,true,true,3,pere_interdit,3009,1
Q21,XVII,XVII/Q21.md,Malformations congénitales des cloisons cardiaques,7,true,true,true,3,pere_interdit,3564,1
Q22,XVII,XVII/Q22.md,Malformations congénitales de la valve pulmonaire et de la valvule tricuspide,9,true,true,true,3,pere_interdit,2090,1
Q23,XVII,XVII/Q23.md,Malformations congénitales des valvules aortique et mitrale,7,true,true,true,3,pere_interdit,2487,1
Q24,XVII,XVII/Q24.md,Autres malformations congénitales cardiaques,9,true,true,true,3,pere_interdit,3131,1
Q25,XVII,XVII/Q25.md,Malformations congénitales des gros vaisseaux,10,true,true,true,3,pere_interdit,3709,1
Q26,XVII,XVII/Q26.md,Malformations congénitales des grandes veines,9,true,true,true,3,pere_interdit,2801,1
Q27,XVII,XVII/Q27.md,Autres malformations congénitales de l'appareil circulatoire périphérique,7,true,true,true,3,pere_interdit,3659,1
Q28,XVII,XVII/Q28.md,Autres malformations congénitales de l'appareil circulatoire,6,true,true,true,3,pere_interdit,3261,1
Q30,XVII,XVII/Q30.md,Malformations congénitales du nez,6,true,true,true,3,pere_interdit,1925,1
Q31,XVII,XVII/Q31.md,Malformations congénitales du larynx,7,true,true,true,3,pere_interdit,3380,1
Q32,XVII,XVII/Q32.md,Malformations congénitales de la trachée et des bronches,5,true,true,true,3,pere_interdit,2660,1
Q33,XVII,XVII/Q33.md,Malformations congénitales du poumon,9,true,true,true,3,pere_interdit,2500,1
Q34,XVII,XVII/Q34.md,Autres malformations congénitales de l'appareil respiratoire,4,true,true,true,3,pere_interdit,1748,1
Q35,XVII,XVII/Q35.md,Fente palatine,5,true,true,true,3,pere_interdit,1261,1
Q36,XVII,XVII/Q36.md,Fente labiale,3,true,true,true,3,pere_interdit,1113,1
Q37,XVII,XVII/Q37.md,Fente labiopalatine,8,true,true,true,3,pere_interdit,1830,1
Q38,XVII,XVII/Q38.md,"Autres malformations congénitales de la langue, de la bouche et du pharynx",9,true,true,true,3,pere_interdit,4283,1
Q39,XVII,XVII/Q39.md,Malformations congénitales de l'œsophage,9,true,true,true,3,pere_interdit,2829,1
Q40,XVII,XVII/Q40.md,Autres malformations congénitales des voies digestives supérieures,6,true,true,true,3,pere_interdit,3119,1
Q41,XVII,XVII/Q41.md,"Absence, atrésie et sténose congénitales de l'intestin grêle",5,true,true,true,3,pere_interdit,2321,1
Q42,XVII,XVII/Q42.md,"Absence, atrésie et sténose congénitales du gros intestin",6,true,true,true,3,pere_interdit,2060,1
Q43,XVII,XVII/Q43.md,Autres malformations congénitales de l'intestin,10,true,true,true,3,pere_interdit,4073,1
Q44,XVII,XVII/Q44.md,"Malformations congénitales de la vésicule biliaire, des voies biliaires et du foie",8,true,true,true,3,pere_interdit,3408,1
Q45,XVII,XVII/Q45.md,Autres malformations congénitales de l'appareil digestif,6,true,true,true,3,pere_interdit,2849,1
Q50,XVII,XVII/Q50.md,"Malformations congénitales des ovaires, des trompes de Fallope et des ligaments larges",7,true,true,true,3,pere_interdit,2382,1
Q51,XVII,XVII/Q51.md,Malformations congénitales de l'utérus et du col de l'utérus,10,true,true,true,3,pere_interdit,1864,1
Q52,XVII,XVII/Q52.md,Autres malformations congénitales des organes génitaux de la femme,10,true,true,true,3,pere_interdit,2828,1
Q53,XVII,XVII/Q53.md,Cryptorchidie,4,true,true,true,3,pere_interdit,1187,1
Q54,XVII,XVII/Q54.md,Hypospadias,7,true,true,true,3,pere_interdit,1390,1
Q55,XVII,XVII/Q55.md,Autres malformations congénitales des organes génitaux de l'homme,9,true,true,true,3,pere_interdit,3734,1
Q56,XVII,XVII/Q56.md,Non-différenciation sexuelle et pseudohermaphrodisme,5,true,true,true,3,pere_interdit,1833,1
Q60,XVII,XVII/Q60.md,Agénésie rénale et autres défauts de développement rénal,7,true,true,true,3,pere_interdit,1776,1
Q61,XVII,XVII/Q61.md,Maladies kystiques du rein,8,true,true,true,3,pere_interdit,2921,1
Q62,XVII,XVII/Q62.md,Anomalies congénitales obstructives du bassinet et malformations congénitales de l'uretère,9,true,true,true,3,pere_interdit,3420,1
Q63,XVII,XVII/Q63.md,Autres malformations congénitales du rein,6,true,true,true,3,pere_interdit,2051,1
Q64,XVII,XVII/Q64.md,Autres malformations congénitales de l'appareil urinaire,10,true,true,true,3,pere_interdit,4035,1
Q65,XVII,XVII/Q65.md,Anomalies morphologiques congénitales de la hanche,9,true,true,true,3,pere_interdit,2589,1
Q66,XVII,XVII/Q66.md,Anomalies morphologiques congénitales du pied,10,true,true,true,3,pere_interdit,2101,1
Q67,XVII,XVII/Q67.md,"Anomalies morphologiques congénitales de la tête, de la face, du rachis et du thorax",9,true,true,true,3,pere_interdit,3048,1
Q68,XVII,XVII/Q68.md,Autres anomalies morphologiques congénitales ostéoarticulaires et des muscles,7,true,true,true,3,pere_interdit,2775,1
Q69,XVII,XVII/Q69.md,Polydactylie,4,true,true,true,3,pere_interdit,787,1
Q70,XVII,XVII/Q70.md,Syndactylie,6,true,true,true,3,pere_interdit,1114,1
Q71,XVII,XVII/Q71.md,Raccourcissement du membre supérieur,9,true,true,true,3,pere_interdit,2098,1
Q72,XVII,XVII/Q72.md,Raccourcissement du membre inférieur,10,true,true,true,3,pere_interdit,2001,1
Q73,XVII,XVII/Q73.md,Raccourcissement d'un membre non précisé,3,true,true,true,3,pere_interdit,1419,1
Q74,XVII,XVII/Q74.md,Autres malformations congénitales d'un (des) membre(s),6,true,true,true,3,pere_interdit,4095,1
Q75,XVII,XVII/Q75.md,Autres malformations congénitales des os du crâne et de la face,8,true,true,true,3,pere_interdit,3936,1
Q76,XVII,XVII/Q76.md,Malformations congénitales du rachis et du thorax osseux,10,true,true,true,3,pere_interdit,5466,1
Q77,XVII,XVII/Q77.md,Ostéo-chondro-dysplasie avec anomalies de la croissance des os longs et du rachis,10,true,true,true,3,pere_interdit,3305,1
Q78,XVII,XVII/Q78.md,Autres ostéo-chondro-dysplasies,9,true,true,true,3,pere_interdit,3344,1
Q79,XVII,XVII/Q79.md,"Malformations congénitales du système ostéoarticulaire et des muscles, non classées ailleurs",9,true,true,true,3,pere_interdit,3607,1
Q80,XVII,XVII/Q80.md,Ichtyose congénitale,7,true,true,true,3,pere_interdit,1998,1
Q81,XVII,XVII/Q81.md,Épidermolyse bulleuse,5,true,true,true,3,pere_interdit,1863,1
Q82,XVII,XVII/Q82.md,Autres malformations congénitales de la peau,8,true,true,true,3,pere_interdit,4088,1
Q83,XVII,XVII/Q83.md,Malformations congénitales du sein,6,true,true,true,3,pere_interdit,1351,1
Q84,XVII,XVII/Q84.md,Autres malformations congénitales de la peau et des phanères,9,true,true,true,3,pere_interdit,3255,1
Q85,XVII,XVII/Q85.md,"Phacomatoses, non classées ailleurs",4,true,true,true,3,pere_interdit,3311,1
Q86,XVII,XVII/Q86.md,"Syndromes congénitaux malformatifs dus à des causes exogènes connues, non classés ailleurs",4,true,true,true,3,pere_interdit,1272,1
Q87,XVII,XVII/Q87.md,Autres syndromes congénitaux malformatifs précisés atteignant plusieurs systèmes,7,true,true,true,3,pere_interdit,4979,1
Q89,XVII,XVII/Q89.md,"Autres malformations congénitales, non classées ailleurs",8,true,true,true,3,pere_interdit,3786,1
Q90,XVII,XVII/Q90.md,Syndrome de Down,4,true,true,true,3,pere_interdit,885,1
Q91,XVII,XVII/Q91.md,Syndrome d'Edwards et syndrome de Patau,8,false,true,true,3,pere_interdit,1255,1
Q92,XVII,XVII/Q92.md,"Autres trisomies et trisomies partielles des autosomes, non classées ailleurs",10,true,true,true,3,pere_interdit,2384,1
Q93,XVII,XVII/Q93.md,"Monosomies et délétions des autosomes, non classées ailleurs",10,true,true,true,3,pere_interdit,2169,1
Q95,XVII,XVII/Q95.md,"Réarrangements équilibrés et marqueurs structuraux, non classés ailleurs",8,true,true,true,3,pere_interdit,1422,1
Q96,XVII,XVII/Q96.md,Syndrome de Turner,7,false,true,true,3,pere_interdit,1417,1
Q97,XVII,XVII/Q97.md,"Autres anomalies des chromosomes sexuels, phénotype féminin, non classées ailleurs",6,false,true,true,3,pere_interdit,1450,1
Q98,XVII,XVII/Q98.md,"Autres anomalies des chromosomes sexuels, phénotype masculin, non classées ailleurs",10,false,true,true,3,pere_interdit,1479,1
Q99,XVII,XVII/Q99.md,"Autres anomalies des chromosomes, non classées ailleurs",5,true,true,true,3,pere_interdit,2092,1
R00,XVIII,XVIII/R00.md,Anomalies du rythme cardiaque,5,true,true,true,3,pere_interdit,2330,1
R01,XVIII,XVIII/R01.md,Souffles et autres bruits cardiaques,3,true,true,true,3,pere_interdit,1851,1
R02,XVIII,XVIII/R02.md,"Gangrène, non classée ailleurs",0,false,true,true,0,codable,1771,1
R03,XVIII,XVIII/R03.md,"Constatation d'une anomalie de la tension artérielle, sans diagnostic",2,false,true,true,3,pere_interdit,1481,1
R04,XVIII,XVIII/R04.md,Hémorragie des voies respiratoires,5,true,true,true,3,pere_interdit,2181,1
R05,XVIII,XVIII/R05.md,Toux,0,false,true,true,0,codable,931,1
R06,XVIII,XVIII/R06.md,Anomalies de la respiration,9,true,true,true,3,pere_interdit,3139,1
R07,XVIII,XVIII/R07.md,Douleur au niveau de la gorge et du thorax,5,true,true,true,3,pere_interdit,2218,1
R09,XVIII,XVIII/R09.md,Autres symptômes et signes relatifs aux appareils circulatoire et respiratoire,5,true,true,true,3,pere_interdit,3425,1
R10,XVIII,XVIII/R10.md,Douleur abdominale et pelvienne,5,true,true,true,3,pere_interdit,3068,1
R11,XVIII,XVIII/R11.md,Nausées et vomissements,0,false,true,true,0,codable,2220,1
R12,XVIII,XVIII/R12.md,Pyrosis,0,false,true,true,0,codable,1108,1
R13,XVIII,XVIII/R13.md,Dysphagie,0,true,true,true,0,codable,1829,1
R14,XVIII,XVIII/R14.md,Flatulence et troubles apparentés,0,true,true,true,0,codable,1809,1
R15,XVIII,XVIII/R15.md,Incontinence des matières fécales,0,true,true,true,0,codable,1442,1
R16,XVIII,XVIII/R16.md,"Hépatomégalie et splénomégalie, non classées ailleurs",3,true,true,true,3,pere_interdit,2184,1
R17,XVIII,XVIII/R17.md,"Hyperbilirubinémie, avec ou sans ictère, non classée ailleurs",2,true,true,false,3,pere_interdit,1481,1
R18,XVIII,XVIII/R18.md,Ascite,0,true,true,true,0,codable,1774,1
R19,XVIII,XVIII/R19.md,Autres symptômes et signes relatifs à l'appareil digestif et à l'abdomen,8,true,true,true,3,pere_interdit,3887,1
R20,XVIII,XVIII/R20.md,Troubles de la sensibilité cutanée,5,true,true,true,3,pere_interdit,2130,1
R21,XVIII,XVIII/R21.md,Rash et autres éruptions cutanées non spécifiques,0,false,true,true,0,codable,925,1
R22,XVIII,XVIII/R22.md,Autres tuméfactions et masses localisées de la peau et du tissu cellulaire souscutané,7,true,true,true,3,pere_interdit,2882,1
R23,XVIII,XVIII/R23.md,Autres modifications de la peau,6,true,true,true,3,pere_interdit,2775,1
R25,XVIII,XVIII/R25.md,Mouvements involontaires anormaux,5,true,true,true,3,pere_interdit,2228,1
R26,XVIII,XVIII/R26.md,Anomalies de la démarche et de la motilité,5,true,true,true,3,pere_interdit,2024,1
R27,XVIII,XVIII/R27.md,Autres troubles de la coordination,2,false,true,true,3,pere_interdit,1135,1
R29,XVIII,XVIII/R29.md,Autres symptômes et signes relatifs aux systèmes nerveux et ostéomusculaire,7,true,true,true,3,pere_interdit,2953,1
R30,XVIII,XVIII/R30.md,Douleur à la miction,3,true,true,true,3,pere_interdit,1110,1
R31,XVIII,XVIII/R31.md,"Hématurie, sans précision",0,false,true,true,0,codable,1244,1
R32,XVIII,XVIII/R32.md,"Incontinence urinaire, sans précision",0,true,true,true,0,codable,1284,1
R33,XVIII,XVIII/R33.md,Rétention d'urine,0,false,true,true,0,codable,1286,1
R34,XVIII,XVIII/R34.md,Anurie et oligurie,0,false,true,true,0,codable,1277,1
R35,XVIII,XVIII/R35.md,Polyurie,0,true,true,true,0,codable,1071,1
R36,XVIII,XVIII/R36.md,Écoulement urétral,0,true,true,true,0,codable,757,1
R39,XVIII,XVIII/R39.md,Autres symptômes et signes relatifs à l'appareil urinaire,4,true,true,true,3,pere_interdit,1887,1
R40,XVIII,XVIII/R40.md,"Somnolence, stupeur et coma",3,true,true,true,3,pere_interdit,1546,1
R41,XVIII,XVIII/R41.md,Autres symptômes et signes relatifs aux fonctions cognitives et à la conscience,5,true,true,true,3,pere_interdit,2556,1
R42,XVIII,XVIII/R42.md,Étourdissements et éblouissements,0,true,true,true,0,codable,1155,1
R43,XVIII,XVIII/R43.md,Troubles de l'odorat et du gout,4,true,true,true,3,pere_interdit,1163,1
R44,XVIII,XVIII/R44.md,Autres symptômes et signes relatifs aux sensations et aux perceptions générales,5,false,true,true,3,pere_interdit,2148,1
R45,XVIII,XVIII/R45.md,Symptômes et signes relatifs à l'humeur,9,true,true,true,3,pere_interdit,2199,1
R46,XVIII,XVIII/R46.md,Symptômes et signes relatifs à l'apparence et au comportement,9,true,true,true,3,pere_interdit,2697,1
R47,XVIII,XVIII/R47.md,"Troubles du langage, non classés ailleurs",3,true,true,true,3,pere_interdit,1695,1
R48,XVIII,XVIII/R48.md,"Dyslexie et autres troubles de la fonction symbolique, non classés ailleurs",4,true,true,true,3,pere_interdit,1804,1
R49,XVIII,XVIII/R49.md,Troubles de la voix,4,true,true,true,3,pere_interdit,1255,1
R50,XVIII,XVIII/R50.md,Fièvre d'origine autre et inconnue,3,true,true,true,3,pere_interdit,2097,1
R51,XVIII,XVIII/R51.md,Céphalée,0,true,true,true,0,codable,1333,1
R52,XVIII,XVIII/R52.md,"Douleur, non classée ailleurs",4,true,true,true,3,pere_interdit,2678,1
R53,XVIII,XVIII/R53.md,Malaise et fatigue,0,true,true,false,3,pere_interdit,1632,1
R54,XVIII,XVIII/R54.md,Sénilité,0,true,true,false,3,pere_interdit,782,1
R55,XVIII,XVIII/R55.md,Syncope et collapsus,0,true,true,true,0,codable,2086,1
R56,XVIII,XVIII/R56.md,"Convulsions, non classées ailleurs",2,true,true,true,3,pere_interdit,1809,1
R57,XVIII,XVIII/R57.md,"Choc, non classé ailleurs",5,true,true,true,3,pere_interdit,2949,1
R58,XVIII,XVIII/R58.md,"Hémorragie, non classée ailleurs",0,true,true,true,0,codable,885,1
R59,XVIII,XVIII/R59.md,Adénopathies,3,true,true,true,3,pere_interdit,2507,1
R60,XVIII,XVIII/R60.md,"Œdème, non classé ailleurs",3,true,true,true,3,pere_interdit,2409,1
R61,XVIII,XVIII/R61.md,Hyperhidrose,3,true,true,true,3,pere_interdit,1038,1
R62,XVIII,XVIII/R62.md,Retard du développement physiologique,3,true,true,true,3,pere_interdit,2128,1
R63,XVIII,XVIII/R63.md,Symptômes et signes relatifs à l'absorption d'aliments et de liquides,8,true,true,true,3,pere_interdit,3060,1
R64,XVIII,XVIII/R64.md,Cachexie,0,false,true,true,0,codable,1324,1
R65,XVIII,XVIII/R65.md,Syndrome de réponse inflammatoire systémique [SRIS],5,true,true,true,3,pere_interdit,1374,1
R68,XVIII,XVIII/R68.md,Autres symptômes et signes généraux,5,true,true,true,3,pere_interdit,2779,1
R69,XVIII,XVIII/R69.md,Causes inconnues et non précisées de morbidité,0,true,true,true,1,interdit_dp_dr,883,1
R70,XVIII,XVIII/R70.md,Accélération de la vitesse de sédimentation et anomalies de la viscosité plasmatique,2,false,true,true,3,pere_interdit,1880,1
R71,XVIII,XVIII/R71.md,Anomalies des globules rouges,0,true,true,true,0,codable,1647,1
R72,XVIII,XVIII/R72.md,"Anomalies des globules blancs, non classées ailleurs",0,true,true,true,0,codable,1309,1
R73,XVIII,XVIII/R73.md,Augmentation de la glycémie,2,true,true,true,3,pere_interdit,2476,1
