code,chapter,filepath,libelle,n_enfants,has_perimetre,has_exclusions,has_formulations,type_mco,statut_mco,nb_chars
F98,V,V/F98.md,Autres troubles du comportement et troubles émotionnels apparaissant habituellement durant l'enfance et l'adolescence,9,true,true,true,3,pere_interdit,3524
F99,V,V/F99.md,"Trouble mental, sans autre indication",0,true,true,true,1,interdit_dp_dr,1526
G00,VI,VI/G00.md,"Méningite bactérienne, non classée ailleurs",6,true,true,true,3,pere_interdit,3017
G01,VI,VI/G01.md,Méningite au cours d'affections bactériennes classées ailleurs,0,true,true,false,0,codable,2070
G02,VI,VI/G02.md,Méningite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,3,true,true,false,3,pere_interdit,2833
G03,VI,VI/G03.md,Méningite due à des causes autres et non précisées,5,true,true,true,3,pere_interdit,2798
G04,VI,VI/G04.md,"Encéphalite, myélite et encéphalomyélite",5,true,true,true,3,pere_interdit,3691
G05,VI,VI/G05.md,"Encéphalite, myélite et encéphalomyélite au cours d'affections classées ailleurs",4,true,true,true,3,pere_interdit,4606
G06,VI,VI/G06.md,Abcès et granulome intracrâniens et intrarachidiens,3,true,true,true,3,pere_interdit,3327
G07,VI,VI/G07.md,Abcès et granulome intracrâniens et intrarachidiens au cours d'affections classées ailleurs,0,true,true,false,0,codable,1413
G08,VI,VI/G08.md,Phlébite et thrombophlébite intracrâniennes et intrarachidiennes,0,true,true,true,0,codable,3233
G09,VI,VI/G09.md,Séquelles d'affections inflammatoires du système nerveux central,0,false,true,true,4,interdit_dp,1872
G10,VI,VI/G10.md,Chorée de Huntington,0,false,true,true,0,codable,1239
G11,VI,VI/G11.md,Ataxie héréditaire,7,true,true,true,3,pere_interdit,4432
G12,VI,VI/G12.md,Amyotrophie spinale et syndromes apparentés,5,true,true,true,3,pere_interdit,3821
G13,VI,VI/G13.md,Affections dégénératives systémiques affectant principalement le système nerveux central au cours d'affections classées ailleurs,4,true,true,true,3,pere_interdit,1973
G14,VI,VI/G14.md,Syndrome postpoliomyélitique,0,true,true,true,0,codable,1157
G20,VI,VI/G20.md,Maladie de Parkinson,0,true,true,false,0,codable,1315
G21,VI,VI/G21.md,Syndrome parkinsonien secondaire,7,false,true,true,3,pere_interdit,1961
G22,VI,VI/G22.md,Syndrome parkinsonien au cours de maladies classées ailleurs,0,true,true,false,0,codable,1058
G23,VI,VI/G23.md,Autres maladies dégénératives des noyaux gris centraux,6,true,true,true,3,pere_interdit,3274
G24,VI,VI/G24.md,Dystonie,8,true,true,true,3,pere_interdit,2732
G25,VI,VI/G25.md,Autres syndromes extrapyramidaux et troubles de la motricité,9,true,true,true,3,pere_interdit,3558
G26,VI,VI/G26.md,Syndromes extrapyramidaux et troubles de la motricité au cours d'affections classées ailleurs,0,false,true,true,0,codable,1049
G30,VI,VI/G30.md,Maladie d'Alzheimer,4,true,true,true,3,pere_interdit,2426
G31,VI,VI/G31.md,"Autres affections dégénératives du système nerveux, non classées ailleurs",5,true,true,true,3,pere_interdit,3827
G32,VI,VI/G32.md,Autres affections dégénératives du système nerveux au cours d'affections classées ailleurs,2,true,true,true,3,pere_interdit,1581
G35,VI,VI/G35.md,Sclérose en plaques,0,true,true,true,0,codable,1859
G36,VI,VI/G36.md,Autres affections démyélinisantes aigües disséminées,4,true,true,true,3,pere_interdit,2350
G37,VI,VI/G37.md,Autres affections démyélinisantes du système nerveux central,8,true,true,true,3,pere_interdit,3311
G40,VI,VI/G40.md,Épilepsie,10,true,true,true,3,pere_interdit,6709
G41,VI,VI/G41.md,État de mal épileptique,5,true,true,true,3,pere_interdit,2198
G43,VI,VI/G43.md,Migraine,6,true,true,true,3,pere_interdit,2736
G44,VI,VI/G44.md,Autres syndromes d'algies céphaliques,6,true,true,true,3,pere_interdit,2466
G45,VI,VI/G45.md,Accidents ischémiques cérébraux transitoires et syndromes apparentés,7,true,true,true,3,pere_interdit,2670
G46,VI,VI/G46.md,Syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires,9,true,true,false,3,pere_interdit,1752
G47,VI,VI/G47.md,Troubles du sommeil,7,true,true,true,3,pere_interdit,2920
G50,VI,VI/G50.md,Affections du nerf trijumeau,4,true,true,true,3,pere_interdit,2145
G51,VI,VI/G51.md,Affections du nerf facial,7,true,true,true,3,pere_interdit,3197
G52,VI,VI/G52.md,Affections des autres nerfs crâniens,7,true,true,true,3,pere_interdit,3292
G53,VI,VI/G53.md,Affections des nerfs crâniens au cours de maladies classées ailleurs,5,true,true,true,3,pere_interdit,2061
G54,VI,VI/G54.md,Affections des racines et des plexus nerveux,10,true,true,true,3,pere_interdit,4059
G55,VI,VI/G55.md,Compression des racines et des plexus nerveux au cours de maladies classées ailleurs,5,false,true,true,3,pere_interdit,1873
G56,VI,VI/G56.md,Mononévrite du membre supérieur,6,true,true,true,3,pere_interdit,2542
G57,VI,VI/G57.md,Mononévrite du membre inférieur,9,true,true,true,3,pere_interdit,3710
G58,VI,VI/G58.md,Autres mononévrites,4,false,true,true,3,pere_interdit,1920
G59,VI,VI/G59.md,Mononévrite au cours de maladies classées ailleurs,2,false,true,true,3,pere_interdit,1833
G60,VI,VI/G60.md,Neuropathie héréditaire et idiopathique,6,true,true,true,3,pere_interdit,4454
G61,VI,VI/G61.md,Polynévrites inflammatoires,4,true,true,true,3,pere_interdit,2646
G62,VI,VI/G62.md,Autres polynévrites,5,true,true,true,3,pere_interdit,2444
G63,VI,VI/G63.md,Polynévrite au cours de maladies classées ailleurs,8,true,true,true,3,pere_interdit,3207
G64,VI,VI/G64.md,Autres affections du système nerveux périphérique,0,true,true,true,0,codable,1287
G70,VI,VI/G70.md,Myasthénie et autres affections neuromusculaires,5,false,true,true,3,pere_interdit,2311
G71,VI,VI/G71.md,Affections musculaires primitives,6,true,true,true,3,pere_interdit,5568
G72,VI,VI/G72.md,Autres myopathies,7,true,true,true,3,pere_interdit,3022
G73,VI,VI/G73.md,Affections musculaires et neuromusculaires au cours de maladies classées ailleurs,8,true,true,true,3,pere_interdit,3139
G80,VI,VI/G80.md,Paralysie cérébrale,7,true,true,true,3,pere_interdit,3266
G81,VI,VI/G81.md,Hémiplégie,3,true,true,true,3,pere_interdit,2214
G82,VI,VI/G82.md,Paraplégie et tétraplégie,6,true,true,false,3,pere_interdit,1392
G83,VI,VI/G83.md,Autres syndromes paralytiques,9,true,true,true,3,pere_interdit,3623
G90,VI,VI/G90.md,Affections du système nerveux autonome,9,true,true,true,3,pere_interdit,3110
G91,VI,VI/G91.md,Hydrocéphalie,6,true,true,true,3,pere_interdit,2729
G92,VI,VI/G92.md,Encéphalopathie toxique,0,false,true,true,0,codable,1684
G93,VI,VI/G93.md,Autres affections du cerveau,10,true,true,true,3,pere_interdit,4221
G94,VI,VI/G94.md,Autres affections du cerveau au cours de maladies classées ailleurs,5,false,true,true,3,pere_interdit,1428
G95,VI,VI/G95.md,Autres affections de la moelle épinière,5,true,true,true,3,pere_interdit,4063
G96,VI,VI/G96.md,Autres affections du système nerveux central,4,true,true,true,3,pere_interdit,2333
G97,VI,VI/G97.md,"Affections du système nerveux après un acte à visée diagnostique et thérapeutique, non classées ailleurs",5,false,true,true,3,pere_interdit,1933
G98,VI,VI/G98.md,"Autres affections du système nerveux, non classées ailleurs",0,true,true,true,0,codable,1929
G99,VI,VI/G99.md,Autres affections du système nerveux au cours de maladies classées ailleurs,4,true,true,true,3,pere_interdit,2724
H00,VII,VII/H00.md,Orgelet et chalazion,2,true,true,true,3,pere_interdit,1500
H01,VII,VII/H01.md,Autres inflammations de la paupière,4,true,true,true,3,pere_interdit,2198
H02,VII,VII/H02.md,Autres affections des paupières,10,true,true,true,3,pere_interdit,3811
H03,VII,VII/H03.md,Affections de la paupière au cours de maladies classées ailleurs,3,true,true,true,3,pere_interdit,2620
H04,VII,VII/H04.md,Affections de l'appareil lacrymal,9,true,true,true,3,pere_interdit,4120
H05,VII,VII/H05.md,Affections de l'orbite,8,true,true,true,3,pere_interdit,3642
H06,VII,VII/H06.md,Affections de l'appareil lacrymal et de l'orbite au cours de maladies classées ailleurs,4,true,true,true,3,pere_interdit,1745
H10,VII,VII/H10.md,Conjonctivite,8,false,true,true,3,pere_interdit,2305
H11,VII,VII/H11.md,Autres affections de la conjonctive,7,true,true,true,3,pere_interdit,2971
H13,VII,VII/H13.md,Affections de la conjonctive au cours de maladies classées ailleurs,5,true,true,true,3,pere_interdit,2370
H15,VII,VII/H15.md,Affections de la sclérotique,4,true,true,true,3,pere_interdit,1975
H16,VII,VII/H16.md,Kératite,7,true,true,true,3,pere_interdit,3581
H17,VII,VII/H17.md,Cicatrices et opacités cornéennes,4,false,true,true,3,pere_interdit,1469
H18,VII,VII/H18.md,Autres affections de la cornée,10,true,true,true,3,pere_interdit,4449
H19,VII,VII/H19.md,Affections de la sclérotique et de la cornée au cours de maladies classées ailleurs,5,true,true,true,3,pere_interdit,3276
H20,VII,VII/H20.md,Iridocyclite,5,true,true,true,3,pere_interdit,2374
H21,VII,VII/H21.md,Autres affections de l'iris et du corps ciliaire,8,true,true,true,3,pere_interdit,4802
H22,VII,VII/H22.md,Affections de l'iris et du corps ciliaire au cours de maladies classées ailleurs,3,true,true,true,3,pere_interdit,2594
H25,VII,VII/H25.md,Cataracte sénile,5,true,true,true,3,pere_interdit,2389
H26,VII,VII/H26.md,Autres cataractes,7,true,true,true,3,pere_interdit,2878
H27,VII,VII/H27.md,Autres affections du cristallin,4,false,true,true,3,pere_interdit,1945
H28,VII,VII/H28.md,Cataracte et autres affections du cristallin au cours de maladies classées ailleurs,4,true,true,true,3,pere_interdit,1800
H30,VII,VII/H30.md,Choriorétinite,5,true,true,true,3,pere_interdit,2312
H31,VII,VII/H31.md,Autres affections de la choroïde,7,true,true,true,3,pere_interdit,3504
H32,VII,VII/H32.md,Affections choriorétiniennes au cours de maladies classées ailleurs,2,true,true,true,3,pere_interdit,1576
H33,VII,VII/H33.md,Décollement et déchirure de la rétine,6,true,true,true,3,pere_interdit,3552
H34,VII,VII/H34.md,Occlusions vasculaires rétiniennes,5,true,true,true,3,pere_interdit,3380
H35,VII,VII/H35.md,Autres affections rétiniennes,10,true,true,true,3,pere_interdit,6189
H36,VII,VII/H36.md,Affections rétiniennes au cours de maladies classées ailleurs,2,true,true,true,3,pere_interdit,2263
H40,VII,VII/H40.md,Glaucome,9,true,true,true,3,pere_interdit,3759
H42,VII,VII/H42.md,Glaucome au cours de maladies classées ailleurs,2,true,true,false,3,pere_interdit,1372
H43,VII,VII/H43.md,Affections du corps vitré,6,true,true,true,3,pere_interdit,2649
H44,VII,VII/H44.md,Affections du globe oculaire,10,true,true,true,3,pere_interdit,5233
H45,VII,VII/H45.md,Affections du corps vitré et du globe oculaire au cours de maladies classées ailleurs,3,true,true,false,3,pere_interdit,1524
H46,VII,VII/H46.md,Névrite optique,0,true,true,true,0,codable,1880
H47,VII,VII/H47.md,Autres affections du nerf [II] et des voies optiques,8,true,true,true,3,pere_interdit,2980
H48,VII,VII/H48.md,Affections du nerf [II] et des voies optiques au cours de maladies classées ailleurs,3,true,true,true,3,pere_interdit,1827
H49,VII,VII/H49.md,Strabisme paralytique,7,true,true,true,3,pere_interdit,2796
H50,VII,VII/H50.md,Autres strabismes,9,true,true,true,3,pere_interdit,3226
H51,VII,VII/H51.md,Autres anomalies des mouvements binoculaires,5,false,true,true,3,pere_interdit,2134
H52,VII,VII/H52.md,Vices de réfraction et troubles de l'accommodation,8,true,true,true,3,pere_interdit,2405
H53,VII,VII/H53.md,Troubles de la vision,9,true,true,true,3,pere_interdit,4219
H54,VII,VII/H54.md,Déficience visuelle incluant la cécité (binoculaire ou monoculaire),8,true,true,true,3,pere_interdit,3774
H55,VII,VII/H55.md,Nystagmus et autres anomalies des mouvements oculaires,0,true,true,true,0,codable,1412
H57,VII,VII/H57.md,Autres affections de l'œil et de ses annexes,4,false,true,true,3,pere_interdit,2324
H58,VII,VII/H58.md,Autres affections de l'œil et de ses annexes au cours de maladies classées ailleurs,3,true,true,false,3,pere_interdit,1844
H59,VII,VII/H59.md,"Affections de l'œil et de ses annexes après un acte à visée diagnostique et thérapeutique, non classées ailleurs",3,true,true,true,3,pere_interdit,2236
H60,VIII,VIII/H60.md,Otite externe,8,true,true,true,3,pere_interdit,3216
H61,VIII,VIII/H61.md,Autres affections de l'oreille externe,6,true,true,true,3,pere_interdit,2389
H62,VIII,VIII/H62.md,Affections de l'oreille externe au cours de maladies classées ailleurs,6,true,true,true,3,pere_interdit,2216
H65,VIII,VIII/H65.md,Otite moyenne non suppurée,6,true,true,true,3,pere_interdit,3386
H66,VIII,VIII/H66.md,Otite moyenne suppurée et sans précision,6,true,true,true,3,pere_interdit,2761
H67,VIII,VIII/H67.md,Otite moyenne au cours de maladies classées ailleurs,3,true,true,false,3,pere_interdit,1727
H68,VIII,VIII/H68.md,Salpingite et obstruction de la trompe d'Eustache,2,true,true,true,3,pere_interdit,1592
H69,VIII,VIII/H69.md,Autres affections de la trompe d'Eustache,3,false,true,true,3,pere_interdit,1213
H70,VIII,VIII/H70.md,Mastoïdite et affections apparentées,5,true,true,true,3,pere_interdit,2637
H71,VIII,VIII/H71.md,Cholestéatome de l'oreille moyenne,0,true,true,true,0,codable,1354
H72,VIII,VIII/H72.md,Perforation du tympan,5,true,true,true,3,pere_interdit,2043
H73,VIII,VIII/H73.md,Autres affections du tympan,4,true,true,true,3,pere_interdit,1664
H74,VIII,VIII/H74.md,Autres affections de l'oreille moyenne et de l'apophyse mastoïde,7,true,true,true,3,pere_interdit,1958
H75,VIII,VIII/H75.md,Autres affections de l'oreille moyenne et de l'apophyse mastoïde au cours de maladies classées ailleurs,2,true,true,false,3,pere_interdit,1366
H80,VIII,VIII/H80.md,Otosclérose,5,true,true,true,3,pere_interdit,1635
H81,VIII,VIII/H81.md,Atteintes des fonctions vestibulaires,7,true,true,true,3,pere_interdit,2903
H82,VIII,VIII/H82.md,Syndromes vertigineux au cours de maladies classées ailleurs,0,false,true,false,0,codable,933
H83,VIII,VIII/H83.md,Autres maladies de l'oreille interne,6,true,true,true,3,pere_interdit,2247
H90,VIII,VIII/H90.md,Surdité de transmission et neurosensorielle,9,true,true,true,3,pere_interdit,2611
H91,VIII,VIII/H91.md,Autres pertes de l'audition,6,true,true,true,3,pere_interdit,2707
H92,VIII,VIII/H92.md,Otalgie et écoulement par l'oreille,3,false,true,true,3,pere_interdit,1662
H93,VIII,VIII/H93.md,"Autres affections de l'oreille, non classées ailleurs",6,true,true,true,3,pere_interdit,2215
H94,VIII,VIII/H94.md,Autres affections de l'oreille au cours de maladies classées ailleurs,2,true,true,false,3,pere_interdit,1317
H95,VIII,VIII/H95.md,"Affections de l'oreille et de l'apophyse mastoïde après un acte à visée diagnostique et thérapeutique, non classées ailleurs",4,true,true,true,3,pere_interdit,1921
I00,IX,IX/I00.md,"Rhumatisme articulaire aigu, sans mention d'atteinte cardiaque",0,true,true,true,0,codable,1379
I01,IX,IX/I01.md,"Rhumatisme articulaire aigu, avec atteinte cardiaque",5,true,true,true,3,pere_interdit,3519
I02,IX,IX/I02.md,Chorée rhumatismale,2,true,true,true,3,pere_interdit,1939
I05,IX,IX/I05.md,Maladies rhumatismales de la valvule mitrale,5,true,true,true,3,pere_interdit,2960
I06,IX,IX/I06.md,Maladies rhumatismales de la valvule aortique,5,true,true,true,3,pere_interdit,2417
I07,IX,IX/I07.md,Maladies rhumatismales de la valvule tricuspide,5,true,true,true,3,pere_interdit,2635
I08,IX,IX/I08.md,Maladies de plusieurs valvules,6,true,true,true,3,pere_interdit,3176
I09,IX,IX/I09.md,Autres cardiopathies rhumatismales,5,true,true,true,3,pere_interdit,3120
I10,IX,IX/I10.md,Hypertension essentielle (primitive),0,true,true,true,0,codable,2544
I11,IX,IX/I11.md,Cardiopathie hypertensive,2,true,true,true,3,pere_interdit,2762
I12,IX,IX/I12.md,Néphropathie hypertensive,2,true,true,true,3,pere_interdit,3512
I13,IX,IX/I13.md,Cardionéphropathie hypertensive,4,true,true,true,3,pere_interdit,2795
I15,IX,IX/I15.md,Hypertension secondaire,5,false,true,true,3,pere_interdit,3452
I20,IX,IX/I20.md,Angine de poitrine,4,true,true,true,3,pere_interdit,3528
I21,IX,IX/I21.md,Infarctus aigu du myocarde,6,true,true,true,3,pere_interdit,2714
I22,IX,IX/I22.md,Infarctus du myocarde à répétition,4,true,true,false,3,pere_interdit,2170
I23,IX,IX/I23.md,Certaines complications récentes d'un infarctus aigu du myocarde,8,true,true,true,3,pere_interdit,3125
I24,IX,IX/I24.md,Autres cardiopathies ischémiques aigües,4,true,true,true,3,pere_interdit,3317
I25,IX,IX/I25.md,Cardiopathie ischémique chronique,9,true,true,true,3,pere_interdit,4446
I26,IX,IX/I26.md,Embolie pulmonaire,2,true,true,true,3,pere_interdit,2954
I27,IX,IX/I27.md,Autres affections cardiopulmonaires,5,true,true,true,3,pere_interdit,2789
I28,IX,IX/I28.md,Autres maladies des vaisseaux pulmonaires,4,true,true,true,3,pere_interdit,2593
I30,IX,IX/I30.md,Péricardite aigüe,4,true,true,true,3,pere_interdit,3181
I31,IX,IX/I31.md,Autres maladies du péricarde,6,true,true,true,3,pere_interdit,3576
I32,IX,IX/I32.md,Péricardite au cours de maladies classées ailleurs,3,true,true,true,3,pere_interdit,2069
I33,IX,IX/I33.md,Endocardite aigüe et subaigüe,2,true,true,true,3,pere_interdit,3781
I34,IX,IX/I34.md,Atteintes non rhumatismales de la valvule mitrale,5,true,true,true,3,pere_interdit,3534
I35,IX,IX/I35.md,Atteintes non rhumatismales de la valvule aortique,5,true,true,true,3,pere_interdit,3053
I36,IX,IX/I36.md,Atteintes non rhumatismales de la valvule tricuspide,5,true,true,true,3,pere_interdit,2435
I37,IX,IX/I37.md,Atteintes de la valvule pulmonaire,5,true,true,true,3,pere_interdit,2468
I38,IX,IX/I38.md,"Endocardite, valvule non précisée",0,true,true,true,0,codable,3179
I39,IX,IX/I39.md,Endocardite et atteintes valvulaires cardiaques au cours de maladies classées ailleurs,6,true,true,true,3,pere_interdit,2517
I40,IX,IX/I40.md,Myocardite aigüe,4,true,true,true,3,pere_interdit,2324
I41,IX,IX/I41.md,Myocardite au cours de maladies classées ailleurs,4,true,true,true,3,pere_interdit,2721
I42,IX,IX/I42.md,Myocardiopathie,10,true,true,true,3,pere_interdit,3883
I43,IX,IX/I43.md,Myocardiopathie au cours de maladies classées ailleurs,4,true,true,true,3,pere_interdit,2209
I44,IX,IX/I44.md,Bloc de branche gauche et auriculoventriculaire,8,true,true,true,3,pere_interdit,3158
I45,IX,IX/I45.md,Autres troubles de la conduction,9,true,true,true,3,pere_interdit,3910
I46,IX,IX/I46.md,Arrêt cardiaque,3,false,true,true,3,pere_interdit,2687
I47,IX,IX/I47.md,Tachycardie paroxystique,4,true,true,true,3,pere_interdit,3414
I48,IX,IX/I48.md,Fibrillation et flutter auriculaires,6,true,true,true,3,pere_interdit,2171
I49,IX,IX/I49.md,Autres arythmies cardiaques,8,true,true,true,3,pere_interdit,4309
I50,IX,IX/I50.md,Insuffisance cardiaque,3,true,true,true,3,pere_interdit,3491
I51,IX,IX/I51.md,Complications de cardiopathies et maladies cardiaques mal définies,10,true,true,true,3,pere_interdit,4350
I52,IX,IX/I52.md,Autres cardiopathies au cours de maladies classées ailleurs,3,true,true,false,3,pere_interdit,1818
I60,IX,IX/I60.md,Hémorragie sousarachnoïdienne,10,true,true,true,3,pere_interdit,4082
I61,IX,IX/I61.md,Hémorragie intracérébrale,9,true,true,true,3,pere_interdit,3597
I62,IX,IX/I62.md,Autres hémorragies intracrâniennes non traumatiques,3,true,true,true,3,pere_interdit,2840
I63,IX,IX/I63.md,Infarctus cérébral,9,true,true,true,3,pere_interdit,3365
I64,IX,IX/I64.md,"Accident vasculaire cérébral, non précisé comme étant hémorragique ou par infarctus",0,true,true,true,0,codable,1824
I65,IX,IX/I65.md,"Occlusion et sténose des artères précérébrales, n'entraînant pas un infarctus cérébral",6,true,true,true,3,pere_interdit,3962
I66,IX,IX/I66.md,"Occlusion et sténose des artères cérébrales, n'entraînant pas un infarctus cérébral",7,true,true,true,3,pere_interdit,4439
I67,IX,IX/I67.md,Autres maladies cérébrovasculaires,10,true,true,true,3,pere_interdit,4767
I68,IX,IX/I68.md,Troubles cérébrovasculaires au cours de maladies classées ailleurs,4,true,true,true,3,pere_interdit,2279
I69,IX,IX/I69.md,Séquelles de maladies cérébrovasculaires,6,true,true,true,3,pere_interdit,2798
I70,IX,IX/I70.md,Athérosclérose,5,true,true,true,3,pere_interdit,3722
I71,IX,IX/I71.md,Anévrisme aortique et dissection,9,true,true,true,3,pere_interdit,2996
I72,IX,IX/I72.md,Autres anévrismes et dissections,9,true,true,true,3,pere_interdit,3686
I73,IX,IX/I73.md,Autres maladies vasculaires périphériques,4,true,true,true,3,pere_interdit,4004
I74,IX,IX/I74.md,Embolie et thrombose artérielles,8,true,true,true,3,pere_interdit,4300
I77,IX,IX/I77.md,Autres atteintes des artères et artérioles,9,true,true,true,3,pere_interdit,4358
I78,IX,IX/I78.md,Maladies des capillaires,4,true,true,true,3,pere_interdit,3526
I79,IX,IX/I79.md,"Atteintes des artères, artérioles et capillaires au cours de maladies classées ailleurs",4,true,true,true,3,pere_interdit,2256
I80,IX,IX/I80.md,Phlébite et thrombophlébite,6,true,true,true,3,pere_interdit,4550
I81,IX,IX/I81.md,Thrombose de la veine porte,0,true,true,true,0,codable,2040
I82,IX,IX/I82.md,Autres embolies et thromboses veineuses,6,true,true,true,3,pere_interdit,3954
I83,IX,IX/I83.md,Varices des membres inférieurs,4,true,true,true,3,pere_interdit,3923
I85,IX,IX/I85.md,Varices œsophagiennes,2,true,true,true,3,pere_interdit,2234
I86,IX,IX/I86.md,Varices d'autres localisations,6,true,true,true,3,pere_interdit,2888
I87,IX,IX/I87.md,Autres atteintes veineuses,5,true,true,true,3,pere_interdit,2915
I88,IX,IX/I88.md,Lymphadénite non spécifique,4,true,true,true,3,pere_interdit,3092
I89,IX,IX/I89.md,Autres atteintes non infectieuses des vaisseaux et des ganglions lymphatiques,4,true,true,true,3,pere_interdit,4051
I95,IX,IX/I95.md,Hypotension,5,true,true,true,3,pere_interdit,2881
I97,IX,IX/I97.md,"Troubles de l'appareil circulatoire après un acte à visée diagnostique et thérapeutique, non classés ailleurs",5,true,true,true,3,pere_interdit,3483
I98,IX,IX/I98.md,Autres troubles de l'appareil circulatoire au cours de maladies classées ailleurs,5,true,true,true,3,pere_interdit,2664
I99,IX,IX/I99.md,Troubles autres et non précisés de l'appareil circulatoire,0,false,true,true,1,interdit_dp_dr,2018
J00,X,X/J00.md,Rhinopharyngite aigüe [rhume banal],0,true,true,true,0,codable,2415
J01,X,X/J01.md,Sinusite aigüe,7,true,true,true,3,pere_interdit,2571
J02,X,X/J02.md,Pharyngite aigüe,3,true,true,true,3,pere_interdit,3451
J03,X,X/J03.md,Amygdalite aigüe,3,true,true,true,3,pere_interdit,2387
J04,X,X/J04.md,Laryngite et trachéite aigües,3,true,true,true,3,pere_interdit,3157
J05,X,X/J05.md,Laryngite obstructive aigüe [croup] et épiglottite aigüe,2,true,true,true,3,pere_interdit,1573
J06,X,X/J06.md,"Infections aigües des voies respiratoires supérieures, à localisations multiples et non précisées",3,true,true,true,3,pere_interdit,3022
J09,X,X/J09.md,"Grippe, à virus grippal zoonotique ou pandémique identifié",0,false,true,true,0,codable,1515
J10,X,X/J10.md,"Grippe, à virus grippal saisonnier identifié",3,true,true,true,3,pere_interdit,2994
J11,X,X/J11.md,"Grippe, virus non identifié",3,true,true,true,3,pere_interdit,4072
J12,X,X/J12.md,"Pneumopathies virales, non classées ailleurs",6,true,true,true,3,pere_interdit,3374
J13,X,X/J13.md,Pneumonie due à Streptococcus pneumoniae,0,true,true,true,0,codable,2211
J14,X,X/J14.md,Pneumopathie due à Haemophilus influenzae,0,true,true,true,0,codable,1847
J15,X,X/J15.md,"Pneumopathies bactériennes, non classées ailleurs",10,true,true,true,3,pere_interdit,3374
J16,X,X/J16.md,"Pneumopathie due à d'autres microorganismes infectieux, non classée ailleurs",2,false,true,true,3,pere_interdit,2176
J17,X,X/J17.md,Pneumopathie au cours de maladies classées ailleurs,5,true,true,true,3,pere_interdit,3526
J18,X,X/J18.md,Pneumopathie à microorganisme non précisé,5,false,true,true,3,pere_interdit,3461
J20,X,X/J20.md,Bronchite aigüe,10,true,true,true,3,pere_interdit,3953
J21,X,X/J21.md,Bronchiolite aigüe,4,true,true,true,3,pere_interdit,2375
J22,X,X/J22.md,"Infection aigüe des voies respiratoires inférieures, sans précision",0,true,true,true,1,interdit_dp_dr,2275
J30,X,X/J30.md,Rhinite allergique et vasomotrice,5,true,true,true,3,pere_interdit,2055
J31,X,X/J31.md,"Rhinite, rhinopharyngite et pharyngite chroniques",3,true,true,true,3,pere_interdit,2547
J32,X,X/J32.md,Sinusite chronique,7,true,true,true,3,pere_interdit,3252
J33,X,X/J33.md,Polype nasal,4,true,true,true,3,pere_interdit,2373
J34,X,X/J34.md,Autres maladies du nez et des sinus du nez,5,true,true,true,3,pere_interdit,3064
J35,X,X/J35.md,Maladies chroniques des amygdales et des végétations adénoïdes,6,true,true,true,3,pere_interdit,2762
J36,X,X/J36.md,Angine phlegmoneuse,0,true,true,true,0,codable,1632
J37,X,X/J37.md,Laryngite et laryngotrachéite chroniques,2,true,true,true,3,pere_interdit,2096
J38,X,X/J38.md,"Maladies des cordes vocales et du larynx, non classées ailleurs",8,true,true,true,3,pere_interdit,4324
J39,X,X/J39.md,Autres maladies des voies respiratoires supérieures,6,true,true,true,3,pere_interdit,3767
J40,X,X/J40.md,"Bronchite, non précisée aigüe ou chronique",0,true,true,true,0,codable,2093
J41,X,X/J41.md,Bronchite chronique simple et mucopurulente,3,false,true,true,3,pere_interdit,2092
J42,X,X/J42.md,"Bronchite chronique, sans précision",0,true,true,true,0,codable,2503
J43,X,X/J43.md,Emphysème,5,true,true,true,3,pere_interdit,3667
J44,X,X/J44.md,Autres maladies pulmonaires obstructives chroniques,4,true,true,true,3,pere_interdit,4530
J45,X,X/J45.md,Asthme,4,true,true,true,3,pere_interdit,3618
J46,X,X/J46.md,État de mal asthmatique,0,true,true,true,0,codable,1845
J47,X,X/J47.md,Bronchectasie,0,true,true,true,0,codable,2001
J60,X,X/J60.md,Pneumoconiose des mineurs de charbon,0,true,true,true,0,codable,1862
J61,X,X/J61.md,Pneumoconiose due à l'amiante et à d'autres fibres minérales,0,true,true,true,0,codable,2028
J62,X,X/J62.md,Pneumoconiose due à la poussière de silice,2,true,true,true,3,pere_interdit,2278
J63,X,X/J63.md,Pneumoconiose due à d'autres poussières inorganiques,7,false,true,true,3,pere_interdit,2274
J64,X,X/J64.md,"Pneumoconiose, sans précision",0,false,true,true,0,codable,1263
J65,X,X/J65.md,Pneumoconiose associée à la tuberculose,0,true,true,true,0,codable,2029
J66,X,X/J66.md,Affections des voies aériennes dues à des poussières organiques précisées,4,true,true,true,3,pere_interdit,1673
J67,X,X/J67.md,Pneumopathie par hypersensibilité aux poussières organiques,10,true,true,true,3,pere_interdit,4910
J68,X,X/J68.md,"Affections respiratoires dues à l'inhalation d'agents chimiques, d'émanations, de fumées et de gaz",7,true,true,true,3,pere_interdit,3854
J69,X,X/J69.md,Pneumopathie due à des substances solides et liquides,3,true,true,true,3,pere_interdit,3093
J70,X,X/J70.md,Affections respiratoires dues à d'autres agents externes,7,true,true,true,3,pere_interdit,2650
J80,X,X/J80.md,Syndrome de détresse respiratoire aigüe,0,true,true,true,0,codable,1971
J81,X,X/J81.md,Œdème pulmonaire,0,true,true,true,0,codable,2113
J82,X,X/J82.md,"Éosinophilie pulmonaire, non classée ailleurs",0,true,true,true,0,codable,2276
