rec_id,code,role,source_exclusion,texte_exclusion,reference_cible_meme_consigne
GM2026-V-XXI-13,Z10.8,interdit,CIM-10 frères,Examen de médecine du travail (Z10.0),non
GM2026-V-XXI-13,Z10.8,interdit,CIM-10 frères,Examen général de routine des forces armées (Z10.2),non
GM2026-V-XXI-13,Z10.8,interdit,CIM-10 frères,Examen général de routine des résidents d'institutions (Z10.1),non
GM2026-V-XXI-13,Z10.8,interdit,CIM-10 frères,Examen général de routine des équipes sportives (Z10.3),non
GM2026-V-XXI-14,Z11.0,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z11.0,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z11.1,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z11.1,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z11.2,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z11.2,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z11.3,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z11.3,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z11.4,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z11.4,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z11.5,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z11.5,interdit,ANS,"maladies intestinales à virus (Z11.0)
",non
GM2026-V-XXI-14,Z11.5,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z11.5,interdit,CIM-10,maladies intestinales à virus,non
GM2026-V-XXI-14,Z11.6,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z11.6,interdit,ANS,"maladies intestinales à protozoaires (Z11.0)
",non
GM2026-V-XXI-14,Z11.6,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z11.6,interdit,CIM-10,maladies intestinales à protozoaires,non
GM2026-V-XXI-14,Z11.8,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z11.8,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z11.8,interdit,CIM-10 frères,Examen spécial de dépistage d'autres maladies bactériennes (Z11.2),non
GM2026-V-XXI-14,Z11.8,interdit,CIM-10 frères,Examen spécial de dépistage d'autres maladies à protozoaires et helminthiases (Z11.6),non
GM2026-V-XXI-14,Z11.8,interdit,CIM-10 frères,Examen spécial de dépistage d'autres maladies à virus (Z11.5),non
GM2026-V-XXI-14,Z11.8,interdit,CIM-10 frères,Examen spécial de dépistage de maladies infectieuses intestinales (Z11.0),non
GM2026-V-XXI-14,Z11.8,interdit,CIM-10 frères,Examen spécial de dépistage de tuberculose pulmonaire (Z11.1),non
GM2026-V-XXI-14,Z11.8,interdit,CIM-10 frères,Examen spécial de dépistage des infections dont le mode de transmission est essentiellement sexuel (Z11.3),non
GM2026-V-XXI-14,Z11.8,interdit,CIM-10 frères,Examen spécial de dépistage du virus de l'immunodéficience humaine [VIH] (Z11.4),non
GM2026-V-XXI-14,Z11.9,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z11.9,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z12.0,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z12.0,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z12.1,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z12.1,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z12.2,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z12.2,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z12.3,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z12.3,interdit,ANS,"mammographie de routine (Z01.6)
",non
GM2026-V-XXI-14,Z12.3,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z12.3,interdit,CIM-10,mammographie de routine,non
GM2026-V-XXI-14,Z12.4,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z12.4,interdit,ANS,"test de routine ou dans le cadre d'un examen général gynécologique (Z01.4)
",non
GM2026-V-XXI-14,Z12.4,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z12.4,interdit,CIM-10,test de routine ou dans le cadre d'un examen général gynécologique,non
GM2026-V-XXI-14,Z12.5,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z12.5,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z12.6,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z12.6,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z12.8,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z12.8,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z12.8,interdit,CIM-10 frères,Examen spécial de dépistage de tumeur de l'appareil respiratoire (Z12.2),non
GM2026-V-XXI-14,Z12.8,interdit,CIM-10 frères,Examen spécial de dépistage de tumeur de l'estomac (Z12.0),non
GM2026-V-XXI-14,Z12.8,interdit,CIM-10 frères,Examen spécial de dépistage de tumeur de l'intestin (Z12.1),non
GM2026-V-XXI-14,Z12.8,interdit,CIM-10 frères,Examen spécial de dépistage de tumeur de la prostate (Z12.5),non
GM2026-V-XXI-14,Z12.8,interdit,CIM-10 frères,Examen spécial de dépistage de tumeur de la vessie (Z12.6),non
GM2026-V-XXI-14,Z12.8,interdit,CIM-10 frères,Examen spécial de dépistage de tumeur du col de l'utérus (Z12.4),non
GM2026-V-XXI-14,Z12.8,interdit,CIM-10 frères,Examen spécial de dépistage de tumeur du sein (Z12.3),non
GM2026-V-XXI-14,Z12.9,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z12.9,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z13.0,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z13.0,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z13.1,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z13.1,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z13.2,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z13.2,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z13.3,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z13.3,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z13.4,interdit,ANS,"examen de routine pendant la croissance du nourrisson ou de l'enfant (Z00.1)
",non
GM2026-V-XXI-14,Z13.4,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z13.4,interdit,CIM-10,examen de routine pendant la croissance du nourrisson ou de l'enfant,non
GM2026-V-XXI-14,Z13.4,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z13.50,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z13.50,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z13.51,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z13.51,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z13.6,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z13.6,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z13.7,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z13.7,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z13.8,interdit,ANS,"diabète sucré (Z13.1)
",non
GM2026-V-XXI-14,Z13.8,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z13.8,interdit,CIM-10,diabète sucré,non
GM2026-V-XXI-14,Z13.8,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-14,Z13.8,interdit,CIM-10 frères,Examen spécial de dépistage de certains troubles du développement de l'enfance (Z13.4),non
GM2026-V-XXI-14,Z13.8,interdit,CIM-10 frères,Examen spécial de dépistage de diabète sucré (Z13.1),non
GM2026-V-XXI-14,Z13.8,interdit,CIM-10 frères,"Examen spécial de dépistage de maladies du sang, des organes hématopoïétiques et de certains troubles du système immunitaire (Z13.0)",non
GM2026-V-XXI-14,Z13.8,interdit,CIM-10 frères,Examen spécial de dépistage des affections cardiovasculaires (Z13.6),non
GM2026-V-XXI-14,Z13.8,interdit,CIM-10 frères,Examen spécial de dépistage des affections des yeux et des oreilles (Z13.5),non
GM2026-V-XXI-14,Z13.8,interdit,CIM-10 frères,Examen spécial de dépistage des malformations congénitales et anomalies chromosomiques (Z13.7),non
GM2026-V-XXI-14,Z13.8,interdit,CIM-10 frères,Examen spécial de dépistage des troubles de la nutrition (Z13.2),non
GM2026-V-XXI-14,Z13.8,interdit,CIM-10 frères,Examen spécial de dépistage des troubles mentaux et du comportement (Z13.3),non
GM2026-V-XXI-14,Z13.9,interdit,ANS,"examens relatifs à la grossesse et à la reproduction (Z30-Z36)  (Z39.-)
",non
GM2026-V-XXI-14,Z13.9,interdit,CIM-10,examens relatifs à la grossesse et à la reproduction,non
GM2026-V-XXI-17,B20.0,interdit_association,ANS,"certaines infections localisées – voir les chapitres relatifs aux divers systèmes, appareils et organes
grippe et autres affections aigües des voies respiratoires (J00-J22)
infections spécifiques de la période périnatale [à l'exception du tétanos du nouveau-né, de la coqueluche, de la syphilis congénitale, des infections périnatales à gonocoques et des maladies périnatales dues au virus de l'immunodéficience humaine [VIH]] (P35-P39)
maladies infectieuses et parasitaires de la mère compliquant la grossesse, l'accouchement et la puerpéralité [à l'exception du tétanos obstétrical] (O98.-)
sujet porteur ou suspecté porteur d'une maladie infectieuse (Z22.-)
",non
GM2026-V-XXI-17,B20.0,interdit_association,ANS,"infection asymptomatique par le virus de l'immunodéficience humaine [VIH] (Z21)
infection compliquant la grossesse, l’accouchement et la puerpéralité (O98.7)
",oui
GM2026-V-XXI-17,B20.0,interdit_association,ANS,"syndrome d'infection aigüe par VIH (B23.0)
",oui
GM2026-V-XXI-17,B20.0,interdit_association,CIM-10,infection asymptomatique par le virus de l'immunodéficience humaine [VIH],non
GM2026-V-XXI-17,B20.0,interdit_association,CIM-10,syndrome d'infection aiguë par VIH,non
GM2026-V-XXI-17,B20.1,interdit_association,ANS,"certaines infections localisées – voir les chapitres relatifs aux divers systèmes, appareils et organes
grippe et autres affections aigües des voies respiratoires (J00-J22)
infections spécifiques de la période périnatale [à l'exception du tétanos du nouveau-né, de la coqueluche, de la syphilis congénitale, des infections périnatales à gonocoques et des maladies périnatales dues au virus de l'immunodéficience humaine [VIH]] (P35-P39)
maladies infectieuses et parasitaires de la mère compliquant la grossesse, l'accouchement et la puerpéralité [à l'exception du tétanos obstétrical] (O98.-)
sujet porteur ou suspecté porteur d'une maladie infectieuse (Z22.-)
",non
GM2026-V-XXI-17,B20.1,interdit_association,ANS,"infection asymptomatique par le virus de l'immunodéficience humaine [VIH] (Z21)
infection compliquant la grossesse, l’accouchement et la puerpéralité (O98.7)
",oui
GM2026-V-XXI-17,B20.1,interdit_association,ANS,"syndrome d'infection aigüe par VIH (B23.0)
",oui
GM2026-V-XXI-17,B20.1,interdit_association,CIM-10,infection asymptomatique par le virus de l'immunodéficience humaine [VIH],non
GM2026-V-XXI-17,B20.1,interdit_association,CIM-10,syndrome d'infection aiguë par VIH,non
GM2026-V-XXI-17,B20.2,interdit_association,ANS,"certaines infections localisées – voir les chapitres relatifs aux divers systèmes, appareils et organes
grippe et autres affections aigües des voies respiratoires (J00-J22)
infections spécifiques de la période périnatale [à l'exception du tétanos du nouveau-né, de la coqueluche, de la syphilis congénitale, des infections périnatales à gonocoques et des maladies périnatales dues au virus de l'immunodéficience humaine [VIH]] (P35-P39)
maladies infectieuses et parasitaires de la mère compliquant la grossesse, l'accouchement et la puerpéralité [à l'exception du tétanos obstétrical] (O98.-)
sujet porteur ou suspecté porteur d'une maladie infectieuse (Z22.-)
",non
GM2026-V-XXI-17,B20.2,interdit_association,ANS,"infection asymptomatique par le virus de l'immunodéficience humaine [VIH] (Z21)
infection compliquant la grossesse, l’accouchement et la puerpéralité (O98.7)
",oui
GM2026-V-XXI-17,B20.2,interdit_association,ANS,"syndrome d'infection aigüe par VIH (B23.0)
",oui
