code,abbrev,label,type
X62.6,X626,"auto-intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | local industriel et chantier de construction",category
X62.7,X627,"auto-intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | exploitation agricole",category
X62.8,X628,"auto-intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | autres lieux précisés",category
X62.9,X629,"auto-intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | lieu, sans précision",category
X63.0,X630,auto-intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits | domicile,category
X63.1,X631,auto-intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits | établissement collectif,category
X63.2,X632,"auto-intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits | école, autre institution et lieu d'administration publique",category
X63.3,X633,auto-intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits | lieu de sport et d'athlétisme,category
X63.4,X634,auto-intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits | rue ou route,category
X63.5,X635,auto-intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits | zone de commerce et de services,category
X63.6,X636,auto-intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits | local industriel et chantier de construction,category
X63.7,X637,auto-intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits | exploitation agricole,category
X63.8,X638,auto-intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits | autres lieux précisés,category
X63.9,X639,"auto-intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits | lieu, sans précision",category
X64.0,X640,"auto-intoxication par des médicaments et substances biologiques et exposition à ces produits, autres et sans précision | domicile",category
X64.1,X641,"auto-intoxication par des médicaments et substances biologiques et exposition à ces produits, autres et sans précision | établissement collectif",category
X64.2,X642,"auto-intoxication par des médicaments et substances biologiques et exposition à ces produits, autres et sans précision | école, autre institution et lieu d'administration publique",category
X64.3,X643,"auto-intoxication par des médicaments et substances biologiques et exposition à ces produits, autres et sans précision | lieu de sport et d'athlétisme",category
X64.4,X644,"auto-intoxication par des médicaments et substances biologiques et exposition à ces produits, autres et sans précision | rue ou route",category
X64.5,X645,"auto-intoxication par des médicaments et substances biologiques et exposition à ces produits, autres et sans précision | zone de commerce et de services",category
X64.6,X646,"auto-intoxication par des médicaments et substances biologiques et exposition à ces produits, autres et sans précision | local industriel et chantier de construction",category
X64.7,X647,"auto-intoxication par des médicaments et substances biologiques et exposition à ces produits, autres et sans précision | exploitation agricole",category
X64.8,X648,"auto-intoxication par des médicaments et substances biologiques et exposition à ces produits, autres et sans précision | autres lieux précisés",category
X64.9,X649,"auto-intoxication par des médicaments et substances biologiques et exposition à ces produits, autres et sans précision | lieu, sans précision",category
X65.0,X650,auto-intoxication par l'alcool et exposition à l'alcool | domicile,category
X65.1,X651,auto-intoxication par l'alcool et exposition à l'alcool | établissement collectif,category
X65.2,X652,"auto-intoxication par l'alcool et exposition à l'alcool | école, autre institution et lieu d'administration publique",category
X65.3,X653,auto-intoxication par l'alcool et exposition à l'alcool | lieu de sport et d'athlétisme,category
X65.4,X654,auto-intoxication par l'alcool et exposition à l'alcool | rue ou route,category
X65.5,X655,auto-intoxication par l'alcool et exposition à l'alcool | zone de commerce et de services,category
X65.6,X656,auto-intoxication par l'alcool et exposition à l'alcool | local industriel et chantier de construction,category
X65.7,X657,auto-intoxication par l'alcool et exposition à l'alcool | exploitation agricole,category
X65.8,X658,auto-intoxication par l'alcool et exposition à l'alcool | autres lieux précisés,category
X65.9,X659,"auto-intoxication par l'alcool et exposition à l'alcool | lieu, sans précision",category
X66.0,X660,auto-intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | domicile,category
X66.1,X661,auto-intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | établissement collectif,category
X66.2,X662,"auto-intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | école, autre institution et lieu d'administration publique",category
X66.3,X663,auto-intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | lieu de sport et d'athlétisme,category
X66.4,X664,auto-intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | rue ou route,category
X66.5,X665,auto-intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | zone de commerce et de services,category
X66.6,X666,auto-intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | local industriel et chantier de construction,category
X66.7,X667,auto-intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | exploitation agricole,category
X66.8,X668,auto-intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | autres lieux précisés,category
X66.9,X669,"auto-intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | lieu, sans précision",category
X67.5,X675,auto-intoxication par d'autres gaz et émanations et exposition à ces produits | zone de commerce et de services,category
X67.6,X676,auto-intoxication par d'autres gaz et émanations et exposition à ces produits | local industriel et chantier de construction,category
X67.7,X677,auto-intoxication par d'autres gaz et émanations et exposition à ces produits | exploitation agricole,category
X68.0,X680,auto-intoxication par des pesticides et exposition à ces produits | domicile,category
X68.1,X681,auto-intoxication par des pesticides et exposition à ces produits | établissement collectif,category
X68.2,X682,"auto-intoxication par des pesticides et exposition à ces produits | école, autre institution et lieu d'administration publique",category
X68.3,X683,auto-intoxication par des pesticides et exposition à ces produits | lieu de sport et d'athlétisme,category
X68.4,X684,auto-intoxication par des pesticides et exposition à ces produits | rue ou route,category
X68.5,X685,auto-intoxication par des pesticides et exposition à ces produits | zone de commerce et de services,category
