code,libelle_externe,libelle_ofs_ans,source_externe,source_ofs_ans,type_externe,type_ofs_ans,type_divergence,lid_ofs
H31.0,Rétinopathie solaire,Rétinopathie solaire,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H53.5,Deutéranopie,Deutéranopie,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H44.8,Luxation du globe oculaire,Luxation du globe oculaire,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H25.0,Cataracte sénile corticale,Cataracte sénile corticale,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H16.2,Kératoconjonctivite SAI,Kératoconjonctivite SAI,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H16.2,Kératite superficielle avec conjonctivite,Kératite superficielle avec conjonctivite,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H05.2,Déplacement (latéral) du globe SAI,Déplacement (latéral) du globe SAI,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H35.7,Décollement de l'épithélium pigmentaire rétinien,Décollement de l'épithélium pigmentaire rétinien,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H19.2,Kératoconjonctivite épidémique,Kératoconjonctivite épidémique,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H47.3,Druses de la papille optique,Druses de la papille optique,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H16.1,Kératite filamenteuse,Kératite filamenteuse,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H33.3,Trou rond de la rétine sans décollement,"Trou rond de la rétine, sans décollement",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H50.4,Cyclotropie,Cyclotropie,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H16.0,Ulcère de la cornée central,Ulcère de (la) cornée central,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H18.7,Staphylome de la cornée,Staphylome de la cornée,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
E70.3,Albinisme oculaire,Albinisme oculaire,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H19.0,Episclérite tuberculeuse,Épisclérite tuberculeuse,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H44.1,Ophtalmie sympathique,Ophtalmie sympathique,APHP_OPHTALMOLOGIE,ORPHANET,synonyme,inclusion,true,
H32.08,Choriorétinite tuberculeuse,Choriorétinite tuberculeuse,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H20.0,"Iritis aiguë, subaiguë ou à répétition","Iritis aigüe, subaigüe ou à répétition",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H21.2,Atrophie de l'iris (essentielle) (progressive),Atrophie de l'iris (essentielle) (progressive),APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H30.9,Rétinite SAI,Rétinite SAI,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H18.8,Erosion récidivante de la cornée,Érosion récidivante de la cornée,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H05.2,Oedème de l'orbite,oedème de l'orbite,APHP_OPHTALMOLOGIE,OFS,synonyme,synonyme,false,
Q15.0,Macrophtalmie au cours d'un glaucome congénital,Macrophtalmie au cours d'un glaucome congénital,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H16.1,Kératite ponctuée superficielle,Kératite ponctuée superficielle,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H04.4,Dacryocystite chronique,Dacryocystite chronique,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H44.5,Glaucome absolu,Glaucome absolu,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H18.4,Kératopathie en bandelettes,Kératopathie en bandelettes,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H05.0,Abcès de l'orbite,Abcès de l'orbite,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H19.3,Kératoconjonctivite sèche,Kératoconjonctivite sèche,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H04.5,Eversion du point lacrymal,Éversion du point lacrymal,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H16.2,Kératoconjonctivite neurotrophique,Kératoconjonctivite neurotrophique,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H05.1,Granulome de l'orbite,"Granulome de l'orbite
",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,inclusion,true,
H16.0,Ulcère de la cornée avec hypopyon,Ulcère de (la) cornée avec hypopyon,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H55,Nystagmus de défaut d'usage,Nystagmus (de) défaut d'usage,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H16.1,Kératite annulaire,Kératite annulaire,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H53.5,Tritanopie,Tritanopie,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H50.3,Esotropie intermittente (alternante) (monoculaire),Ésotropie intermittente (alternante) (monoculaire),APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
Q10.3,Blépharophimosis congénital,Blépharophimosis congénital,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H33.4,Vitréo-rétinopathie proliférante avec décollement de la rétine,vitréo-rétinopathie proliférante avec décollement de la rétine,APHP_OPHTALMOLOGIE,OFS,synonyme,synonyme,false,
Q13.0,Colobome de l'iris,Colobome de l'iris,APHP_OPHTALMOLOGIE,ORPHANET,synonyme,synonyme,false,
H50.0,Esotropie (alternante) (monoculaire) non intermittente,"Ésotropie (alternante) (monoculaire) non intermittente
",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,inclusion,true,
Q13.2,Malformation congénitale de l'iris SAI,Malformation congénitale de l'iris SAI,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H05.3,Atrophie de l'orbite,Atrophie de l'orbite,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H53.0,Amblyopie avec strabisme,Amblyopie avec strabisme,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H30.0,Choroïdite en foyer,Choroïdite en foyer,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H18.8,Anesthésie de la cornée,Anesthésie de la cornée,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H16.1,Kératite nummulaire,Kératite nummulaire,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H05.0,Ténonite,Ténonite,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H50.3,Exotropie intermittente (alternante) (monoculaire),Exotropie intermittente (alternante) (monoculaire),APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H48.1,Névrite rétrobulbaire au cours de syphilis tardive,Névrite rétrobulbaire au cours de syphilis tardive,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H16.0,Ulcère de la cornée marginal,Ulcère de (la) cornée marginal,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
Q14.8,Colobome du fond de l'oeil,colobome du fond de l'oeil,APHP_OPHTALMOLOGIE,OFS,synonyme,synonyme,false,
H02.5,Ankyloblépharon,Ankyloblépharon,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H33.3,Déchirure rétinienne SAI,Déchirure rétinienne SAI,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H44.3,Sidérose de l'oeil,sidérose de l'oeil,APHP_OPHTALMOLOGIE,OFS,synonyme,synonyme,false,
H50.6,Syndrome de Brown,Syndrome de Brown,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
S05.1,Hyphéma traumatique,"Hyphéma traumatique
",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,inclusion,true,
H58.0,Signe d'Argyll Robertson (syphilitique),Signe d'Argyll Robertson (syphilitique),APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H30.9,Rétinochoroïdite SAI,Rétinochoroïdite SAI,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H02.5,Atrophie de la paupière,Atrophie de la paupière,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H11.2,Symblépharon,"Symblépharon
",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,inclusion,true,
H35.0,Néovascularisation rétinienne,"Néovascularisation, rétinienne",APHP_OPHTALMOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
H25.0,Cataracte sénile coronaire,Cataracte sénile coronaire,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H04.1,Syndrome des yeux secs,Syndrome des yeux secs,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H16.4,Pannus de la cornée,Pannus (de la cornée),APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H18.0,Anneau de Kayser-Fleischer,Anneau de Kayser–Fleischer,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H50.1,Exotropie (alternante) (monoculaire) non intermittente,"Exotropie (alternante) (monoculaire) non intermittente
",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,inclusion,true,
H21.4,Iris bombé,Iris bombé,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H53.5,Tritanomalie,Tritanomalie,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
Q10.4,Absence d'orifice lacrymal,"Absence d'orifice lacrymal
",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,inclusion,true,
H53.5,Achromatopsie,Achromatopsie,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H30.0,Rétinochoroïdite en foyer,Rétinochoroïdite en foyer,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H05.0,Ostéomyélite de l'orbite,Ostéomyélite de l'orbite,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H05.2,Hémorragie de l'orbite,Hémorragie de l'orbite,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H04.0,Hypertrophie chronique de la glande lacrymale,"Hypertrophie chronique de la glande lacrymale
",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,inclusion,true,
H40.1,Glaucome capsulaire avec pseudo-exfoliation cristallinienne,"Glaucome, capsulaire (avec pseudo-exfoliation cristallinienne)",APHP_OPHTALMOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
H16.0,Ulcère de la cornée perforé,Ulcère de (la) cornée perforé,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H19.0,Episclérite syphilitique,Épisclérite syphilitique,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H15.8,Staphylome équatorial,Staphylome équatorial,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H00.0,Abcès de la paupière,Abcès de la paupière,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H16.2,Kératoconjonctivite phlycténulaire,Kératoconjonctivite phlycténulaire,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H16.1,Kératite striée,Kératite striée,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H30.1,Rétinochoroïdite disséminée,Rétinochoroïdite disséminée,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H47.0,Compression du nerf optique,Compression du nerf optique,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H20.0,"Cyclite aiguë, subaiguë ou à répétition","Cyclite aigüe, subaigüe ou à répétition",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
Q13.4,Microcornée,Microcornée,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
S05.8,Traumatisme du canal lacrymal,"Traumatisme du canal lacrymal
",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,inclusion,true,
Q15.0,Buphtalmie,Buphtalmie,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H26.0,Cataracte présénile,"Cataracte, présénile",APHP_OPHTALMOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
H16.0,Ulcère de Mooren,Ulcère de Mooren,APHP_OPHTALMOLOGIE,ORPHANET,synonyme,inclusion,true,
H33.3,Déchirure en fer à cheval de la rétine sans décollement,"Déchirure en fer à cheval de la rétine, sans décollement",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H53.5,Deutéranomalie,Deutéranomalie,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
Q14.1,Anévrisme congénital de la rétine,"Anévrisme congénital de la rétine
",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,inclusion,true,
H31.1,Atrophie de la choroïde,Atrophie de la choroïde,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H31.3,Hémorragie choroïdienne SAI,Hémorragie choroïdienne SAI,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H53.0,Amblyopie par défaut d'usage,Amblyopie par défaut d'usage,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H05.0,Cellulite de l'orbite,Cellulite de l'orbite,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H04.1,Kyste de la glande lacrymale,kyste de la glande lacrymale,APHP_OPHTALMOLOGIE,OFS,synonyme,synonyme,false,
Q10.6,Malformation congénitale de l'appareil lacrymal SAI,"Malformation congénitale de l'appareil lacrymal SAI
",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,inclusion,true,
H33.2,Décollement de la rétine SAI,Décollement de la rétine SAI,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
Q14.0,Opacité congénitale du corps vitré,"Opacité congénitale du corps vitré
",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,inclusion,true,
H53.0,Amblyopie anisométrique,Amblyopie anisométrique,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H30.9,Choroïdite SAI,Choroïdite SAI,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H25.0,Cataracte sénile punctiforme,Cataracte sénile punctiforme,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
Q10.3,Malformation congénitale de la paupière SAI,Malformation congénitale de la paupière SAI,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
Q13.4,Malformation congénitale de la cornée SAI,Malformation congénitale de la cornée SAI,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H16.0,Ulcère de la cornée SAI,Ulcère de (la) cornée SAI,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H30.1,Rétinite disséminée,Rétinite disséminée,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H04.1,Atrophie de la glande lacrymale,Atrophie de la glande lacrymale,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H18.7,Ectasie de la cornée,Ectasie de la cornée,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H35.5,Maladie de Stargardt,Maladie de Stargardt,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
Q13.8,Anomalie de Rieger,Anomalie de Rieger,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H04.5,Dacryolithe,Dacryolithe,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H30.8,Maladie de Harada,"Maladie de Harada
",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,inclusion,true,
H19.0,Sclérite zostérienne,Sclérite zostérienne,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H47.0,Hémorragie de la gaine du nerf optique,Hémorragie de la gaine du nerf optique,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
Q13.2,Anisocorie congénitale,Anisocorie congénitale,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H30.0,Rétinite en foyer,Rétinite en foyer,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H05.0,Périostite de l'orbite,Périostite de l'orbite,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H50.4,Strabisme concomitant SAI,Strabisme concomitant SAI,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H30.1,Choroïdite disséminée,Choroïdite disséminée,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H35.1,Fibroplasie rétrocristallinienne ou rétrolentale,"Fibroplasie rétrocristallinienne ou rétrolentale
",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,inclusion,true,
H50.6,Strabisme dû à des adhérences,Strabisme dû à des adhérences,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H28.2,Cataracte myotonique,Cataracte myotonique,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
S05.7,Enucléation traumatique,"Énucléation traumatique
",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,inclusion,true,
H01.1,Dermite eczémateuse de la paupière,dermite eczémateuse de la paupière,APHP_OPHTALMOLOGIE,OFS,synonyme,synonyme,false,
H04.6,Fistule lacrymale,"Fistule lacrymale
",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,inclusion,true,
H50.8,Syndrome de Stilling-Türk-Duane,"Syndrome de Stilling–Türk–Duane
",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,inclusion,true,
H33.0,Décollement de la rétine rhegmatogène,"Décollement de la rétine rhegmatogène
",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,inclusion,true,
Q10.3,Colobome de la paupière,Colobome de la paupière,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H53.5,Protanopie,Protanopie,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
Q15.0,Kératoglobe congénital,"Kératoglobe, congénital",APHP_OPHTALMOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
H49.8,Ophtalmoplégie externe SAI,Ophtalmoplégie externe SAI,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H04.4,Canaliculite lacrymale chronique,Canaliculite lacrymale chronique,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H50.4,Syndrome de monofixation,Syndrome de monofixation,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H18.8,Hypoesthésie de la cornée,Hypoesthésie de la cornée,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
Q14.2,Colobome congénital de la papille optique,"Colobome congénital de la papille optique
",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,inclusion,true,
H26.4,Anneau de Soemmering,Anneau de Soemmering,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H16.0,Ulcère de la cornée annulaire,Ulcère de (la) cornée annulaire,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H21.2,Kyste pupillaire miotique,Kyste pupillaire miotique,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H20.0,"Uvéite antérieure aiguë, subaiguë ou à répétition","Uvéite antérieure aigüe, subaigüe ou à répétition",APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H19.8,Kératocône au cours du syndrome de Down,Kératocône au cours du syndrome de Down,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H47.0,Neuropathie optique ischémique,Neuropathie optique ischémique,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
E75.2,Maladie de Niemann Pick,Maladie de Niemann–Pick,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
M89.0,Syndrome épaule-main,"Syndrome épaule-main
",APHP_RHUMATOLOGIE,OWL_ANS,synonyme,inclusion,true,
Q65.8,Coxa vara congénitale,Coxa vara congénitale,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
Q65.8,Antéversion du col du fémur,Antéversion du col du fémur,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
E28.8,Hyperfonction ovarienne SAI,"Hyperfonction ovarienne SAI
",APHP_RHUMATOLOGIE,OWL_ANS,synonyme,inclusion,true,
E27.1,Maladie  d’Addison,Maladie d'Addison,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
M30.0,Périartérite noueuse secondaire,Périartérite noueuse secondaire,APHP_RHUMATOLOGIE,ORPHANET,synonyme,inclusion,true,
M34.8,Sclérodermie systémique avec atteinte pulmonaire,Sclérodermie systémique avec atteinte pulmonaire,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
Q79.6,Syndrome d’Ehlers-Danlos,Syndrome d'Ehlers-Danlos,APHP_RHUMATOLOGIE,ORPHANET,synonyme,synonyme,false,
Q74.1,Genu valgum congénital,Genu valgum congénital,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
M06.1,Maladie de Still de l’adulte,Maladie de Still de l'adulte,APHP_RHUMATOLOGIE,ORPHANET,synonyme,synonyme,false,
M14.6,Arthropathie tabétique,Arthropathie tabétique,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
E85.0,Fièvre méditerranéenne familiale [Maladie périodique],fièvre méditerranéenne familiale (maladie périodique),APHP_RHUMATOLOGIE,APHP_NEPHROLOGIE,synonyme,synonyme,false,
G62.9,Polynévrite SAI,polynévrite SAI,APHP_RHUMATOLOGIE,APHP_NEPHROLOGIE,synonyme,synonyme,false,
M34.8,Sclérodermie systémique avec myopathie,Sclérodermie systémique avec myopathie,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
E83.3,Hypophosphatasie,Hypophosphatasie,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
M53.3,Coccygodynie,"Coccygodynie
",APHP_RHUMATOLOGIE,OWL_ANS,synonyme,inclusion,true,
M60.8,Myosite à inclusions,Myosite à inclusions,APHP_RHUMATOLOGIE,ORPHANET,synonyme,inclusion,true,
E85.0,Syndrome de Muckle Wells,Syndrome de Muckle-Wells,APHP_RHUMATOLOGIE,ORPHANET,synonyme,inclusion,true,
L94.0,Sclérodermie localisée,Sclérodermie localisée,APHP_RHUMATOLOGIE,ORPHANET,synonyme,synonyme,false,
E78.0,Hypercholestérolémie familiale,Hypercholestérolémie familiale,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
J42,Bronchite chronique SAI,Bronchite chronique SAI,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
D82.0,Syndrome de Wiskott Aldrich,Syndrome de Wiskott-Aldrich,APHP_RHUMATOLOGIE,ORPHANET,synonyme,synonyme,false,
T80.6,Maladie sérique,Maladie sérique,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
R16.2,Hépatosplénomégalie SAI,"Hépatosplénomégalie SAI
",APHP_RHUMATOLOGIE,OWL_ANS,synonyme,inclusion,true,
E83.5,Hypercalcémie,hypercalcémie,APHP_RHUMATOLOGIE,APHP_NEPHROLOGIE,synonyme,synonyme,false,
Q74.1,Genu varum congénital,Genu varum congénital,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
F45.8,Torticolis psychogène,Torticolis psychogène,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
N10,Pyélonéphrite aiguë,Pyélonéphrite aigüe,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
C79.7,Métastase surrénalienne,métastase surrénalienne,APHP_RHUMATOLOGIE,APHP_NEPHROLOGIE,synonyme,synonyme,false,
C78.0,Métastase pulmonaire,métastase pulmonaire,APHP_RHUMATOLOGIE,APHP_NEPHROLOGIE,synonyme,synonyme,false,
Q65.8,Coxa valga congénitale,Coxa valga congénitale,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
D36.1,Ganglioneurome,Ganglioneurome,APHP_RHUMATOLOGIE,ORPHANET,synonyme,inclusion,true,
Q05.1,Spina bifida thoracique avec hydrocéphalie,Spina bifida thoracique avec hydrocéphalie,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
E76.0,Maladie de Hurler,Maladie de Hurler,APHP_RHUMATOLOGIE,ORPHANET,synonyme,inclusion,true,
Q65.6,Hanche instable,"Hanche, instable",APHP_RHUMATOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
M54.1,Radiculite SAI,Radiculite SAI,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
D47.2,Gammapathie  monoclonale,Gammapathie monoclonale,APHP_RHUMATOLOGIE,APHP_DERMATOLOGIE,synonyme,synonyme,false,
K04.7,Abcès dentaire SAI,Abcès dentaire SAI,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
C78.7,Métastase hépatique,métastase hépatique,APHP_RHUMATOLOGIE,APHP_NEPHROLOGIE,synonyme,synonyme,false,
Q65.8,Dysplasie acetabulaire congénitale,Dysplasie acétabulaire congénitale,APHP_RHUMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
Q66.6,Metatarsus valgus,"Metatarsus valgus
",APHP_RHUMATOLOGIE,OWL_ANS,synonyme,inclusion,true,
C45.0,Mésothéliome pleural,Mésothéliome pleural,APHP_SRLF,ORPHANET,synonyme,synonyme,false,
A04.7,Colite pseudomembraneuse,Colite pseudomembraneuse,APHP_SRLF,OWL_ANS,synonyme,synonyme,false,
