rec_id,situation,justification
GM2026-V-ANT-01,Antécédent personnel ou familial — principe de codage,"2026-09-03 RF : consigne de très large portée (chapitres I à XIX, ~14 000 fiches) — aide le contrôleur, pas le rédacteur de CRH ; bruit dans les fiches de génération. Reste dans la base et servira le futur vérificateur."
